,Created At,Text,Location,Address,Longitude,Latitude
32,Tue Mar 03 21:09:22 +0000 2020," UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY",Sydney Australia ,"Sydney, Australia",151.2164539,-33.8548157
33,Tue Mar 03 21:09:24 +0000 2020," That # Constitution established law ( Citizenship Act 1955 ) # India says . CM Mamata Banerjee taken oath uphold Constitution India . If indeed said , totally unacceptable shocking call 'UN referendum ' # CAA .","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
42,Tue Mar 03 21:09:51 +0000 2020," @ paragmasteh No . Its presumptions . Intr dont care , reports . CAA need !",Bengaluru,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
44,Tue Mar 03 21:09:59 +0000 2020, Introducing new subject talk ! First speech # GudhiPadwa # Jamat_E_Secular Ram Mandir CAA : How called seculars decieved nation . ( Marathi/Hindi/English ) Let 's understand # BreakingIndia conspiracy stay united ! # JaiHind https : //t.co/9nZxQMbU7D,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
45,Tue Mar 03 21:10:04 +0000 2020, Big Breaking ! UN High Commissioner Human Rights ( UNHRC ) files intervention application India 's Supreme Court CAA . Well done UNHRC well done 👏👏,"Muscat, Oman","مسقط, محافظة مسقط, سلطنة عُمان Oman",58.5451305,23.5997857
49,Tue Mar 03 21:10:19 +0000 2020," British MPs lined attack India House Commons today , CAA associated violence https : //t.co/CP6Yw3y4iF via @ timesofindia","New Delhi, Delhi","New Delhi, Delhi, India",77.2022662,28.6141793
50,Tue Mar 03 21:10:22 +0000 2020," On Tuesday , MEA spokesperson , Raveesh Kumar , reiterated CAA internal affair India foreign party locus standi issues related India 's sovereignty https : //t.co/r9WQ2zhvY5",mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
51,Tue Mar 03 21:10:27 +0000 2020," Holy moly , @ letsencrypt going revoke 3,048,289 certificates tomorrow `` may '' wrongfully issued due wrong CAA DNS check . To check 're affected , need re-issue certs ( tomorrow ! ) , check : https : //t.co/O5yZz3USRn","Copenhagen, Denmark","København, Københavns Kommune, Region Hovedstaden, 1357, Danmark",12.5700724,55.6867243
52,Tue Mar 03 21:10:41 +0000 2020," @ besharam_clown tyrannical govt curbs fundamental rights , wages war # CAA constitution n violates Ind… https : //t.co/pwuI0kD9eG","Basel City, Switzerland","Basel-Stadt, Switzerland",7.5927728,47.5579097
53,Tue Mar 03 21:10:52 +0000 2020," 14 years ago I wrote two bestsellers titled Hindus Under Siege Terrorism India . When Namo became PM 2014 I thought books become obsolete . But anti-CAA circus , US capitulation Afghanistan , books need updated .","Jodhpur, India","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India",73.0351433,26.2967719
57,Tue Mar 03 21:11:11 +0000 2020," Really , # UNHRC ? No court intervention agnst # China ( repression/torture Tibet & amp ; Xinjiang ) , # Iran ( torture/killings pol prisoners ) # Pakistan ( torture , genocide Balochistan ) U hv shame opposing # CAA humanitarian aid persecutd minorities ? Even hypocrisy limits",HiranyaGarbha,"Hiranyagarbha Audio Dignostics, Old Bypass Road, Rajamahendravaram, Rajahmundry (Urban), East Godavari, Andhra Pradesh, 533100, India",81.7817493,17.0054818
59,Tue Mar 03 21:11:20 +0000 2020, RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,"Dubai, United Arab Emirates","دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657
61,Tue Mar 03 21:11:27 +0000 2020," @ UN A brave move UN support Indian citizens stand CAA , hope tomorrow ’ humanity… https : //t.co/mUne76zxV5","Dubai, United Arab Emirates","دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657
65,Tue Mar 03 21:11:41 +0000 2020," Well , let ’ wait see . “ Advertising via privacy-invasive cookies day . Good old contextual advertisin… https : //t.co/UUPaeaWoyo",The Netherlands,Nederland,5.7480821,52.5001698
67,Tue Mar 03 21:11:49 +0000 2020, @ babuchandra01 @ ysjagan The core context NPR distrust government due antics . Also CAA fundamentally constitution mentioning religion qualifier questions arise talk abt persecution minorities 3 neighbors & amp ; .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
69,Tue Mar 03 21:11:53 +0000 2020," When UNHRC reached SC CAA , India said internal matter OIC & amp ; GCC also CAA Except exception , whole world CAA The whole world Indian media support Modi Govt every wrong steps # IslamoPhobicIndianMedia",East Punjab ,"Punjab, India",75.5004841,30.9293211
70,Tue Mar 03 21:11:54 +0000 2020, @ babuchandra01 @ ysjagan Chandra babu must aware combination NRC CAA dangerous . You need consider . Through NRC omit one CAA include everyone except Muslim . Open eyes .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
73,Tue Mar 03 21:11:58 +0000 2020, Cougars Hit The Road For CAA Matchup With Elon https : //t.co/gNRCFDbFkn,"Charleston, SC","Charleston, Charleston County, South Carolina, United States of America",-79.9402728,32.7876012
74,Tue Mar 03 21:11:58 +0000 2020, @ UNHumanRights decided intervene India 's internal matter # CAA approaching SC.Your organisation partial & amp ; hypocrite u conveniently turn blind eye towards massacre Baloch people Pak army . Your 's spineless organisation . Fk 😠😠,"Kanpur, India","Kanpur, NH34, Kidwai Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh, 208012, India",80.3217588,26.4609135
75,Tue Mar 03 21:12:03 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .",United States,United States,-100.4458825,39.7837304
76,Tue Mar 03 21:12:03 +0000 2020, RT @ CofCSports : Cougars Hit The Road For CAA Matchup With Elon https : //t.co/gNRCFDbFkn,"Charleston, SC","Charleston, Charleston County, South Carolina, United States of America",-79.9402728,32.7876012
77,Tue Mar 03 21:12:05 +0000 2020, The UN High Commissioner Human Rights ' intervention application three Supreme Court # CAA quite remarkable . Sets international legal standards SC consider without 'taking side ' per se . But blind man see law discriminatory . https : //t.co/Wws0IqgyTa,India,India,78.6677428,22.3511148
78,Tue Mar 03 21:12:14 +0000 2020, Officer stopped & amp ; said I talking # NPR & amp ; # NRC I shocked & amp ; said oh sir thanks lot making us und… https : //t.co/Bgyrbcgl5v,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
79,Tue Mar 03 21:12:17 +0000 2020, RT @ IndianExpress : Bengaluru based research institute gets threat letter ‘ anti-CAA ’ protests https : //t.co/HgV1XIWkKp,Vadakara,"Vadakara, Kozhikode, Kerala, India",75.70782702921466,11.6668825
80,Tue Mar 03 21:12:19 +0000 2020, . # India - world ’ largest democracy - tracking well eyes UN Human Rights Commission . Quelle surprise ! https : //t.co/w54gxtRzsq,Pakistan KPK,"Kpk House Islamabad, Agha Khan Road, F-5, اسلام آباد, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان",73.0864837,33.7345171
81,Tue Mar 03 21:12:23 +0000 2020, Ongoing protest CAA baseless idea . Opposition trying hold back government get successful appe… https : //t.co/Hq4EHJNIeC,Hunting in Forest.,"Hunting, Thionville, Moselle, Grand Est, France métropolitaine, 57480, France",6.3261261,49.4140413
82,Tue Mar 03 21:12:24 +0000 2020, He Always Rocks😂😂😂,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
85,Tue Mar 03 21:12:30 +0000 2020," Now govt assured Bangladesh , extend courtesy citizens country ? The fate millions people hangs BJP plays dirty politics . https : //t.co/BRNK6SMoNr","Maharashtra, India","Maharashtra, India",76.0554568,19.531932
88,Tue Mar 03 21:12:48 +0000 2020," RT @ _CyberSecSocial : Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/eallHCXyrk",New York / Michigan,"The New York, 101, State Street, Harbor Springs, Emmet County, Michigan, 49740, United States of America",-84.98906029677794,45.42906175
89,Tue Mar 03 21:12:51 +0000 2020, THANK YOU @ hanno `` lecaa '' tool easily check ( long ) list domains affected @ letsencrypt certificates revoked ( March 4 ! https : //t.co/J6XRq5lkgi Info : https : //t.co/b1TQU5w6Br Also thread @ Scott_Helme *GREAT* info : https : //t.co/7FgNsQZ7sy,"Winnipeg, Canada","Winnipeg, Winnipeg (city), Manitoba, Canada",-97.1384584,49.8955367
90,Tue Mar 03 21:12:52 +0000 2020, @ babuchandra01 @ shaikshoaib99 @ ysjagan NPR 2020 NPR 2010 . NPR 2020 serves basis NRC . Source : Ministry Home affairs .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
91,Tue Mar 03 21:13:04 +0000 2020, RT @ shaikshoaib99 : @ babuchandra01 @ ysjagan Have gone npr nrc ?,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
92,Tue Mar 03 21:13:05 +0000 2020, RT @ DrexelMLax : Ryan Genord named CAA Co-Player Week . The junior eight goals assist two Drexel wins . https : //t.co/VhsC…,"Philadelphia, PA","Philadelphia, Philadelphia County, Pennsylvania, United States of America",-75.1635262,39.9527237
95,Tue Mar 03 21:13:15 +0000 2020, @ OnsMzali @ RanaAyyub How CAA detrimental Muslims ?,India,India,78.6677428,22.3511148
97,Tue Mar 03 21:13:19 +0000 2020," Top story : Congress leader Goa arrested derogatory remarks Hindu gods https : //t.co/fLCnMTZElR , see m… https : //t.co/xLp3hJHh16","Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235
98,Tue Mar 03 21:13:20 +0000 2020, . @ ishkarnBHANDARI @ lawinforce Can man taken court abusing highest court orders ? Can get away openly brazenly going SC judgement ? @ OpIndia_com @ SwarajyaMag https : //t.co/lLYshcIla0,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
99,Tue Mar 03 21:13:20 +0000 2020, What joke ! ! ! In Baluchistan Pak Army known carried carnages . Bt hey Balochi lives ’ matter bcoz ’ grab eyeballs . UN High commissioner Human Rights ( UNHCR ) lost ’ credibility ex-chief ws spotted taking selfies ISI offcrs frm Pak . https : //t.co/eht5x6aOCO,Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
100,Tue Mar 03 21:13:22 +0000 2020, India : Women wearing burqas distribute weapons rioters Fake News reports terrorists rioting Modi 's CAA gives citizenship non-muslims persecuted In several ISLAMIC nations . The REAL goal rioters turn India Islamic Country ! https : //t.co/uhPuZZ3pwb,"64.7511° N, 147.3494° W","Highland Park, North Pole, Fairbanks North Star, Alaska, 99705, United States of America",-147.3479499,64.7511881
102,Tue Mar 03 21:13:28 +0000 2020, @ ysjagan Do n't spread misinformation . There nothing CAA take away citizenship Indian muslims . As CM must fully aware .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
103,Tue Mar 03 21:13:37 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",Osmania University. ,"Osmania University, Habsiguda, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500007, India",78.52743697037064,17.411794049999997
104,Tue Mar 03 21:13:41 +0000 2020, UN body goes Supreme Court CAA https : //t.co/xT1InTPC5l,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
105,Tue Mar 03 21:13:42 +0000 2020," MEDIA BLACKOUT : Jihadis declared WAR non-Muslims India Mullah boasts Muslim pop . double 30yrs , threatens Hindus Islamic rule India , vows PM Modi dead soon & amp ; CAA supporters burned alive Crowd Terrorists celebrate & amp ; chant `` Allahu Akbar '' https : //t.co/xBP200SiDP","San Antonio, TX","San Antonio, Bexar County, Texas, United States of America",-98.4951405,29.4246002
106,Tue Mar 03 21:13:44 +0000 2020, @ PradhaanSewak @ Arungk34 @ Saral_Shamshad @ ManpritShergill @ SaumyadeepDas4 @ Nehr_who @ narendramodi Hey WhatsApp Univ… https : //t.co/I2zQN5XZZc,India,India,78.6677428,22.3511148
107,Tue Mar 03 21:13:46 +0000 2020, @ okokthikhai @ AskAnshul CAA extended wing NRC . Hope heard assam NRC . The whole mission was… https : //t.co/pS87iO9vKt,India,India,78.6677428,22.3511148
109,Tue Mar 03 21:13:56 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg",Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
110,Tue Mar 03 21:14:06 +0000 2020," CAA presumes countries ill treating minorities offering succour . This ’ interfering internal matters . But nations express concerns discriminatory act , interference internal matters . Hmmm ...","New York, USA","New York, United States of America",-74.0060152,40.7127281
111,Tue Mar 03 21:14:26 +0000 2020," Check list , go force-renew LetsEncrypt certs , friends .",Kentucky,"Kentucky, United States of America",-85.1551411,37.5726028
114,Tue Mar 03 21:14:37 +0000 2020, See behavior Police . No law applicable Delhi Police . @ pbhushan1 @ BhavikaKapoor5 @ amitbehere @ sonaliranade Protester came participate Young India March CAA/ @ DelhiPolice @ nsaibalaji @ kawalpreetdu @ kavita_krishnan @ ojhaanjali https : //t.co/Phc7ua4261,New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793
115,Tue Mar 03 21:14:41 +0000 2020," Arrest maulana 's asap r Giving hate speeches name Anti caa protests ! ! 😡😡 He maulana abul kalam ; addressing purnea , bihar . u dnt stop modi ji ; corona virus may spread India & amp ; u may also get infected it.👏👏 https : //t.co/GRuacl0vBG",221B Baker Street,"221b Baker Street, 20, Rue Monge, Faubourg Raines, Centre-Ville, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21000, France",5.0354949,47.3196361
116,Tue Mar 03 21:14:42 +0000 2020, @ rakhitripathi You dad real pillars anti caa.nrc protest delhi,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
120,Tue Mar 03 21:14:47 +0000 2020, @ fborgesius @ nrc Who needs cookies users within walled gardens ? That 's strategy . Performace marketing w… https : //t.co/R057r6LS4w,Düsseldorf,"Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland",6.7763137,51.2254018
125,Tue Mar 03 21:15:31 +0000 2020, Conference Tournament Predictions A Sun : North Florida Liberty Big South : Winthrop Liberty CAA : William & amp ; … https : //t.co/QOd4yjBTOb,"Gaffney, SC","Gaffney, Cherokee County, South Carolina, 29342, United States of America",-81.6498195,35.0717945
126,Tue Mar 03 21:15:38 +0000 2020," As protests new citizenship law sweep country , signs authorities condoning even instigating violence India ’ Muslims alarmed . https : //t.co/8IbWeYbehh",Italy,Italia,12.674297,42.6384261
128,Tue Mar 03 21:16:04 +0000 2020, @ EmmanuelMacron hey ... ur bk follow twtr..India permanent ... importantly ... Modi permanent hubby..thats great ne… https : //t.co/JSd2o8TNtL,"Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
129,Tue Mar 03 21:16:08 +0000 2020, Here ’ online version article https : //t.co/FtueUKNJZF,The Netherlands,Nederland,5.7480821,52.5001698
131,Tue Mar 03 21:16:19 +0000 2020," CAA belong Pakistan , Bangladesh Afghanistan anyone ca n't say internal matter . # CAA… https : //t.co/OMDt6JK0K1",RU,Россия,97.7453061,64.6863136
135,Tue Mar 03 21:14:08 +0000 2020, When South Africa legalised Apartheid took World long time take action sanction total boycott . This time Indian citizens urge works leaders # BoycottIndia force Govt take back systematic genocide . Act millions lose lives .,"Maharashtra, India","Maharashtra, India",76.0554568,19.531932
136,Tue Mar 03 21:14:31 +0000 2020, RT @ Aakar__Patel : CAA internal matter India Lok Sabha allowed discuss .,"Kolkata, India","Kolkata, West Bengal, India",88.3567751581234,22.54541245
137,Tue Mar 03 21:14:47 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests","Chennai, India","Chennai, Chennai district, Tamil Nadu, India",80.2838331,13.0801721
138,Tue Mar 03 21:14:58 +0000 2020," Tu kaun ? Main khwam khwah ! Has @ UNHumanRights ever stood Islamic nations ' laws clearly discriminate people basis gender , faith religion ? Has passed injunctions abandoned Kurds ? Height presumptuousness !","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
141,Tue Mar 03 21:14:07 +0000 2020, RT @ Shudraism : How CAA internal matter designated objective throw millions people OUT India ?,Earth,"Earth, Lamb County, Texas, United States of America",-102.4107493,34.2331373
142,Tue Mar 03 21:14:54 +0000 2020, Position irreversible whatever print whatever,India,India,78.6677428,22.3511148
143,Tue Mar 03 21:17:04 +0000 2020," Rohingya Muslims Alameen Sheikh gang arrested , used ‘ settle ’ illegal immigrants forged documents , anti-CAA funding link suspected https : //t.co/KuTQeUs11k",Punjab (India).,"Punjab, India",75.5004841,30.9293211
144,Tue Mar 03 21:14:55 +0000 2020, @ ShashiTharoor @ UN We support CAA NRC & amp ; clause religious persecution minorities undivided India pr… https : //t.co/KSFIekJP21,"Calcutta, India","Kolkata, West Bengal, 700069, India",88.3476023,22.5677459
149,Tue Mar 03 21:17:06 +0000 2020," Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/jhq66euHZF","Kiel, Schleswig-Holstein","Kiel, Schleswig-Holstein, 24103, Deutschland",10.135555,54.3227085
150,Tue Mar 03 21:17:16 +0000 2020, 🙌👏👏 true .,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
153,Tue Mar 03 21:17:26 +0000 2020, @ priyankagandhi Change priority ... Is CAA issue fake ?,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
154,Tue Mar 03 21:17:18 +0000 2020," @ okokthikhai @ AskAnshul This CAA discriminate Indians . Non muslims found 3 countries , t… https : //t.co/hC1XHMPW4o",India,India,78.6677428,22.3511148
156,Tue Mar 03 21:17:36 +0000 2020, Who told tht # CAA Indians show papers citizenship . It 's high time people consider… https : //t.co/TgBrd0YgpS,India,India,78.6677428,22.3511148
161,Tue Mar 03 21:17:40 +0000 2020," BREAKING : 3rd March , 2020 . UN High Commissioner Human Rights files intervention application India 's Supreme Court CAA . @ UN @ UNHumanRights @ UN_Women @ UNinIndia @ unwomenindia CC : @ NrcProtest @ ThePeopleOfIN @ UAH_India @ karwanemohabbat @ ICLU_Ind @ SaketGokhale https : //t.co/3tqlLtTfjT",India,India,78.6677428,22.3511148
162,Tue Mar 03 21:17:51 +0000 2020, @ PradhaanSewak @ Arungk34 @ Saral_Shamshad @ ManpritShergill @ SaumyadeepDas4 @ Nehr_who @ narendramodi Assam NRC goin… https : //t.co/0UsOEK1pXY,India,India,78.6677428,22.3511148
163,Tue Mar 03 21:17:50 +0000 2020," The majority traders M00Slims , stopped buying knitted garments producers , mostly Hindus , claim manufacturers . https : //t.co/L8EFURn4ML",India,India,78.6677428,22.3511148
164,Tue Mar 03 21:16:37 +0000 2020," @ naomi2009 @ timesofindia If still read understand English , spend 10 minutes read educat… https : //t.co/Yw8pqZcECA",Bharat,India,78.6677428,22.3511148
165,Tue Mar 03 21:18:44 +0000 2020, RT @ LiveLawIndia : [ Breaking ] United Nations Commissioner Of Human Rights Files Intervention Application In SC Against CAA https : //t.co/16AR…,India,India,78.6677428,22.3511148
166,Tue Mar 03 21:18:46 +0000 2020," Mr. Thatoor rightly stated ” India respected upholder human rights past ” . Whilst UN High Commissioner Human Rights files intervention plea Supreme Court CAA , India protests TODAY ...","California, USA","California, United States of America",-118.7559974,36.7014631
170,Tue Mar 03 21:18:30 +0000 2020," @ DilliDurAst @ pavan_sethi # CAA belong Pakistan , Bangladesh Afghanistan anyone ca n't say is… https : //t.co/sX3h00Hcg9",RU,Россия,97.7453061,64.6863136
173,Tue Mar 03 21:18:22 +0000 2020," Dear Indians follow Islam ... We Indians , Modi Supporters , Athiest much right . We fe… https : //t.co/cT1S8sx0Ex","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
175,Tue Mar 03 21:19:01 +0000 2020," Oh really ? How many times UNHRC moved Intl . Court Justice Supreme Court Pakistan violations human rights Hindus & amp ; Sikhs including kidnapping , rape , forced marriage , conversion & amp ; genocide ? Has left-jehadi ecosystem permeated # UNHRC well ?",anonymous,"Anonymous, Prince Henry Heights, Toowoomba, Queensland, 4352, Australia",151.9830278,-27.5421807
179,Tue Mar 03 21:19:16 +0000 2020," Lolz..everything internal matter , show much concern countries ’ minorities..isn ’ internal matter countries . Bl**dy hypocrites !","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
181,Tue Mar 03 21:19:27 +0000 2020," Since Pulwama attack , India attacked Pakistan ( Balakot ) , illegally annexed Occupied Kashmir & amp ; adopted laws like CAA . Perhaps Western powers bowing India reflect role empowering India ’ brazenness . @ arabnewspk https : //t.co/xKXY13RXwM","Lahore, Pakistan","لاہور, Lahore District, پنجاب, 531, پاکستان",74.3141775,31.5656079
185,Tue Mar 03 21:19:55 +0000 2020, @ naomi2009 @ NadiaWhittomeMP Absolute rubbish considering Hindus also victims riots . I n't see of… https : //t.co/mpMANIinxD,"London, UK","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219
186,Tue Mar 03 21:19:58 +0000 2020, Time time cased forced conversion rapes minority reported Pakistan @ UNHumanRights d… https : //t.co/FM6QHEBqS9,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America",-71.1056157,42.3750997
189,Tue Mar 03 21:20:05 +0000 2020, RT @ philos87 : UNHRC involved CAA .,Brisbane,"Brisbane, Queensland, 4004, Australia",153.0234991,-27.4689682
194,Tue Mar 03 21:20:27 +0000 2020," UN body goes Supreme Court CAA ; ‘ internal matter ’ , says government https : //t.co/h6lNCfUhgr https : //t.co/VDL273t2d5",New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793
196,Tue Mar 03 21:20:46 +0000 2020, # BREAKING | CNN-News18 accesses UNHRC ’ intervention application Citizenship Amendment Act . CAA unequally puts Muslim migrants risk : UNHRC . UNHRC questions objectivity CAA . @ utkarsh_aanand details # CitizenshipShowdown https : //t.co/AZCC6wwSm3,India,India,78.6677428,22.3511148
199,Tue Mar 03 21:21:05 +0000 2020, The Children Goebbels : The utterly baseless opposition CAA glaring example lie becoming truth trumpeted repeatedly ( writes @ satyanveshan ) https : //t.co/1UraelyMNR,India,India,78.6677428,22.3511148
200,Tue Mar 03 21:21:17 +0000 2020, Same happened Shaheen Bagh . Some one issued Fatwa use women kids shield block Delhi-Noida road two months . Truth come Police crack interrogate women . 99 % tell truth handlers 😎,delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
201,Tue Mar 03 21:21:19 +0000 2020, Who gave ID cards ? Is # indian citizen ? # CAA # CAA2020 # NRC_CAA # NRCBill # NPR many like hin i… https : //t.co/JRcx944Gcy,United States,United States,-100.4458825,39.7837304
202,Tue Mar 03 21:21:20 +0000 2020, RT @ Rajuman74740398 : @ OpIndia_in She CM & amp ; understand limitation . CAA expose soon .,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
