,Created At,Text,Location,Address,Longitude,Latitude
25,Wed Mar 04 17:25:10 +0000 2020, Great postmortem recent Boulder ( impacted LetsEncrypt ) CAA Rechecking bug https : //t.co/gdtpMwloF2,San Francisco Bay Area,"San Francisco Bay Area, San Francisco, San Francisco City and County, California, 94130, United States of America",-122.3558473,37.7884969
26,Wed Mar 04 17:25:12 +0000 2020, RT @ ShefVaidya : Can someone please lock hate-filled bigot Harsh Mander prison throw away keys please ?,India,India,78.6677428,22.3511148
27,Wed Mar 04 17:25:13 +0000 2020, I hope Europe sees reason India 's proposed NRC .,"Chennai,  India","Chennai, Chennai district, Tamil Nadu, India",80.2838331,13.0801721
30,Wed Mar 04 17:25:17 +0000 2020, RT @ desimojito : Declare Corona Virus illegal immigrant implement NRC tomorrow,"Tamil Nadu, India","Tamil Nadu, India",78.3665347,10.9094334
32,Wed Mar 04 17:25:18 +0000 2020," `` Sardar Patel , Kolkata 1948 , asks Indian Ms – “ Majority Ms voted Pakistan . And 3-4 Crore still India . You say doubt patriotism . Ask . Why ? ” FAQ CAA https : //t.co/AG66Kk5dJs https : //t.co/nleFUvEnn5",MUMBAI,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
33,Wed Mar 04 17:25:18 +0000 2020," Looking quick effective relief age old Back Pain , Leg Pain , etc . Welcome Anti-CAA protest UP , world famous treatment Vaidya Shri Yogi Adityanath 🤣🤣😂😂 WATCH IT TO BELIEVE IT Cc @ AB_BJP @ BjymHO @ mahesh10816 @ Aabhas24 @ prettypadmaja https : //t.co/ek6B2UFeHi",Bharat,India,78.6677428,22.3511148
35,Wed Mar 04 17:25:23 +0000 2020, RT @ delhichatter : After many fcuks 😂 https : //t.co/v5fIY6Rgal,"Punjab, India","Punjab, India",75.5004841,30.9293211
36,Wed Mar 04 17:25:25 +0000 2020, @ Robinbouw8 @ Minimuisje67 @ ehjongsma @ ddaa49 @ OprechtsNu @ Jodelieho @ Alleen_24_juli @ slaghoedje @ Hvbt36Henny… https : //t.co/5N3xwZif6w,"Enschede, Nederland","Enschede, Overijssel, Nederland",6.8940537,52.2209855
37,Wed Mar 04 17:25:27 +0000 2020, RT @ KhanShaan48 : Fight Continue Against CAA NRC NPR # WomenofShaheenBagh # IndiaAgainstCAA_NRC_NPR https : //t.co/nsSD7fLdOZ,"Doha, Qatar","الدوحة, 15054, قطر Qatar",51.5264162,25.2856329
38,Wed Mar 04 17:25:28 +0000 2020," Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali said , '' We 're Muslims first , Indians later - If law clashes Islam , wo n't follow , Constitution , Parliament . We loyal country . '' # Jihad https : //t.co/3T9EirFAri",GORAKHPUR,"Gorakhpur, Uttar Pradesh, India",83.36458284327038,26.67132865
40,Wed Mar 04 17:25:33 +0000 2020," The DCP , affidavit , says speech delivered Mander December last year anti-CAA protest held Jamia University `` contemptuous '' nature made `` derogatory remarks '' # SupremeCourt . # HarshMander @ DelhiPolice # CJIBobde","Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
43,Wed Mar 04 17:25:39 +0000 2020, This unprecedented step & amp ; arguably extreme one @ UN body take . But India respected upholder human rights past UN agency would needed consider thing : https : //t.co/b5KLsP3eb7,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
49,Wed Mar 04 17:25:51 +0000 2020, The whole exercise revolt engineered Sharia Naxals . They failed caused immense loss terms lives properties . Inaction embolden .,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
53,Wed Mar 04 17:25:54 +0000 2020, # DAY_57 NON-STOP 24/7 RESISTANCES AGAINST CAA-NRC-NPR REVOLUTIONARY POETRY BY DAUGHTERS OF SHAHEEN BAGH AURANGABAD # ShaheenBaghAurangabad # Aurangabad @ nazmaaman @ QutqutG @ India_Resists @ IndiasMuslims @ yehlog @ Ssaniya25 @ imMAK02 @ Iqra_K_ @ hazratbilli https : //t.co/LKHB4flhBe,"New Delhi,India","New Delhi, Delhi, India",77.2022662,28.6141793
56,Wed Mar 04 17:26:00 +0000 2020, # SpareHinduFestivals At First # StopKilingInTheNameOfAllah,"Raipur, Chhattisgarh, India","Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 493332, India",81.6336833,21.2379469
57,Wed Mar 04 17:26:02 +0000 2020," India 's turn towards Hindu nationalism actions Kashmir , Assam , CAA cause nation receive largest score decline terms freedom among world ’ 25 largest democracies . Kashmir freedom status dropped Not Free . https : //t.co/3NZbBrmo9q","नई दिल्ली, भारत","New Delhi, Delhi, India",77.2022662,28.6141793
59,Wed Mar 04 17:26:03 +0000 2020," Mobile internet messaging services withdrawn six districts Khasi Jaintia Hills region following clashes tribal non-tribal groups , claimed three lives . https : //t.co/LAxff4I0uS","Aurangabad, India","Aurangabad, Maharashtra, 431002, India",75.3390241,19.877263
61,Wed Mar 04 17:26:07 +0000 2020," Cornered court , Mandar ’ lawyer Nundy sought time verify video met prompt retort SG Mehta said strange Mander one hand wants time verify speech hand demanding immediate FIRs others .","Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
62,Wed Mar 04 17:26:15 +0000 2020, The truth stranger fiction . U may nt like bt tht mean truth wl change . Any intellectual lead… https : //t.co/zgnh5JT7ds,"Guwahati, India","Guwahati, Kamrup Metropolitan, Assam, 781015, India",91.753943,26.1805978
65,Wed Mar 04 17:26:26 +0000 2020, Having failed get traction India ’ abolition Article 370 India ’ enemies malign India based falsehoods regarding CAA . The focus gullible Europe . The EU resolutions Economist cover story : Intolerant India part concerted design .,"Mumbai, India ","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
66,Wed Mar 04 17:26:26 +0000 2020, # CAA_NRC_Protests 1/2 # DelhiRiots This disgusting face Hindutva . They arrest burned Muslims houses & amp ; Masjids . The police threatened peaceful protesters protesting CAA . This woman first threatened police . # WomenofShaheenBagh https : //t.co/3hbrHKo9cr,"Doha, Qatar","الدوحة, 15054, قطر Qatar",51.5264162,25.2856329
67,Wed Mar 04 17:26:27 +0000 2020," When 18,999 nationals neibhouring countries given citizenship 5 years , without reference religion , necessity # CAA @ AmitShah ? To create unrest ?",India,India,78.6677428,22.3511148
68,Wed Mar 04 17:26:34 +0000 2020," 🤔Will heard , , hearings challenges constitutionality Demonetization ( event ~ 1210 days ago ) ?",Perambur,"Perambur, Zone 6 Thiru. Vi. Ka. Nagar, Chennai, Chennai district, Tamil Nadu, 600011, India",80.245022,13.1121242
69,Wed Mar 04 17:26:35 +0000 2020," Harsh Mander , formerly NAC run Sonia Gandhi , instigating rebellion elected Parliament India SC . He telling people revolt two pillars democracy . SC , right said today , must FIRST sort . https : //t.co/Wx75sMxPx2",India,India,78.6677428,22.3511148
70,Wed Mar 04 17:26:36 +0000 2020," The ugly reality CAA protests - Mushtaq , Momin & amp ; Pappu entered homes Rehana & amp ; Meena , beat & amp ; forced participate anti-CAA protests . I understand awkward situation left liberals - Confused whether support 'Secularism ' 'Feminism ' ? 🤔 https : //t.co/Sn9pbySx0H",Lucknow,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",80.9346001,26.8381
71,Wed Mar 04 17:26:38 +0000 2020, CAA affects minority groups like LGBTQI* people & amp ; Dalits . Those suffer historically disa… https : //t.co/03Z5ZyDiwm,"Glasgow, Scotland","Glasgow, Glasgow City, Scotland, G2 9SA, United Kingdom",-4.2488787,55.8609825
78,Wed Mar 04 17:26:52 +0000 2020, @ AnnePolkamp @ jokeleenders @ JRienke @ nrc @ LaScNo Yes must ! Awesome thank,Amsterdam,"Amsterdam, Noord-Holland, Nederland",4.8936041,52.3727598
79,Wed Mar 04 17:26:54 +0000 2020," A clarification : read CAA alone ( implemented via NRC ) , yes , even Hindus , Sikhs , Buddhists , etc . left stateless unless 're able establish Afghani , Bangladeshi Pakistani roots . So sure , NRC secular discriminates the.. 1/n",Mumbai/Hyderabad,"RC Puram BHEL - Beeramguda Rd Mumbai Highway, Beeramguda Junction, Ward 112 Ramachandrapuram, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Ramachandrapuram mandal, Sangareddy, Telangana, 502032, India",78.3044857,17.5066303
80,Wed Mar 04 17:26:55 +0000 2020, Good treatment .,"Thanjavur, Tamilnadu.","Thanjavur, Thanjavur district, Tamil Nadu, 613001, India",79.1381497,10.7860267
82,Wed Mar 04 17:26:57 +0000 2020, @ RanaAyyub @ mirakamdar Anti national journalists like u didnt mention reason 2002 ( burning Hindus Godhra… https : //t.co/rUcp9YJgh5,"Bengaluru South, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
83,Wed Mar 04 17:26:59 +0000 2020," Hate Speech Harsh Mander-says Supreme Court uphold secularism cases NRC , Ayodhya , Kashmir . These issues decided Supreme Court Parliament . We come roads & amp ; decide issues roads . Citizens request SC reject petition today @ CPDelhi","Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235
85,Wed Mar 04 17:27:04 +0000 2020," Faisla ( Judgment ) happen Supreme Court Parliament , happen streets . This Harsh Mandar . Occupy streets - cool speech , @ KapilMishra_IND hate speech asking streets cleared . Bombs grenades-self defence . RIght streets-terror",india,India,78.6677428,22.3511148
86,Wed Mar 04 17:27:12 +0000 2020, India defends CAA UN rights chief approaches Supreme Court @ AJENews https : //t.co/0DHISWPtCI,New York and Toronto. ,"Toronto Reservoir, Black Lake, Town of Bethel, Sullivan County, New York, United States of America",-74.85848290763056,41.6302032
90,Wed Mar 04 17:27:18 +0000 2020," When Delhi burning , Nitish Kumar indulging minority apppeasement politics back home Patna . The anti NRC resolution indicates latest belligerence . Nitish must stop taking @ BJP4India granted . I argue @ ThePrintIndia https : //t.co/rWQ9fni084","Carson City, NV","Carson City, Nevada, United States of America",-119.7666496,39.1649125
93,Wed Mar 04 17:27:22 +0000 2020, @ StrikeDisplayUK The CAA get bit sad land car park .,Kent,"Kent, South East, England, United Kingdom",0.7105077,51.2474823
94,Wed Mar 04 17:27:27 +0000 2020, @ Gujaratriotscom @ PrakashJavdekar What Shame ! Lutyens anti-national given red carpet ? @ AmitShah @ JPNadda Th… https : //t.co/a4ZWymi5y4,India,India,78.6677428,22.3511148
98,Wed Mar 04 17:27:29 +0000 2020, @ Shudraism The major question going called illegal immigrants ? India assu… https : //t.co/IdmH0JcG2n,"İstanbul, Türkiye","İstanbul, Marmara Bölgesi, Türkiye",29.052495,41.0766019
101,Wed Mar 04 17:27:39 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/UYpBVzinIO,भारत,India,78.6677428,22.3511148
102,Wed Mar 04 17:27:41 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",India,India,78.6677428,22.3511148
103,Wed Mar 04 17:27:45 +0000 2020," In Bangladesh , pro-bjp Hasina govt said CAA violence domestic issues . She invited Modi participate celebrations connected birth centenary Bangladesh ’ founder , Sheikh Mujibur Rahman March 17 . Shame Bangladesh 1/2","Maharashtra, India","Maharashtra, India",76.0554568,19.531932
104,Wed Mar 04 17:27:45 +0000 2020, @ Alleen_24_juli @ Robinbouw8 @ slaghoedje @ OprechtsNu @ Hvbt36Henny @ Jodelieho @ theHeeenry @ FeyeNody @ Minimuisje67… https : //t.co/HFkKcWWm1O,"Tytsjerksteradiel, Nederlân","Tytsjerksteradiel, Fryslân, Nederland",5.973447146507526,53.20512135
106,Wed Mar 04 17:27:50 +0000 2020," Majority traders Muslims , stopped buying knitted garments producers , mostly Hindus , claim manufacturers . https : //t.co/rIBCkuJxFr",Patna,"Patna, Patna Rural, Patna, Bihar, 800001, India",85.1235252,25.6093239
107,Created At,Text,Location,"Location, Tucker County, West Virginia, United States of America",-79.6371124,39.2138905
110,Wed Mar 04 17:46:57 +0000 2020, RT @ vickynanjappa : CAA protests : The Ghazwa-e-Hind motive masked ‘ protection Indian Muslim ’ stories https : //t.co/q2wQlb8qTX,India,India,78.6677428,22.3511148
111,Wed Mar 04 17:46:58 +0000 2020, @ EconomicTimes Y @ ukhomeoffice UK Brexit wishes Scotland n Northern Ireland ? Is indian par… https : //t.co/AXBfWGIywH,"Gurgaon,india","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235
113,Wed Mar 04 17:47:01 +0000 2020, RT @ mainbhiengineer : How coronavirus enter India CAA already implemented ?,"Bihar , India ","Bihar, India",85.906508,25.6440845
114,Wed Mar 04 17:47:02 +0000 2020, Almost enticing civil war Amit Shah/BJP 's CAA triggered violence . 'With love ( Islamophilia ) West ' saw next cha… https : //t.co/py6i26cFI3,United Kingdom,United Kingdom,-3.2765753,54.7023545
115,Wed Mar 04 17:46:57 +0000 2020, RSS pro CAA Sanghi goons attacking Muslim homes anti CAA protestors NE Delhi . Various videos show Delhi Police General Dyer Amit Shah helping mobs ! Appealing Courts take Suo Motu cognizance grave situation injustice,jambughoda,"Jambughoda, Jambughoda Taluka, Panch Mahal District, Gujarat, 389390, India",73.7298572,22.3686545
120,Wed Mar 04 17:47:09 +0000 2020, Urgent : anyone concerned India & amp ; Kashmir tag @ RepEliotEngel . @ HouseForeign marking legislation TODAY ’ refusing consider HR 745 condemns atrocities Kashmir & amp ; potential amendment would denounced CAA & amp ; NRC . Spread word .,"Beijing, People's Republic of ","中华人民共和国中央政府（中南海）, 大宴乐胡同, 西城区, 北京市, 100032, China 中国",116.37942684327462,39.91359215
123,Wed Mar 04 17:47:14 +0000 2020, RT @ hmlakdawala : And country wants NRC people provide documents prove citizenship . https : //t.co/uaiW…,"Delhi, India","Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
125,Wed Mar 04 17:47:15 +0000 2020, RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,"Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
129,Wed Mar 04 17:47:21 +0000 2020," `` 'Aadhar card helped convert black money white '' Clearly misguided anti CAA women idea talking , people like # HarshMander behind brainwashing minds using political tools # WomenofShaheenBagh # CongressUnitesIndia # SayNoToCAA https : //t.co/88leE2zKFs",U P,"Unterer Pfad, Ittenheim, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67117, France",7.5948011,48.6128117
131,Wed Mar 04 17:47:23 +0000 2020, # DAY_57 NON-STOP 24/7 RESISTANCES AGAINST CAA-NRC-NPR REVOLUTIONARY POETRY BY DAUGHTERS OF SHAHEEN BAGH AURANGABAD # ShaheenBaghAurangabad # Aurangabad @ nazmaaman @ QutqutG @ India_Resists @ IndiasMuslims @ yehlog @ Ssaniya25 @ imMAK02 @ Iqra_K_ @ hazratbilli https : //t.co/LKHB4flhBe,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
132,Wed Mar 04 17:47:30 +0000 2020, @ ANI Why CAA required ? ? Why maligning india world wide ?,Karnataka,"Karnataka, India",75.7223521,14.5203896
134,Wed Mar 04 17:47:31 +0000 2020," UNHRC reached SC CAA . Now see irony- CAA fast-track provide citizenship refugees came due religious persecution . So @ UNHumanRights instead asking Pak , Afg n Ban stop religious persecution. , r asking India give citizenship😂","London, England","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219
140,Wed Mar 04 17:47:38 +0000 2020, Thank speaking ! 🙏❤️,"Montréal, Québec","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",-73.6103642,45.4972159
144,Wed Mar 04 17:47:44 +0000 2020," @ Asadhyderabad @ sagarikaghose NRC bill details available nahi hai ! ! As per I read us produce documents ( Hindus ) fail produce might land trouble . NRC bad idea . Even poorest poor doc . Pak , Bangladesh , & amp ; Afggan NRC",India,India,78.6677428,22.3511148
145,Wed Mar 04 17:47:45 +0000 2020, United Nations Buisness approach Indian Supreme Court challenge Law made Indian Parliment . This shows motivated foreign Lobby CAA . Govt register strong objection & amp ; hopefully SC dismiss heavy costs,India,India,78.6677428,22.3511148
146,Wed Mar 04 17:47:49 +0000 2020, @ LadyAliceWhite @ ddaa49 @ OprechtsNu @ Jodelieho @ Alleen_24_juli @ Robinbouw8 @ slaghoedje @ Hvbt36Henny @ theHeeenry… https : //t.co/5cQojzyxqV,"Languedoc, France","Languedoc, Avenue du Languedoc, Espace Polygone, Perpignan, Pyrénées-Orientales, Occitanie, France métropolitaine, 66380, France",2.8919337,42.7408088
149,Wed Mar 04 17:47:54 +0000 2020, Has @ unhcr contested Muslim become President Pakistan ? It ’ shame Indism media criticizing religious discrimination UN & amp ; interference India ’ internal affairs ! Support @ MEAIndia https : //t.co/4P4Ys5pRkX,Bangalore,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
150,Wed Mar 04 17:47:56 +0000 2020, @ sardesairajdeep Sir please let . No need monkey balancing . Everyone understood happened anti-C… https : //t.co/t4UFM39Nrd,Bharat,India,78.6677428,22.3511148
151,Wed Mar 04 17:48:00 +0000 2020, French Connection BJP ? French Connection RSS ? That ’ weird tweet .,"Chandigarh, India","Chandigarh, 160020, India",76.7646552,30.7194022
152,Wed Mar 04 17:48:01 +0000 2020, @ actormanojjoshi CAA PROTESTER ...,Ambah Morena ,"Ambah, Ambah Tahsil, Morena, Madhya Pradesh, 476111, India",78.2301661,26.7058606
153,Wed Mar 04 17:48:02 +0000 2020," In rural # Assam , many understd # NRC red tape/ Kafkesque implementation . But even remotest villages , ppl know govt ca n't keep jailed 3 yrs . That 's @ harsh_mander 's PIL . He 's saved 100s lives Assam .",Bangalore,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
154,Wed Mar 04 17:48:09 +0000 2020," CAA already enacted Jan 10 , 2020 . NPR starting Next Month . NRC take time enacted within year two . Rest assured , Illegal infiltrators sent back respective countries","Bellary, India","Ballari, Bellary taluk, Bellary district, Karnataka, 5831XX, India",76.9125211,15.1467299
155,Wed Mar 04 17:48:09 +0000 2020, Due CAA : persecuted Hindu Pakistan wait 5 yrs instead 12 yrs apply citizenship . Mamata opposing every speech . But wants Muslim Bangladesh able walk get spot citizenship . Let sink .,Australia,Australia,134.755,-24.7761086
157,Wed Mar 04 17:48:13 +0000 2020," @ RahulGandhi Sir , humble request Bengali speaking people Assam , please try send someone Rajya S… https : //t.co/dmZDHRKpVv","Assam, India","Assam, India",93.2551303,26.4073841
158,Wed Mar 04 17:48:13 +0000 2020, Hats old woman said UP police husband forcing sit anti-CAA protests . It takes guts speak men qualms beating harassing women .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
162,Wed Mar 04 17:48:22 +0000 2020," As Bihar becomes first NDA state pass resolution NRC-NPR , interview @ PavanK_Varma important understand politics behind . Pavan Varma ask Nitish Kumar opposed NRC-NPR support CAA ? @ thewire_in https : //t.co/EDkpfeJ12v",Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
163,Wed Mar 04 17:48:27 +0000 2020," # IndiaSupportsCAA @ PMOIndia @ HMOIndia @ rashtrapatibhvn @ SalmanNizami_ There nothing wrong # CAA . yes , pro… https : //t.co/F7SgwvX1B0","Aurangabad, Bihar, India","Aurangabad, Bihar, India",84.5,24.75
164,Wed Mar 04 17:48:28 +0000 2020, We must laughing stock whole world Italian woman become politically strong country birth.The CAA definitely apply ! ! ! ! !,"Rajguru Nagar, Ludhiana","Rajguru Nagar, Sunet, Ludhiana (West) Tahsil, Ludhiana, Punjab, India",75.78758769880031,30.88057805
166,Wed Mar 04 17:48:29 +0000 2020, # CAA_NRC_Protests 1/2 # DelhiRiots This disgusting face Hindutva . They arrest burned Muslims houses & amp ; Masjids . The police threatened peaceful protesters protesting CAA . This woman first threatened police . # WomenofShaheenBagh https : //t.co/3hbrHKo9cr,"Islamabad, Pakistan","اسلام آباد, Abbottābād District, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان",73.0651511,33.6938118
169,Wed Mar 04 17:48:35 +0000 2020, RT @ pokershash : ‘ Sherniya ’ explaining PIGs forced go anti- CAA protests 😂😂😂 https : //t.co/85qR2bxaMa,"Kolkata, India","Kolkata, West Bengal, India",88.3567751581234,22.54541245
170,Wed Mar 04 17:48:38 +0000 2020, Trouble For Harsh Mander ? A Video Of An Inflammatory Speech Delivered By Him In Jamia During Anti-CAA Protest Shown To SC Judges . Mander seen heard addressing frenzied bob saying “ future country decided streets ” https : //t.co/meEEkbctJx,India,India,78.6677428,22.3511148
171,Wed Mar 04 17:48:39 +0000 2020," A clarification : read CAA alone ( implemented via NRC ) , yes , even Hindus , Sikhs , Buddhists , etc . left stateless unless 're able establish Afghani , Bangladeshi Pakistani roots . So sure , NRC secular discriminates the.. 1/n","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
174,Wed Mar 04 17:48:42 +0000 2020, @ SalmanNizami_ # IndiaSupportsCAA @ PMOIndia @ HMOIndia @ rashtrapatibhvn @ SalmanNizami_ There nothing wrong in… https : //t.co/sEBpSpIyHi,"Aurangabad, Bihar, India","Aurangabad, Bihar, India",84.5,24.75
176,Wed Mar 04 17:48:45 +0000 2020," # MyReport | Like Delhi ’ # ShaheenBagh , anti- # CAA protest Pune 's Mominpura led women since 28 January . CJ Aditya More reports @ TheQuint . https : //t.co/awsz8MrpT9",India,India,78.6677428,22.3511148
177,Wed Mar 04 17:48:47 +0000 2020," CAA n't provide succor religious minorities Pakistan & amp ; Bangladesh , also aimed draw world 's attention persecution . But powers & amp ; connections fibbies , ended used example persecution minorities Modi .",Bangalore,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
178,Wed Mar 04 17:48:51 +0000 2020," Now , Muslim women reveal husbands & amp ; neighbours forcing go anti CAA protests In fact , Muslim women beaten join anti CAA protests . Waris Pathan , said 'Sherniya ' ( lionesses ) , forgot many lionesses caged .","Vashi, Navi Mumbai","Vashi, Navi Mumbai, Thane, Maharashtra, 400703, India",73.0003541,19.075713
179,Wed Mar 04 17:48:56 +0000 2020, RT @ Nasir_Speaks : @ ikaveri CAA NPR NRC RSS BJP Again Repeat,Here and There,"East Here To There Drive, Carefree, Maricopa County, Arizona, 85277, United States of America",-111.8757523,33.8184981
181,Wed Mar 04 17:49:01 +0000 2020, UNHRCs act filing petition SC CAA shocking extreme . Apart exhibiting gross double standards- never condemned let alone initiated action theocracy- ’ action nothing stark interference India ’ internal affairs,India,India,78.6677428,22.3511148
182,Wed Mar 04 17:49:04 +0000 2020, RT @ dremeda : Let ’ Encrypt Revokes 3 Million Certificates Due CAA Bug https : //t.co/0Qz0qiPW0Z https : //t.co/3w04sMmxGf,"New York, USA","New York, United States of America",-74.0060152,40.7127281
183,Wed Mar 04 17:49:05 +0000 2020," RT @ reemhoor : SAY NO TO CAA , NRC , NPR . FUCK BJP FUCK RSS","Erattupetta, India","Erattupetta, Meenachil, Kottayam, Kerala, 688001, India",76.7799469,9.6881173
