,Created At,Text,Location,Address,Longitude,Latitude
293,Wed Mar 04 17:54:34 +0000 2020," # Breaking | Shocker Aligarh , U.P . Woman 'forced ' husband join anti-CAA protest . She lodged complaint husband . Details TIMES NOW 's Amir Haque . https : //t.co/9BzK2r3tqI",INDIA,India,78.6677428,22.3511148
294,Wed Mar 04 17:54:41 +0000 2020, @ anjanaomkashyap That 's irony India . Utter shamelessness. ! ! ! Anjanaji u guys tolerate journalis… https : //t.co/lWqUe3TIBy,"Sydney, New South Wales","Council of the City of Sydney, New South Wales, Australia",151.2048978618509,-33.8888621
295,Wed Mar 04 17:54:41 +0000 2020," Really , # UNHRC ? No court intervention agnst # China ( repression/torture Tibet & amp ; Xinjiang ) , # Iran ( torture/killings pol prisoners ) # Pakistan ( torture , genocide Balochistan ) U hv shame opposing # CAA humanitarian aid persecutd minorities ? Even hypocrisy limits","Bangalore, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
297,Wed Mar 04 17:55:00 +0000 2020," India came fire House Commons Labour , SNP , Liberal Democrats Conservative MPs , including Indian-origin MPs , criticise Indian government recent violence Delhi CAA , urging UK government take stronger action @ majorgauravarya https : //t.co/VpQ8f4cdLX",invisible 👎,"INVISIBLE, Lake in the Hills, McHenry County, Illinois, 60014, United States of America",-88.3254056,42.2008363
301,Wed Mar 04 17:55:07 +0000 2020," Oh really ? How many times UNHRC moved Intl . Court Justice Supreme Court Pakistan violations human rights Hindus & amp ; Sikhs including kidnapping , rape , forced marriage , conversion & amp ; genocide ? Has left-jehadi ecosystem permeated # UNHRC well ?","Bangalore, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
304,Wed Mar 04 17:55:11 +0000 2020, UNHRC filed petition SC CAA 🔸It 's big failure Modi Govt 's diplomacy 🔸UN directly interfering law passed parliament . Never happened ? 🔸Indicates world lost trust Modi 's ability abide rule law & amp ; human rights,India,India,78.6677428,22.3511148
305,Wed Mar 04 17:55:21 +0000 2020," If instigating Muslims ? @ harsh_mander ? I saying Day 1 , illiberals- ’ CAA , ’ collective anger Kashmir 370 Ram Mandir Ayodhya— jabse Mandir ka verdict aaya hai , tabse inki jaan nikali hui hai .","Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
306,Wed Mar 04 17:55:22 +0000 2020," Cornered court , Mandar ’ lawyer Nundy sought time verify video met prompt retort SG Mehta said strange Mander one hand wants time verify speech hand demanding immediate FIRs others . https : //t.co/9JHDgKHuyS",Cosmos,"Cosmos, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",-43.6144915,-22.9078051
307,Wed Mar 04 17:55:25 +0000 2020," RT @ matt_bowes : SAY NO TO CAA , NRC , NPR . FUCK BJP FUCK RSS",Bangalore,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
308,Wed Mar 04 17:55:25 +0000 2020," That # Constitution established law ( Citizenship Act 1955 ) # India says . CM Mamata Banerjee taken oath uphold Constitution India . If indeed said , totally unacceptable shocking call 'UN referendum ' # CAA . https : //t.co/mwvJFUxbmR","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
309,Wed Mar 04 17:55:28 +0000 2020, Harsh Mander filed mercy pleas Yakub Memon Ajmal Kasab . Harsh Mander seen inciting mobs state India . Old habits die hard ...,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
310,Wed Mar 04 17:55:28 +0000 2020, Dutch minister foreign affairs calls no-fly zone # Idlib . Major shift # Syria-policy # Netherlands,"Houston, TX","Houston, Harris County, Texas, 77002-5902, United States of America",-95.3676974,29.7589382
312,Wed Mar 04 17:55:32 +0000 2020, This shameful news describe language n't know want say 's not… https : //t.co/YGdbFQoQuF,"Robertsganj, India","Robertsganj, Sonbhadra, Uttar Pradesh, India",83.16261862861202,24.5977192
313,Wed Mar 04 17:55:36 +0000 2020, Important announcements made # Quetta airport ’ upgradation plan Major progress made Civil Aviation Authority # CAA Quetta airport upgradation project # Balochistan CM Jam Kamal & amp ; Federal Aviation Minister Ghulam Sarwar Khan inaugurated development plans https : //t.co/7fyuEmgS1b,"پشاور, پاکستان","پېښور, Peshāwar District, خیبر پښتونخوا, 25210, پاکستان",71.5787458,34.0123846
316,Wed Mar 04 17:55:45 +0000 2020, # UNHRC application # SupremeCourt minces words criticising # CAA . The plea says # CAA puts Muslim migrants risk & amp ; law issues reasonableness & amp ; objectivity . It also says # CAA may sync India 's commitment international covenants . https : //t.co/Y9FfiVE77w,"Bangalore, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
324,Wed Mar 04 17:56:11 +0000 2020," 'Internal Issues ' per BJP 🔸Delhi Pogrom 🔸CAA & amp ; NRC 🔸Lynchings When Sanghis involved hate speech & amp ; violence , 'Internal Issue' India signatory UN 's Universal Declaration Human Rights When institutions & amp ; judiciary fail , world intervene !",Multiverse,"Crawick Multiverse, B740, Ulzieside, Sanquhar, Dumfries and Galloway, Scotland, DG4 6EX, United Kingdom",-3.932652590941667,55.382525099999995
326,Wed Mar 04 17:56:24 +0000 2020," The Delhi darkness : Our rulers want India thrives cruelty , fear , division violence | The Indian Express https : //t.co/fePdjRsxJk","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
328,Wed Mar 04 17:56:33 +0000 2020," @ ministerBlok @ nrc Nobody really cares ! As long victims stay , cares ? War c… https : //t.co/xtL3FPswOu","Texas, USA","Texas, United States of America",-99.5120986,31.8160381
329,Wed Mar 04 17:56:36 +0000 2020," Legal cell Telangana organising A Talk CAA , NPR , NRC facts , Sambith Patra National Spokesperson 5 th March Hotel Katriya Somajiguda Hyderabad 5 pm . Kindly attend . @ blsanthosh @ kishanreddybjp @ kishanreddybjp @ sambitswaraj @ BJP4Telangana @ BJP4India https : //t.co/Nelwad9cJ9","Manchester, England","Manchester, Greater Manchester, North West England, England, United Kingdom",-2.2451148,53.4794892
336,Wed Mar 04 17:57:00 +0000 2020," Moments make worth journalist : Aish Mohammad , man served CRPF 22 yrs house burnt rioters ... today given cheque Rs 11 lakhs CRPF help rebuild house @ ndtv contacted CRPF story n decided help https : //t.co/u9tc5xankZ","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
337,Wed Mar 04 17:57:07 +0000 2020, The UK government reiterated concern potential impact Citizenship Amendment Act ( CAA ) said continuing follow events India closely https : //t.co/kH8A8alqga,Kolkata,"Kolkata, West Bengal, India",88.3567751581234,22.54541245
339,Wed Mar 04 17:57:10 +0000 2020," @ madeforbrettLEE @ abumushir2013 SAY NO TO CAA , NRC , NPR . FCUK BJP FCUK RSS .","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
340,Wed Mar 04 17:57:16 +0000 2020," Faisla ( Judgment ) happen Supreme Court Parliament , happen streets . This Harsh Mandar . Occupy streets - cool speech , @ KapilMishra_IND hate speech asking streets cleared . Bombs grenades-self defence . RIght streets-terror https : //t.co/XFKYtHo66g",Bangalore,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
341,Wed Mar 04 17:57:19 +0000 2020, Rep. Jayapal introduced H.Res.745 last December hold Indian Govt accountable actions yet been… https : //t.co/gYtxoBOT9f,"Texas, USA","Texas, United States of America",-99.5120986,31.8160381
342,Wed Mar 04 17:57:24 +0000 2020, @ DCPSEastDelhi hope helps finding mate .,"Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235
343,Wed Mar 04 17:57:29 +0000 2020," @ PratikChaubey @ Ambedkarcarvan @ theskindoctor13 There one guy calls Andh Bhakt , Brain washed etc etc . But… https : //t.co/xuYuxacF3d","Cuttack, India","Cuttack, Cuttack (M.Corp.) P.S, Cuttack, Odisha, 753001, India",85.8792,20.4686
344,Wed Mar 04 17:57:29 +0000 2020, The Indian Govt ’ complicity allowing ongoing violence nothing short pogrom . US congress needs t… https : //t.co/ErdN0P3zPL,"Texas, USA","Texas, United States of America",-99.5120986,31.8160381
345,Wed Mar 04 17:57:34 +0000 2020," @ MahuaMoitra @ rizwanrb @ IndianExpress Celebrating holi important government solving issues regarding CAA , NRC",India,India,78.6677428,22.3511148
346,Wed Mar 04 17:57:39 +0000 2020," @ Imamofpeace And Erdogan interested Kashmir , CAA , Delhi Riots , NRC , 😁😂🤣 This erdogan 🐽🐷 behaving like neighbo… https : //t.co/ynPNMKt5Sf","Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",-157.8556764,21.304547
347,Wed Mar 04 17:57:44 +0000 2020, Something wrong muslims If Indian ( Bangladeshi muslims indian ) . CAA implemented def… https : //t.co/tW1Ceo1uug,India,India,78.6677428,22.3511148
348,Wed Mar 04 17:57:44 +0000 2020," @ BernieSanders Indians protesting CAA , NPR/ NRC naturally support . Please cultivate .",India,India,78.6677428,22.3511148
349,Wed Mar 04 17:57:52 +0000 2020, @ SirohiGulshan @ aatiiiiif @ RubikaLiyaquat @ ReallySwara Spot bro.. people CAA leave country AS… https : //t.co/19kCBzf1qb,"Bangalore, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
351,Wed Mar 04 17:57:58 +0000 2020," @ NAN_DINI_ With way hindu males responded CAA , hindu women look solution.. Hope hindu women rise Durga 's kick men backs protect HINDUISM","Nashik, India","Nashik, Maharashtra, 422001, India",73.7902364,20.0112475
352,Wed Mar 04 17:58:06 +0000 2020, Has Indian lost citizenship CAA # WomenofShaheenBagh ? Do know How many people suffering bec… https : //t.co/ZJrC3knyaB,Bharat ,India,78.6677428,22.3511148
353,Wed Mar 04 17:58:09 +0000 2020, This reality ANTI-CCA protest,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
354,Wed Mar 04 17:58:09 +0000 2020, @ UmarKhalidJNU See forcibly Muslim Men r forcing wives go & amp ; sit anti CAA protests & amp ; anti India… https : //t.co/SK3tYga2V2,"Jalna, India","Jalna, Maharashtra, India",75.8686246900443,19.9182328
357,Wed Mar 04 17:58:20 +0000 2020, Popular free certificate authority Let ’ Encrypt said revoke 3 million Transport Layer Security ( TLS ) certi… https : //t.co/QtPL5rUqYy,"Milwaukee, WI","Milwaukee, Milwaukee County, Wisconsin, United States of America",-87.922497,43.0349931
358,Wed Mar 04 17:58:21 +0000 2020, The UnitedNations Refugee Agency India right speak CAA dont anything Hindu refugees propectus ! https : //t.co/zv6vQUtV4v Check The Site thoroughly . Hindus n't exist # SupremeCourt,"Kolkata, India","Kolkata, West Bengal, India",88.3567751581234,22.54541245
360,Wed Mar 04 17:58:30 +0000 2020, talented friends Mumbai made documentary CAA ongoing protests country ; watch https : //t.co/21dnDj6Hic . pls RT,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
361,Wed Mar 04 17:58:38 +0000 2020," A historical episode 'society ' outsmarted individual : Hindus , Christians , Sikhs & amp ; Buddhists rejected special privileges conferred CAA stand Muslim sisters & amp ; brothers - Bengali retired IAS officer Jawhar Sircar https : //t.co/EXC659DxKj",Kolkata,"Kolkata, West Bengal, India",88.3567751581234,22.54541245
362,Wed Mar 04 17:58:39 +0000 2020," @ NooriMushab @ JebiMather @ IYC # WomenofShaheenBagh This What know Aadhar card '' Aadhaar Card helped convert black money white '' ppl Clearly misguided anti CAA womens , idea talking ... May God Bless better senses https : //t.co/HEiMuV8ZKP","Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
364,Wed Mar 04 17:58:47 +0000 2020, https : //t.co/EguQDxAXiy WE THE PEOPLE OF INDIA DEMAND TO KNOW `` WHO DOES CJI BOBDE WORK FOR ? DOES HE WORK FOR THE JEWISH DEEP STATE WHICH CONTROLS UN OR DOES HE WORK FOR BHARATMATA ? `` .. @ PMOIndia @ narendramodi @ IBOfficials @ NIA_India @ dir_ed @ AmitShah @ HMOIndia https : //t.co/IFReDVHrNV,Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
365,Wed Mar 04 17:58:49 +0000 2020," Till , religious sites vandalized/attacked : 1 . Anti CAA protests : - Hindu temple Patna . - 3 Hindu temples Aligarh . 2 . Delhi Violence : - Mazar torched . - Mosque Ashok Nagar . - At-least , 2 Hindu Temples including one Shiv Temple Chandbagh .",India,India,78.6677428,22.3511148
366,Wed Mar 04 17:58:54 +0000 2020," According indiatv report , women particular community forced protest CAA family members . It 's worst form exploitation violation human rights . . @ AmitShah @ narendramodi","India, Jodhpur ( Rajasthan )","Rajasthan Hospital, NH112, Banar, Jodhpur Tehsil, Jodhpur District, Rajasthan, 342027, India",73.1037743,26.3179091
371,Wed Mar 04 17:59:29 +0000 2020," सुनिए वकील साहब की बात। NPR first step NRC , appose NPR . @ shadab_chouhan1 @ _YogendraYadav… https : //t.co/kyPaNrEs1L","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
373,Wed Mar 04 17:59:44 +0000 2020," U absolutely right sis , NDTV n Rubbish Kumar R sold media channels /patakar . Dalaal bolna galt nahi hoga 😂 😂 RT @ SimmiMishra18","Bela Pratapgarh, India","Pratapgarh, Uttar Pradesh, 230001, India",82.002859,25.921339
376,Wed Mar 04 17:59:57 +0000 2020, @ balbirpunj @ lakshmianand96 @ davidfrawleyved @ abhijitmajumder @ mariawirth1 @ sgurumurthy @ Si_lv_er @ ashokepandit The… https : //t.co/SXoFb2lUvC,Delhi NCR India,"DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR, Sector 56, Golf Course Road, Sector 56, Gurgaon, Gurugram, Haryana, 122011, India",77.10436033398548,28.42208445
379,Wed Mar 04 18:00:09 +0000 2020, @ iamShariqkhan @ sakshijoshii Do think street Muslims ? Or leader of… https : //t.co/AtWIeeDvPz,India,India,78.6677428,22.3511148
383,Wed Mar 04 18:00:14 +0000 2020," ITS RIGHT TIME TO WAR ON ANTI NATIONAL Intellectuals , POLITICIANS , MEDIA AGENCIES , JOURNALISTS AND ALL MEANS OF PEO… https : //t.co/ORWRF1xQik","Karnataka, India","Karnataka, India",75.7223521,14.5203896
385,Wed Mar 04 18:00:15 +0000 2020, RT @ skoushik351 : Exactly . MHA carry required citizenship tasks without # CAA etc .,"West Bengal, India","West Bengal, India",87.6855882,22.9964948
389,Wed Mar 04 18:00:26 +0000 2020," Each year review user fees charges , make sure keep times . E auraki ana koe ki te kō… https : //t.co/SRHW9751ek","Northland, New Zealand","Northland, New Zealand",173.7405337,-35.3712702
390,Wed Mar 04 18:00:28 +0000 2020," @ AskAnshul This Madhya Pradesh Police 's atrocities CAA supporters Bhopal chanting `` Bharat Mata Ki Jai '' holding Tricolour . Corruption , Unemployment , Farmers plight , Crimes Women ! ! @ OfficeOfKNath # MadhyaPradesh https : //t.co/gjmYQ2eUub","Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
391,Wed Mar 04 18:00:31 +0000 2020, @ sardesairajdeep Sir please let . No need monkey balancing . Everyone understood happened anti-CAA # DelhiRiot2020 You tried best spin around like Gujarat 2002 . Thanks social media . Your tribe exposed . Please let . If possible return awards .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
392,Wed Mar 04 18:00:34 +0000 2020," In UK House Commons , India faces fire CAA , Delhi riots India came fire House Commons Tuesday Labour , SNP , Liberal Democrats Conservative MPs , including Indian-origin MPs . https : //t.co/kof4ialpUc",India,India,78.6677428,22.3511148
395,Wed Mar 04 18:00:42 +0000 2020," Ayega Inquilab Pehenke bindi , chudiyan , burqa , hijab . My new work dedicated wonderful womxn forefront battle existence ! Youtube link : https : //t.co/NGzmJFC0gQ # शाहीनबाग_जीतेगा_मोदी_हारेगा # CAA_NRCProtests # CAA # ShaheenBaghProtest # ShaheenBaghs https : //t.co/t6KH24jLZR",india🇮🇳,India,78.6677428,22.3511148
398,Wed Mar 04 18:00:45 +0000 2020," When country approaching largest threat world , COVID-19 , news channels still… https : //t.co/xc47tKQRTJ",India,India,78.6677428,22.3511148
400,Wed Mar 04 18:00:51 +0000 2020, Sir case also advise Amit Shah ji call CAA Meeting Hyderabad preventing chances spreading # coronavirus https : //t.co/AjTnmGLXh8,"Hyderabad, Telangana","Hyderabad, Telangana, India",78.46106473453146,17.38878595
401,Wed Mar 04 18:00:57 +0000 2020, CAA already enacted 😁😁😁,Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
402,Wed Mar 04 18:01:08 +0000 2020," @ baba_EAT_han @ Ambedkarcarvan @ theskindoctor13 From last 3 months , cant see single person , hv given singl… https : //t.co/oX08m9RilK","Jamshedpur, India","Jamshedpur, Golmuri-Cum-Jugsalai, Purbi Singhbhum, Jharkhand, 831001, India",86.2029579,22.8015194
404,Wed Mar 04 18:01:19 +0000 2020, Meanwhile believe policies must persist battling existing platforms pogrom truth CAA riots fomented aftermath defeated politicians facing bleak future,India,India,78.6677428,22.3511148
405,Wed Mar 04 18:01:19 +0000 2020, International behaviour towards India shown true nature world opinion towards India Anti CAA agitation . A big lie pinned us . Now UN HRC wants intervene Supreme Court hearing ! ! !,Guwahati,"Guwahati, Kamrup Metropolitan, Assam, 781015, India",91.753943,26.1805978
408,Wed Mar 04 18:01:24 +0000 2020," `` ... hordes young men looking feel alive , get sense purpose , participating mayhem . Even apart communal angle , availability mass young men streets betokens society increasingly little sense future . ''","Sendai City, Miyagi","仙台市, 宮城県, 日本 (Japan)",140.8691498,38.2677554
409,Wed Mar 04 18:01:28 +0000 2020," Truly amazing Coach Joe Mihalich done @ HofstraMBB time . More importantly ground & amp ; right way . So happy coaches & amp ; players part growth & amp ; run success , year finish deal ! ! ! # Family","New York, USA","New York, United States of America",-74.0060152,40.7127281
412,Wed Mar 04 18:01:47 +0000 2020, @ IndianExpress Very Good News . Who Why allowed join . CAA . It Our Country ’ Personal M… https : //t.co/KzjzeREayG,Dubai. United Arab Emirates,"دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657
415,Wed Mar 04 18:02:00 +0000 2020, To call violent mayhem erupted Delhi uprising nature dignify . Uprisings spontaneous . This contrived anarchy based distorted communal narrative CAA timed undermine Trumps public tribute India PM Modi @ swapan55,India,India,78.6677428,22.3511148
417,Wed Mar 04 18:02:08 +0000 2020," Officially open ! Start applying # NRC # Research Associateship Programs # Postdoctoral & amp ; Senior level # research opportunities sponsoring federal laboratories & amp ; affiliated institutions . Stipends range $ 45,000- $ 83,000 plus great benefits ! https : //t.co/ZW6HKrb60H https : //t.co/OH6jGiZoT5","Washington, DC","Washington, District of Columbia, 20500, United States of America",-77.0365529,38.8948932
418,Wed Mar 04 18:02:19 +0000 2020, @ JhaSanjay congress MLA arrested.. AAP congress perpetrators everything spread phobia CAA… https : //t.co/8ss0FY6CSx,"महाराष्ट्र, भारत","Maharashtra, India",76.0554568,19.531932
419,Wed Mar 04 18:02:20 +0000 2020," @ theskindoctor13 @ TajinderBagga See beautiful lady Hizab , used celebrate Holi every year ... This year celebrate Holi , protest CAA . I heart broken 😢 # SpareHinduFestivals https : //t.co/B4BkUJgCiw","Delhi, India","Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
420,Wed Mar 04 18:02:22 +0000 2020," In Bangladesh , pro-bjp Hasina govt said CAA violence domestic issues . She invited Modi participate celebrations connected birth centenary Bangladesh ’ founder , Sheikh Mujibur Rahman March 17 . Shame Bangladesh 1/2",india,India,78.6677428,22.3511148
421,Wed Mar 04 18:02:23 +0000 2020, @ asadowaisi @ scroll_in I angry modi ! He intelligent ! Like demonitisation nrc Should get applied India !,"Faridabad, India","Faridabad, Haryana, 121001, India",77.3085626,28.402837
423,Wed Mar 04 18:02:26 +0000 2020, Now 's u call Uniting India HATE SPEECHES - The Italian Way . # CongressUnitesIndia # RahulGandhi # CAA… https : //t.co/rYPagkrOgF,The EARTH,"Earth, Lamb County, Texas, United States of America",-102.4107493,34.2331373
424,Wed Mar 04 18:02:40 +0000 2020," @ _sabanaqvi @ sardesairajdeep @ sagarikaghose give time , come across many cases . But , cou… https : //t.co/nG5gMSsdDP",India,India,78.6677428,22.3511148
427,Wed Mar 04 18:02:58 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .","Nagpur, India","Nagpur, Maharashtra, 440001, India",79.0820556,21.1498134
428,Wed Mar 04 18:02:59 +0000 2020, “ Won ’ hear activist Harsh Mander clarifies alleged ‘ justice street ’ remark : SC “ Many violated majesty law . Are also one ? Chief Justice India SA Bobde asked Mander ’ lawyer Karuna Nundy “ via @ IndianExpress⁩ https : //t.co/RRgqzKRyfJ,"Kolkata, India","Kolkata, West Bengal, India",88.3567751581234,22.54541245
429,Wed Mar 04 18:03:06 +0000 2020," RT @ KeAazaad : At Delhi 's Anti-CAA Sit-In Protests , Women Continue Their Struggle # SheInspiresUs # WomenOfShaheenBagh",Planet Earth,"Planet Earth, Sarjapura Road, Gunjur Hosahalli, Ambedkar Nagara, Bangalore East, Bangalore Urban, Karnataka, 562125, India",77.7501677,12.8831063
430,Wed Mar 04 18:03:08 +0000 2020, # CoronaAlert # coronavirusindia ... Govt needs pass another # CAA ..the Coronavirus Amendment Act ... .to stop coronaviruses entering India ...,"London, England","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219
431,Wed Mar 04 18:03:12 +0000 2020," RT @ nicetryofficer : SAY NO TO CAA , NRC , NPR . FUCK BJP FUCK RSS",he/him,"Him, Konshisha, Benue, Nigeria",8.866667,7.016667
432,Wed Mar 04 18:03:16 +0000 2020, Popular free certificate authority Let ’ Encrypt said revoke 3 million Transport Layer Security ( TLS ) certi… https : //t.co/XBjogLhTqg,"Milwaukee, WI","Milwaukee, Milwaukee County, Wisconsin, United States of America",-87.922497,43.0349931
433,Wed Mar 04 18:03:18 +0000 2020, # Lobbyriotplot If lobby wants take # CAA streets keep harping constitution th… https : //t.co/13Fr9D001B,"Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
434,Wed Mar 04 18:03:20 +0000 2020," The PMO today dominated officials anti Hindutva mindset . Some PMO touch Sharad Pawar daughter . The targeting officials patriotic want prosecute corrupt , begun . We must learn lesson Delhi Anti CAA uprising",Nagpur,"Nagpur, Maharashtra, 440001, India",79.0820556,21.1498134
435,Wed Mar 04 18:03:33 +0000 2020," @ JhaSanjay congress MLA arrested.. AAP congress perpetrators everything spread phobia CAA , Narrative spread congress threatened minorities & amp ; instigated/ pampered street protests . A diplomatic relation mocked none ask RG pleasure trip","Ghaziabad, India","Ghaziabad, Uttar Pradesh, India",77.4445372,28.711241
437,Wed Mar 04 18:03:39 +0000 2020," 1 ) Pretend India overrun illegal Muslim 2 ) Do NRC . Trap mostly Hindu 3 ) Do CAA free Hindu 4 ) Use courts keep Muslim jail 5 ) Alter NPR 6 ) Take NRC national 7 ) Murder , extort Muslim protestors 8 ) Provoke riot 8 ) Say ‘ internal matter ’ 10 ) Receive Supreme Court applause","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
438,Wed Mar 04 18:03:43 +0000 2020," 14 years ago I wrote two bestsellers titled Hindus Under Siege Terrorism India . When Namo became PM 2014 I thought books become obsolete . But anti-CAA circus , US capitulation Afghanistan , books need updated .","Nagpur, India","Nagpur, Maharashtra, 440001, India",79.0820556,21.1498134
440,Wed Mar 04 18:03:47 +0000 2020," @ _sayema @ BDUTT If really forgiving . Forego drama Anti CAA basis , show c… https : //t.co/B87MkmOu6K",Pune,"Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
443,Wed Mar 04 18:03:53 +0000 2020, Harsh mander kept saying battle CAA resolved street .,"Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235
444,Wed Mar 04 18:03:55 +0000 2020, # 73rd day ( 3 march ) continuous # awereness movement # bhopal 1-Jan sampark abhiyan . 2 - continuing bhopalsat… https : //t.co/k8o5mvSoH6,bhopal ,"Bhopal, Madhya Pradesh, 462001, India",77.3962718,23.2530923
447,Wed Mar 04 18:04:25 +0000 2020, @ GabbbarSingh Virat Kohli gave similar response asked CAA .,"Bhubaneshwar, India","Bhubaneshwar, Bhubaneswar (M.Corp.), Khordha, Odisha, 751001, India",85.8394548,20.2602939
449,Wed Mar 04 18:04:39 +0000 2020, India slams UNHRC filing intervention application Supreme Court CAA : The MEA asserted CAA internal matter India concerns sovereign right Indian Parliament make laws . `` We strongly believe foreign… https : //t.co/8QBHNYerO2,Bharat 🇮🇳,India,78.6677428,22.3511148
451,Wed Mar 04 18:04:42 +0000 2020, @ md_shamsh @ Radhika74181179 @ ThePeopleOfIN Bill gives citizenship already arrived . Hope U people read Caa .,bhilai - patan,"Patan, Patan Tahsil, Durg, Chhattisgarh, 491111, India",81.5436159,21.0392292
452,Wed Mar 04 18:04:42 +0000 2020, CAA # 39 ; idea India # 39 ; : Shashi Tharoor https : //t.co/cUoEorVvJJ https : //t.co/GA5oXyiqcm https : //t.co/fTeEAAjAa1,Canada,Canada,-107.9917071,61.0666922
453,Wed Mar 04 18:04:44 +0000 2020," What truly admirable Scroll Print funded deep pockets keep asking money , … https : //t.co/AjyCPks6BG","Delhi, India","Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
454,Wed Mar 04 18:04:46 +0000 2020, @ mvmeet CAA small Hindutva step.. small step horribly troubled Hindus ... Which helps others as… https : //t.co/6AU681tyGR,Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
456,Wed Mar 04 18:05:01 +0000 2020," In UK House Commons , India faces fire CAA , Delhi riots India came fire House Commons Tuesday Labour , SNP , Liberal Democrats Conservative MPs , including Indian-origin MPs . https : //t.co/NtlOqIRDYN",Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
457,Wed Mar 04 18:05:02 +0000 2020," A law discriminates minorities & amp ; NRC threatens render millions Stateless , put detention centres certainly matter UN High Commissioner Human rights intervene","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
458,Wed Mar 04 18:05:07 +0000 2020," # IndiaSupportsCAA @ PMOIndia @ HMOIndia @ rashtrapatibhvn @ SalmanNizami_ There nothing wrong # CAA . yes , protester must open road , blocked past 3 month . How long people tolerate difficulties r facing due road blockage https : //t.co/pDwc6KpLbr","Aurangabad, Bihar, India","Aurangabad, Bihar, India",84.5,24.75
459,Wed Mar 04 18:05:10 +0000 2020," Bhim Army Students Federation urge bahujan join call Baba Saheb ' grand son , Prakash Ambedkar @ Prksh_Ambedkar Chalo_Delhi CAA , NRC , NPR & amp ; attack constitution @ BhimArmyChief Time : 10am onwards Date : 4th , March , 2020 Venue : Jantar-Mantar , New Delhi https : //t.co/7ysvvHUigr",Lucknow ,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",80.9346001,26.8381
461,Wed Mar 04 18:05:11 +0000 2020," Check cluster today , avoid TLS issues tomorrow",Belgium,België / Belgique / Belgien,4.6667145,50.6402809
