Created At,Text,Location
Sat Mar 07 19:43:12 +0000 2020," This Holi , Let Us Welcome Our New Fellow Citizens-The Persecuted Refugees CAA Is Meant For . Let us celebrate # HoliForHumanity , # HoliForUnity send love joyful new citizens minorities facing persecution Pakistan , Bangladesh , Afghan https : //t.co/sFDMyMkbJT",Bharat in west. 
Sat Mar 07 19:43:13 +0000 2020, @ WalaQuote @ Arnab_Dutta1 @ sudhirchaudhary @ RubikaLiyaquat @ narendramodi @ AdityaRajKaul @ myogiadityanath @ AmitShah… https : //t.co/5phLS8WSTr,India
Sat Mar 07 19:43:13 +0000 2020," Wow . The SC stays detailed reasoned bail order Karnataka High Court respect Mangalore CAA protests , ex parte . It truly become anti-liberty court , every sense . https : //t.co/jlIRuguwFy",
Sat Mar 07 19:43:16 +0000 2020, RT @ pbhushan1 : This attempt history sheeter gangster CM incite mob violence anti CAA protestors .,Dubai
Sat Mar 07 19:43:18 +0000 2020," Breaking : Allahabad High Court taken suo motu notice Lucknow admin decision 'name shame ' CAA violence accused putting hoardings across city . CJ HC another judge hear PIL March 8 , Sunday . @ the_hindu @ abaruah64",
Sat Mar 07 19:43:24 +0000 2020, RT @ OpIndia_com : The intelligence agencies specific evidence connects terror-state Pakistan anti-CAA protests https…,
Sat Mar 07 19:43:26 +0000 2020," # PMCBankCrisis They introduce CAA ppl want seek religious asylum.They revival plan YES BANK even victims cried HELP.PMC victims pleaded help since 5 months chose hear , speak act.WHY WHY WHY ?",
Sat Mar 07 19:43:27 +0000 2020, @ Nadiassay @ BengaliConnect @ DragonsKaBaap @ DarshuBhatia @ _sabanaqvi Ironically magazines never mention de… https : //t.co/koWdAdJ5xO,
Sat Mar 07 19:43:28 +0000 2020, Today Shaheen Bagh Shooter Kapil Gujjar got bail Court . Meanwhile Dr. Kafeel saved many dying children still languish Jail simply protesting CAA Guess New India Shoot ! ng lesser crime Protesting .,
Sat Mar 07 19:43:30 +0000 2020," This allowed Bangladesh unfortunate . The nation born due help India . India went labour pain birth new country tolerated n illegal migration , harbouring hatred India ? Better remember India..",
Sat Mar 07 19:43:40 +0000 2020," These people escaped islamic terrorism pakistan & amp ; sought refuge India @ RepJayapal @ BernieSanders @ HouseDemocrats @ SenatorMenendez talk nonsense abt CAA vote similar law US LautenBerg-Specter frauds , support islamic Terrorists https : //t.co/VTgXuSbFe5",Washington DC
Sat Mar 07 19:43:41 +0000 2020," Dear @ JaiTDP ● CAA granting CITIZENSHIP Hindus , Christians , Parsi , Punjabi Jain communities persecuted Majority community Muslim Dominated nations . ●TDP supported CAA Parliament usual U-Turn politics votes . # AntiHinduTDP https : //t.co/FE0vxv2EkU",
Sat Mar 07 19:43:44 +0000 2020," # पीएम_पनौती Gone wind ✌ UP CM Yogi publicized CAA dissenters personal details thus putting lives & amp ; properties huge risk ! But man proposes , God disposes ! https : //t.co/RDXSswMn9o",Riyadh
Sat Mar 07 19:43:44 +0000 2020," The SC bench gave bail 14 CONVICTS 2002 Gujarat Massacre , stays bail 22 # AntiCAA protestors given Karnataka High Court . Are clear , New Indians ? # LoyalOrLoya # ModiMadeDisaster https : //t.co/0BJnkk10RH",NA
Sat Mar 07 19:43:45 +0000 2020," EAM S Jaishankar UN Human Rights Council Director n't seem agree ( # CAA ) : Sure , wrong before.I seen reports J & amp ; K body , carefully skirt around cross border terror problem nothing country next door . https : //t.co/P56RjZEnO2","Bangalore, India"
Sat Mar 07 19:43:45 +0000 2020, New India Highest court granted bail 14 convicts Gujarat 2002 genocide ? Same court stayed bail order Karnataka High Court 22 anti CAA protestors ?,
Sat Mar 07 19:43:46 +0000 2020, Who commit horrendous acts violence torture . I challenge THUGS show one line CAA discriminatory . Infact LAUTNEBERG-Spector discriminates religions groups Jews Christians cc @ HinduAmerican https : //t.co/MLLiQin2kC,Washington DC
Sat Mar 07 19:43:47 +0000 2020, Since right privacy provided criminals rioters across India ? I n't know journalist belongs lutyean gangs even pint journalism brain . These called journalists antinational criminals .,India
Sat Mar 07 19:43:54 +0000 2020, @ surajbiswas573 @ DEVIPRASAD70 @ TarekFatah @ narendramodi Actually wanted politically dominate Assam Beng… https : //t.co/EvbaDs1EJD,
Sat Mar 07 19:44:04 +0000 2020," After Bangladesh Now Afghanistan & amp ; one closest friends . Indians treated warmly . This achievement Modi & amp ; Shah Duets What mess . Protest India , aftermath anti-Muslims pogroms Delhi anti-CAA protests . # पीएम_पनौती https : //t.co/QpioBhZ8Q4",
Sat Mar 07 19:44:06 +0000 2020, Decision Ajay Singh Bisht Govt put hoardings names addresses Anti-CAA protestors blatant breach Constitutional rights . Goons & amp ; criminals seeks shelter UP peaceful protestors charged fabricated cases . https : //t.co/6Z7mbbEfLY,Pune
Sat Mar 07 19:44:07 +0000 2020, Had missed . DCP ’ wife got grievously injured . He gone talk women request . Clearly trap laid . Was setting trap DCP laying ambush ‘ self defense ’ ?,Mumbai
Sat Mar 07 19:44:09 +0000 2020," Students different colleges part delegation visit said , eye opening experience , particularly understand issues around # CAA .",Bharat in west. 
Sat Mar 07 19:44:12 +0000 2020," We want loan defaulters , corrupt babus , criminal politicians , hoarders , inept doctors , wife-beaters , rapists , molesters social malcontent named shamed . But run riot , causing death destruction , # FakeNewsMedia must neither named shamed .",Mumbai
Sat Mar 07 19:44:12 +0000 2020, @ gulf_news Discriminatory CAA part larger game plan later yo combined National Register Citizen ( N… https : //t.co/Ut2CSrwB4p,"Uttar Pradesh, India"
Sat Mar 07 19:44:15 +0000 2020," RT @ VoiceOfAxom : This Bangladesh , lakhs people gather Modi community included CAA .",Bharat 
Sat Mar 07 19:44:23 +0000 2020," Those concerned # YesBankCrisis , also enlighten much India financially lost due Anti CAA protests deliberate meticulous attempt collapse Indian economy ? Who accountable losses ? # YesBankCollapse # YesBank # YesBankCrises # Yes_Bank https : //t.co/KtAZwjFVeH",
Sat Mar 07 19:44:27 +0000 2020," Does n't matter # UNRejectsCAA , overwhelming support CAA grows around globe These Indians Melbourne CAA support roads , something biased media like NDTV would n't show # IndiaRejectsUN # SaturdayMotivation # SaturdayThoughts # ResistMediaBan https : //t.co/bF2RVcQ83c","New Delhi, India"
Sat Mar 07 19:44:33 +0000 2020," It n't surprising man , minister Narendra Modi 's cabinet , saying . What 's surprising Indian diplomat . What embarrassment IFS ! https : //t.co/lVgTsPSHOw","Indiana, USA"
Sat Mar 07 19:44:35 +0000 2020," @ johnaustin47 brave lady UK narrating persecution non muslims # Pakistan , BD .",सम्पूर्ण भारत मेरा है 
Sat Mar 07 19:44:36 +0000 2020, Tahir Hussain used send 50-60 persons daily Shaheen Bagh protest site several vehicles : Taxi drivers reveal Hussain ’ link anti-CAA protests https : //t.co/RnQ0LjYWnT,भूलोक
Sat Mar 07 19:44:37 +0000 2020, Show country says everybody welcome : External Affairs Minister @ DrSJaishankar ji There 's none ! Nations related rules . But everyone coming India setup citizenship criteria ? `` We n't run Dharmashalas '' https : //t.co/HOR4y3Wxzd,
Sat Mar 07 19:44:38 +0000 2020," ‘ Telangana government says bring resolution oppose CAA. ’ ‘ Should I die ’ , KCR asks , declares ’ birth certificate - india news - Hindustan Times https : //t.co/raSUmH54Fw",United Kingdom
Sat Mar 07 19:44:40 +0000 2020, @ Johnsmi46126224 @ EdwardJDavey @ grantshapps @ 10DowningStreet @ faa @ BoeingAirplanes The CAA AAIB set st… https : //t.co/ghavsnyCYI,
Sat Mar 07 19:44:41 +0000 2020," # BREAKING Allahabad HC summons Yogi govt hoardings anti-CAA protesters . Chief Justice called district magistrate police Commissioner Lucknow hearing 10am , Sunday .",
Sat Mar 07 19:44:41 +0000 2020, An Alphabet & amp ; religious identity makes difference India ’ Kangaroo Courts . 1. kaPil Hindutva Terrorist… https : //t.co/HqYDRre0ip,"Cambridge, England"
Sat Mar 07 19:44:48 +0000 2020," @ arunsg @ ByRakeshSimha Most parsis support CAA , leftist bollywoodoids making noise SM . Surat M… https : //t.co/pCLpidIKzZ",
Sat Mar 07 19:44:48 +0000 2020, Shocking Video Muslims protesting CAA streets Dhaka Bangladesh & amp ; spilling venom PM @ narendramodi Ji ! Anger able turn India islamic state clearly visible ! These # CAAProtests justifies 's importance . https : //t.co/WIm1bEQ8g4,
Sat Mar 07 19:44:49 +0000 2020," Harish Salve demolishes every possible legal , constitutional , moral lie liberals argued # CAA past months . Leave everything read article . https : //t.co/LdnHNvPjt0","Kolkata, India"
Sat Mar 07 19:44:53 +0000 2020, It n't happened yet chill,
Sat Mar 07 19:44:53 +0000 2020, DRAGONS WIN‼️ Drexel clinches No . 1 seed CAA Championship least share CAA regular-season… https : //t.co/qFciFzLBJe,"Philadelphia, Pa."
Sat Mar 07 19:45:04 +0000 2020, @ Byrons360 @ AJTheManChild @ JerrelXL @ Rick__War @ Trace_AVP @ stateofthenewy1 @ knickscenario @ IanChisolm @ knickanator… https : //t.co/ofdv8C8kzu,
Sat Mar 07 19:45:10 +0000 2020, CAA giving CITIZENSHIP refugees Bangladesh Pakistan Afghanistan nothing . I… https : //t.co/5anextNx0v,
Sat Mar 07 19:45:11 +0000 2020," While Dr Kafeel Khan charged NSA opposing unconstitutional # CAA , Kapil Baisala opened fire # ShaheenBagh protesters granted bail . India become banana republic . Our nation going back dark ages .",
Sat Mar 07 19:45:12 +0000 2020, The real face so-called # CAAProtest revealed . # Hindumunnani activist brutally attacked Jihadis # TamilNadu returning pro-CAA rally - Organiser https : //t.co/Zh0GQoOh0m,India
Sat Mar 07 19:45:13 +0000 2020, This also form sedition . He booked relevant acts .,
Sat Mar 07 19:45:14 +0000 2020, Kapil Baisla fired two rounds near ShaheenBagh protest site raising communal slogans granted bail Dr Kafeel Khan still languishing jail speech CAA . Bail order mentions “ delay around 6 hrs n filing FIR unexplained ” ! https : //t.co/9rLMnKZrIS,India
Sat Mar 07 19:45:19 +0000 2020, anti-CAA agitation exactly fast-tracking naturalization time-limited small portion girls families hv managed flee jihadi brethren agitator 's beloved mullah-infested lands .,
Sat Mar 07 19:45:19 +0000 2020," Does UK need version India ’ Citizenship Amendment Act # CAA , whereby accept asylum claims Christians fleeing persecution Muslim countries divert Muslim asylum seekers Muslim countries ?",Devon - England 
Sat Mar 07 19:45:19 +0000 2020, My old industry Logistics & amp ; Customs alone course..I read reports & amp ; still believe them.. '' The CAA require fundamental restructuring top bottom take time . There way done 31 December . '' https : //t.co/NARpHH6xoY,"Camblesforth, North Yorkshire"
Sat Mar 07 19:45:21 +0000 2020," @ AbdulHamidAhmad It 's humanity , removing one Community CAA asking forefathers birth cerificate t… https : //t.co/CTkFFIQzvx",
Sat Mar 07 19:45:21 +0000 2020, This woman gone completely Crazy . I gon na ignore hereafter . She use words # NRC # CAA # Citizenship Disgraced son gets OCI card 🤣😂,"Varanasi, India"
Sat Mar 07 19:45:22 +0000 2020, British Parliamentarians call immediate end violence perpetrated # HitlerModi hindutva activits Muslims # India ... International pressure building India repeal CAA act # modimadness https : //t.co/ozRwIJBwIu,Stockholm
Sat Mar 07 19:45:25 +0000 2020, RT @ imrankowda : Even nature ca n't Stop Shaheen Bagh protestors amid Rains riots 👍👍,"Indiana, USA"
Sat Mar 07 19:45:30 +0000 2020, The next step file case local cops charging parents teachers sedition interrogating kids school play https : //t.co/JBplMFLxYl via @ thewire_in,Pakistan
Sat Mar 07 19:45:30 +0000 2020," *Even if* individuals convicted crime , putting names personal details billboard would gross violation rights . The fact n't even convicted makes open call State mob `` justice . '' https : //t.co/2w9fkB5swO",
Sat Mar 07 19:45:36 +0000 2020, A lynch mob prepared dissenters Lucknow . Hoardings come Lucknow names addresses alleged anti-CAA protesters https : //t.co/WwwJtaSpVX,Panipat City
Sat Mar 07 19:45:37 +0000 2020, @ sumanthraman @ DrSJaishankar They care Ummah Khafir matter much bend befor… https : //t.co/CZSfjgJesP,
Sat Mar 07 19:45:38 +0000 2020," Kapil Gujjar , fired shots near Shaheen Bagh anti-CAA protest site Delhi declared 'only Hindus prevail nobody else ' gets bail .",North of the South Pole
Sat Mar 07 19:45:39 +0000 2020, Today CJI Bobde led bench `` Stays '' bail order 21 Anti CAA protestor over-ruling High Court decision granting Bail . The CJI Bobde led bench granted Bail 14 convict 2002 genocide . Jai Judiciary😥,"Düsseldorf, Deutschland 🇩🇪"
Sat Mar 07 19:45:39 +0000 2020, RT @ Shudraism : Time approach Hague . Fuck sovereignty . https : //t.co/3U7QWr3eE3,
Sat Mar 07 19:45:46 +0000 2020, Is part CM Ajay Bisht 's `` badla '' UP citizens ? A govt violates privacy people & amp ; incites violence & amp ; hatred blatant & amp ; deliberate manner must condemned . https : //t.co/GiNHONbrkQ,"New Delhi, India"
Sat Mar 07 19:45:47 +0000 2020, I believe many industries choose adhere EU rules standards order comply CE regulations . They basically choice . They also pay compliance inspection - added cost . Brexit non-sensical proposition,United Kingdom
Sat Mar 07 19:45:49 +0000 2020," Women challenging patriarchy Pakistan , fighting democracy Hong Kong , defying communications blockade Kashmir , & amp ; leading sit-in India ’ CAA Shaheen Bagh # IWD2020 # EachForEqual https : //t.co/HpA26u1kb4 @ AuratMarchKHI @ hoccgoomusic @ FeminismInIndia",Hong Kong
Sat Mar 07 19:45:49 +0000 2020, World ’ decide India governed . India ’ democratically elected parliament decide India wil… https : //t.co/d4fT86eYBv,"South Carolina, USA"
Sat Mar 07 19:45:52 +0000 2020," `` Caste important.Let divide people , caste system helps economic growth '' ~RSS intellectual Gurumurthy Listen CAA supports , done Muslims , come . Next stage CAA . Be ready become called `` anti-national '' ! ! https : //t.co/FVJnRs6o2U",Plato's cave
Sat Mar 07 19:45:55 +0000 2020," @ kabulnewstv This heart wrenching see . I Afghanistan 2003-04 , India commanded huge respect , Indian , welcome everywhere , Pakistanis often abused . How things hv changed , thanks CAA , afghanis see insult .",
Sat Mar 07 19:45:59 +0000 2020, @ PMOIndia @ Bangladesh These source people hv INFILTRATED ILLEGALS BHARAT MILLIONS past… https : //t.co/CdhAC7AV5U,"Mumbai -Maharashtra, Bharat."
Sat Mar 07 19:46:01 +0000 2020," @ GeorgeTakei You repugnant , repressive regressive moral coward , George . And know WHY . Entertainers blacklisted stand Tulsi . If Tulsi nobody , u fight hard ? 🤔 https : //t.co/c5m12ow5Hh",
Sat Mar 07 19:46:08 +0000 2020, RT @ pbhushan1 : This attempt history sheeter gangster CM incite mob violence anti CAA protestors . https : //t.co/vnUsPVv…,
Sat Mar 07 19:46:13 +0000 2020, RT @ ZeeNews : Show country says everybody welcome : EAM S Jaishankar CAA https : //t.co/OSDhKYoAfx,"New Delhi, India"
Sat Mar 07 19:46:14 +0000 2020, Sanity prevails UP . Thank Allahabad High Court . @ pbhushan1 @ SupremeCourtIND,New Delhi/Balrampur UP
Sat Mar 07 19:46:20 +0000 2020, # IslamAgainstHindus Retweet 10 times, New Delhi
Sat Mar 07 19:46:21 +0000 2020, The district sessions court Bidar Thursday ruled play staged children Shaheen Urdu Medium School Citizenship ( Amendment ) Act ( CAA ) amount sedition . https : //t.co/iZDPUEqa4u,"Mumbai, India"
Sat Mar 07 19:46:24 +0000 2020, The district sessions court Bidar Thursday ruled play staged children Shaheen Urdu Medium School Citizenship ( Amendment ) Act ( CAA ) amount sedition . https : //t.co/hvxOvj7Vyn,North of the South Pole
Sat Mar 07 19:46:28 +0000 2020," RT @ ExSecular : Yogi Govt puts posters anti-CAA protesters accused rioting , arson # Yogiroxx ! ! https : //t.co/P3EDrREVjl",
Sat Mar 07 19:46:33 +0000 2020," Janajagaran padayatra CAA led Assam PCC president @ ripunbora Pathsala , Sorupeta Barpeta today . MP @ MPAbdulKhaleque large number public gathered padayatra different places . https : //t.co/DZWlX0ZrDG",
Sat Mar 07 19:46:37 +0000 2020, RT @ retheeshraj10 : And democratic secular country grants citizenship basis religion . https : //t.co/30naNWVzKW,"New Delhi, India"
Sat Mar 07 19:46:38 +0000 2020, Bangladesh Mullahs protesting CAA streets # Dhaka spilling venom PM @ NarendraModi prevent arrival Bangladesh 12th . The entire # AntiCAAProtests anger able turn India islamic state future . https : //t.co/Lclug2TNsk,
Sat Mar 07 19:46:46 +0000 2020, RT @ LillyMaryPinto : Must read thread Modi supporters . Get educated .,London
Sat Mar 07 19:46:54 +0000 2020, RT @ fgautier26 : # IslamAgainstHindus Retweet 10 times,
Sat Mar 07 19:47:02 +0000 2020, DRAGONS WIN‼️ Drexel clinches No . 1 seed CAA Championship least share CAA regular-season title Saturday 's win College Charleston . https : //t.co/2afe5L88NM,Philadelphia
Sat Mar 07 19:47:02 +0000 2020, RT @ vschanna : Vishakanya calling rioters dissenters imagining bogus Lynch mobs . ... ..,[ఆంధ్ర] [भारत] [འབྲུག་རྒྱལ་ཁབ་] [USA]
Sat Mar 07 19:47:02 +0000 2020, Also thinking wretched signal sends lower courts . The vast majority - mechanically deny bail - emboldened . And courts stand govt given message highest Court stay orders asking .,"New Delhi, India"
Sat Mar 07 19:47:04 +0000 2020," @ Aryanchanakya @ Nidhi @ htTweets Passport , adhar , voter ID , ration card.. nothing validates proof citizenship… https : //t.co/IP9D2CoTCG",
Sat Mar 07 19:47:11 +0000 2020, Ram Ram ji 🙏 Do u ever worried Hindu Temples destroyed burnt disguise CAA protest ? Sorry U come lineage Destroying Hindu Temples NORMAL day routine whether Babri Masjid Qutub Minar 🙏 U NOT atheist Radical 🙏,Ahmedabad 
Sat Mar 07 19:47:14 +0000 2020, RT @ centerofright : Show country says everybody welcome : Jaishankar CAA https : //t.co/S5QrhN8eS5,India
Sat Mar 07 19:47:16 +0000 2020," India-Bangladesh relations matured great deal make identity conflicts completely irrelevant . But CAA , islamists Sheikh Hasina kept good control got shot arm . Development , economy , trade take backseat 🙃 https : //t.co/HWuqe2CYH4",
Sat Mar 07 19:47:16 +0000 2020, @ ndtv @ OnReality_Check If worst part kapil Mishra ’ speech tat ndtv cud dig ’ absolutely… https : //t.co/RDEMFwmTwS,
Sat Mar 07 19:47:17 +0000 2020," International Criticism CAA-NRC Delhi Riots 👉 In British Parliament 👉 In European Parliament 👉 United Nations Human Rights Chief complains Supreme Court 👉 USA Congress research wing criticized 👉 PM Turkey , Supreme Leader Iran condemned Modi Govt",
Sat Mar 07 19:47:19 +0000 2020, The govt decided pulling EASA & amp ; putting UK US regulators CAA good idea . Anyone would think 're trying get Airbus leave . UK aviation chiefs criticise decision pull European safety agency Brexit https : //t.co/cOceAPDQlE,"Heathfield, East Sussex"
Sat Mar 07 19:47:20 +0000 2020, Abrogation Article 370 35 ( A ) Bill Ban Triple Talaq . Ram Janma Bhoomi Verdict None saw kind violence protests . These simmering . CAA . It planned instigated protest played internationally .,London
Sat Mar 07 19:47:35 +0000 2020, This # InternationalWomenDay2020 # WomensDay # WomensDay2020 persecuted religious minorities Pakistan m… https : //t.co/DFkr8jqIJb,Earth
Sat Mar 07 19:47:37 +0000 2020," CAA BY DEFAULT Does Not TAKE AWAY Citizenship Anyone , instead 's passed GIVE Citizenship Persecuted Religious Minorities Pakistan , Bangladesh & amp ; Afghanistan Incidentally CAA say Citizenship WO N'T Given Any Muslim Countries ? ...",London
Sat Mar 07 19:47:40 +0000 2020," The Muslims 3 countries CAN Get Citizenship , ONLY AFTER completing necessary legal formalities Is CAA boiling pot Indian Muslims ? No Is instigated well planned perpetrated crime ? The answer Yes Let us quickly go reasons",London
Sat Mar 07 19:47:40 +0000 2020," CAA , NPR ( new firm ) , NRC revoked . People , especially backed students lead pr… https : //t.co/TTMbOyb0HI","Kolkata (Calcutta ) , India"
Sat Mar 07 19:47:47 +0000 2020, RT @ AdityaMenon22 : CJIs Bobde Gogoi 's biggest achievement may make Dipak Misra look like beacon justice,ज़िन्दगी और मौत के बीच ।
Sat Mar 07 19:47:53 +0000 2020, Why Bangladeshi Muslims protesting CAA ? Are happy Bangladesh ? If like move India humbly request PM @ narendramodi.Why would India grant citizenship violent masses ? Is common sense common senses common anymore,
Sat Mar 07 19:47:57 +0000 2020," @ ADSgroupUK @ PauleverittADS All Class 1 , Class 2 , Lapl , etc . Medicals redone . No-one registered fly UK registered fly anywhere else , unless CAA agrees confirm EASA regulations . This crazy .",Ladbroke Grove/Ingleside
Sat Mar 07 19:47:58 +0000 2020, TOI Edit Page : CAA necessary : Why many arguments unconstitutional ’ hold water https : //t.co/aHtjW7OCgC,
Sat Mar 07 19:48:04 +0000 2020," RT @ PoliticalKida : Modi Ji explaining reality people opposing Triple Talaq , CAA , NRC . Must watch & amp ; Share ! https : //t.co/IcKQ9GN08O",Varanasi
Sat Mar 07 19:48:04 +0000 2020," Please join us incredible , timely event/ I 'll talking # Kashmir , # CAA , # DelhiPogrom2020","Toronto, Ontario"
Sat Mar 07 19:48:04 +0000 2020, RT @ fgautier26 : # IslamAgainstHindus Retweet 10 times https : //t.co/gbVhNC7bzW,
Sat Mar 07 19:48:08 +0000 2020," This report factually wrong . The hearing BURMA India , gentleman noted selected Burma , given previous work . The India panelists Aman Wadud Assam . He “ India witness ” .",North of the South Pole
Sat Mar 07 19:48:08 +0000 2020, RT @ htTweets : Indian agencies point Pakistan link anti-CAA protests ( report Shishir Gupta ) https : //t.co/inIcJxHTJ3 https : //t.co/…,"Dwarka, New Delhi"
Sat Mar 07 19:48:10 +0000 2020, RT @ shakirmir : Foreign Minister India . Not joking !,Orwellian Dystopia انا من غزة
Sat Mar 07 19:48:14 +0000 2020," The Islamist organization accused causing riot one Raza Academy . The govt asked pay Rs 3 crore damages , flatly refused . Nowadays , Maha CM even meets Raza Academy discuss CAA/NRC . Let sink . ( n/n ) https : //t.co/lNIXJrSzT8",
Sat Mar 07 19:48:15 +0000 2020, Is version literally hanging ppl open said anything Nazis ? ! https : //t.co/NrZw9P0bQf,Delhi
Sat Mar 07 19:48:15 +0000 2020, CAA affecting Indian still drama going last 2 months😠 How many Indians lost citizenship -0 How many Indians lost life -27 Shame misleading people saying `` kagaz nhi dikhayege '' # chandrashekharAzad # ISupportAmitShah https : //t.co/u8xkRFIsxW,आपके दिल में 😂
Sat Mar 07 19:48:17 +0000 2020, Aap jara thodi dalali samjiye ! ! I mean chronology When modi ji talk peace They - fu*k They n't want peace ! They anti CAA They anti Hindu @ Nehr_who hypocrisy ki bhi seema hoti hai 🙄 # DelhiIsBurning # DelhiRiots # delhivoilence # DelhiRiots2020 https : //t.co/novY76zIQs,आपके दिल में 😂
Sat Mar 07 19:48:18 +0000 2020," Chronology samajhiye . A ‘ ground report ’ claims temple attacked riots , BJP IT cell head amplifies claim . A week later turns false . Read report @ sighyush , @ Basantrajsonu https : //t.co/ub5CzLdh22",Pune
Sat Mar 07 19:48:21 +0000 2020, First CAA protesters killed policeman # RatanLal lynched ankit sharma ( IB ) 😢 No outrage Leftists ! No tweet shahrukh Why biased ? Leftists harmful country ! Lord shiva please save nation # DelhiFightHate # DelhiRiots2020 # delhivoilence,आपके दिल में 😂
Sat Mar 07 19:48:23 +0000 2020, So proud . Doing big things ! # RockfishFamily,"Los Angeles, CA"
Sat Mar 07 19:48:44 +0000 2020, @ Byrons360 @ AJTheManChild @ JerrelXL @ Rick__War @ Trace_AVP @ stateofthenewy1 @ knickscenario @ IanChisolm @ knickanator @ 11Jayt @ Marxman35 @ 2ForgetUs @ BunchRegal @ BigFreezie @ eepdllc @ Michael59413281 @ Woodshed_1914 @ Freekeith @ PreZnyc621 @ SquareBidness @ Chuck1one @ TruePG718 @ net_steven @ rahmmagick @ YankeesKnicks99 @ Golfballl @ DonaldP47082631 @ LooseJointny @ eski225 @ RobertSParis1 @ mikenieve @ NYK247_4EVER @ SpyrosVelentzas @ TMal761 @ MacksJulien @ forevershinin @ shamiek7 @ stalling_e @ Ant4418 @ geola388 @ p_diazNY @ GUY_BM370 @ jtbwood @ Jaelin_Taylor @ FahimInsurance @ ed_tsunoda @ BrettJKoppel @ Nykterryandtray @ jayskee193 @ KnicksCentral It ’ Knicks Twitter ’ think outside box think hired Leon CAA clients get chance ...,"Charlotte, NC"
Sat Mar 07 19:48:50 +0000 2020," Yes Bank PMC Bank NPA problem Nirav modi , lalit modi , malya Failed Demonetization SALE : LIC , BPCL Gold & gt ; 45000 Low GDP Highest Unemployment Agriculture crisis Anti CAA-Nrc Delhi Riots Defeat Delhi , jharkhand & amp ; Maharashtra Modiji : Ab bolein bolein kya ? Karein kare kya ? https : //t.co/iJIZyICQde","London, England"
Sat Mar 07 19:48:53 +0000 2020," @ ChupChapBaithja @ Students_A_H Jus cos India banned Triple Talaq , legitimised way halala , “ one night stand ” uproar ? Jus cos India abrogated article 370 kashmir save become terror center resistance . CAA jus excuse , al see .",
Sat Mar 07 19:48:56 +0000 2020," The opposition CAA/NPR/NRC limited urban areas . And Shaheen Bagh longer name locality . Shaheen Bagh protest Malmal , Madhubani , Bihar # BoycottNPR https : //t.co/zdZZzn6RSm",
Sat Mar 07 19:48:56 +0000 2020," No country says everyone welcome , says Jaishankar CAA | India News - Times India https : //t.co/pSU93VQN7n",UAE
Sat Mar 07 19:49:00 +0000 2020, Yet . When NRC happens official power decide Indian . If bribed ordered declare foreigner recourse . That fear .,Dubai
Sat Mar 07 19:48:58 +0000 2020, RT @ intruder6121 : @ KTHopkins @ BasedPoland And f***ing @ UN time condemning India humanitarian law CAA . # UNisHypocrisy,Planet Earth
