Created At,Text,Location
Sat Mar 07 20:03:16 +0000 2020," How many Muslims voted BJP Delhi Election ? result = 00 Why BJP work Muslims ? Dear @ narendramodi @ AmitShah Kindly enact Anti-cow slaughter Bill Anti Conversion Bill Uniform civil code , NRC Declare # Hindu_Rashtra Became forever PM India # RajThackeray https : //t.co/wjNT0uSlSQ","Navi Mumbai, India"
Sat Mar 07 20:03:19 +0000 2020, “ There ’ nothing positive anymore image world. ” Shashi Tharoor laments United Nations rights body challenging CAA Supreme Court . https : //t.co/rDI9nEzh18,Bahrain
Sat Mar 07 20:03:23 +0000 2020, Hundreds participate anti-CAA march Women 's Day eve https : //t.co/1fQ2oOCQAe,
Sat Mar 07 20:03:25 +0000 2020," They protesting language ( Bengali ) leader nation , helped preserve langua… https : //t.co/ejK5dyV59U",
Sat Mar 07 20:03:30 +0000 2020, So glad foreign minister relies imaginary indian friends . Most us gave aged two,"Bareilly, India"
Sat Mar 07 20:03:33 +0000 2020, @ AJTheManChild @ Byrons360 @ JerrelXL @ Rick__War @ Trace_AVP @ stateofthenewy1 @ knickscenario @ IanChisolm @ knickanator… https : //t.co/cs3B5nESOI,
Sat Mar 07 20:03:39 +0000 2020," @ rashtrapatibhvn @ rsprasad @ PMOIndia Need amend procedure & amp ; grant bail rapists , robbers , illegal fire arms cas… https : //t.co/NdeHLjT1AP",
Sat Mar 07 20:03:45 +0000 2020, @ DivyaSoti Can @ ArvindKejriwal @ RahulGandhi praising CAA protester & amp ; shaheen bag tigresses defend ? Can @ BDUTT @ ndtv @ ravishndtv still defend murderous protest nothing make distracted narratives instigate people ? Can end bigotry ?,
Sat Mar 07 20:03:50 +0000 2020, # Bangladesh one stable neighbour past years Hasina govt Teesta water sharing among irritants bilateral ties . Gains could reversed protests spill & amp ; also provide fresh steam Hasina ’ opponents . # CAA internal & amp ; external costs India https : //t.co/J0iglvT3jM,Raipur Chattisgarh INDIA
Sat Mar 07 20:03:54 +0000 2020," @ rashtrapatibhvn @ rsprasad @ PMOIndia Need amend procedure & amp ; grant bail rapists , robbers , illegal fire arms cases , firing cases & amp ; heinous crimes , lot cases offences , revenge & amp ; murders rape victims , parents , relations alleged convicts bail.Why live fear https : //t.co/1ImkDA49EM",
Sat Mar 07 20:03:54 +0000 2020, People Delhi rejected politics hate trusted # AamAadmiParty better future expectation better future n't transformed making people stateless NPR . AAP needs respect trust rejecting CAA NRC NPR . # NoNPRinDelhi,
Sat Mar 07 20:03:59 +0000 2020," @ kavita_krishnan @ Uber @ Bappadittoh If every citizen India vigilant @ uberdriver Rohit Singh , India would much safer Terrorist free ( Islamist Maoist ) time . Kudos @ UberINSupport driver taking safety fellow citizens . He rewarded . # CAA # indiasupportscaa","Navi Mumbai, India"
Sat Mar 07 20:04:00 +0000 2020," • Withdraw amend CAA , end toxic social climate & amp ; foster national unity . • Prepare meticulous fiscal stimulus plan boost consumption demand revive economy . National interest demands government heeds advice . https : //t.co/DxE754Ovs2 2/2","Pune, Maharashtra, India."
Sat Mar 07 20:04:00 +0000 2020," @ EdwardJDavey UK areospace firms ( £36bn pa industry ) duplicate certification engines , wings , fuselages , etc . CAA EASA . More Tory red tape . # BrexitReality","Sud-Ouest, Royaume-Uni"
Sat Mar 07 20:04:07 +0000 2020," @ karl_trotsky I wonder Shapps *any* idea much cost ? CAA repatriate EASA regulatory functions also demonstrate compliance EASA standards wants fly Europe . If 's EASA , also develop FAA compliance . In year !",
Sat Mar 07 20:04:10 +0000 2020," @ cathsard The CAA 30 years experience EASA , expertise uk based , ’ cl… https : //t.co/ejedFJShLp",england
Sat Mar 07 20:04:14 +0000 2020, RT @ radiotarang : They ca n't even tell full form CAA NRC NPR . See level brainwashing hatred towards GOI . https : //t.co/6Gs7…,
Sat Mar 07 20:04:16 +0000 2020, Privacy hurt burning entire city per patalkar .,"Wellington, New Zealand"
Sat Mar 07 20:04:17 +0000 2020, @ clary_co How calling @ USCIRF 's hollow rhetoric hubris CAA/NRC ? https : //t.co/NkId7Ku544 With su… https : //t.co/9rxHDUeiJv,
Sat Mar 07 20:04:18 +0000 2020," An essay written long # CAA I record destitution , dehumanisation disinheritance rendered Hindu refugee , becoming nobody uncertain future somebody certain past . # India https : //t.co/TuJcsWBnHz",Wherever I want to be
Sat Mar 07 20:04:18 +0000 2020, One BEST CAA ! Congrats ! https : //t.co/VwoC0qDK9w,"Charleston, SC"
Sat Mar 07 20:04:30 +0000 2020," Under BJP fascist regime citizens meant sit quietly home never speak..if speak target them..very soon even majority community protest job , inflation economy face same.. # UPGoondaRaj https : //t.co/iOS4nbfrF4","Karnataka, India"
Sat Mar 07 20:04:41 +0000 2020, RT @ KanchanGupta : Carping critics # CAA US would well clean backyard . https : //t.co/bO9iIJp6ck,Wales
Sat Mar 07 20:04:50 +0000 2020, RT @ Shudraism : Time approach Hague . Fuck sovereignty .,
Sat Mar 07 20:05:01 +0000 2020," @ teamnike running NRC Apple Watch , Spotify playing Beats . For reason I ’ get… https : //t.co/xrGmxt2rzZ","Gatineau, Québec"
Sat Mar 07 20:05:03 +0000 2020," Truly sad . Foreign policy PM undermined party ’ domestic agenda : Abe visit NE , Delhi riots Trump visit , official demarches Indonesia Iran , public protests Bangladesh Afghanistan . Time country take stock cost CAA .",India
Sat Mar 07 20:05:11 +0000 2020, Those preach refugees ’ rights opposing CAA meant refugees : PM Modi https : //t.co/mQ2DV2YUvh @ Tan_Tripathi @ caa_nrc_best @ ExSecular @ miminality https : //t.co/q7mVNLz5Wo,हम तो हैं परदेस में
Sat Mar 07 20:05:14 +0000 2020, @ TomGard3 @ MaxvanderWerff @ nrc Finding balance US imperialism role Israel ( & amp ; Zionists bet… https : //t.co/67PToS3R2d,"Amsterdam, The Netherlands"
Sat Mar 07 20:05:15 +0000 2020, Pakistani ISI seeing anti CAA protest India golden opportunity create mischief among ill-informed Afgha… https : //t.co/b1i9vtqJeI,"Delhi, India"
Sat Mar 07 20:05:34 +0000 2020," External Affairs Minister @ DrSJaishankar takes UN Human Rights Commissioner , says , Michelle Bachelet `` wronged '' responding recent statement # CAA . EAM Jaishankar raises ‘ carefully skirt around cross border terrorism problem ’ . https : //t.co/LyP9aP4KQq","Los Angeles & Mumbai, "
Sat Mar 07 20:05:54 +0000 2020, The UN Rights Body And The CAA https : //t.co/tzRw3aFGeo,Srinagar
Sat Mar 07 20:06:03 +0000 2020, @ grahamsturgeon @ grantshapps @ EASA @ UK_CAA I ’ really concerned I ’ finished CAA administered EASA… https : //t.co/iPv8b4u3ju,"Southampton, England"
Sat Mar 07 20:06:08 +0000 2020, Hindu Munnani activist brutally attacked Jihadis Tamil Nadu returning pro-CAA rally : https : //t.co/NYo46wTQd4 via @ eOrganiser,
Sat Mar 07 20:06:11 +0000 2020," My friend asked fellow Muslim participate # AntiCAAProtests ? He said , 1 . `` CAA effects Muslims protesting futile cause ''",New Delhi
Sat Mar 07 20:06:12 +0000 2020," RT @ nzesylva : Now , perfect excuse failing deliver ... .Corona !",London. Lagos.
Sat Mar 07 20:06:30 +0000 2020," Backing Akbaruddin Owaisi ’ ( AIMIM ) concerns # CAA # NPR Assembly , Rao said state government already made policy clear CAA cabinet meeting ( 16 February ) . https : //t.co/prBdPAPuWF",India
Sat Mar 07 20:06:31 +0000 2020," According police , delegation members raised concerns shops shut almost three months . # ShaheenBagh # Delhi https : //t.co/gXYMBba0bM",
Sat Mar 07 20:06:40 +0000 2020," @ EdwardJDavey @ Rowland72James I doubt capacity replicate EASA UK , CAA without major i… https : //t.co/Jt8t1c3XbX","Ashbourne, UK"
Sat Mar 07 20:06:54 +0000 2020," Anti CAA protesters pelting stones Delhi Police , young Brave IPS officer falls chased , If police officials attacked India 's national capital , secure life common man ? # SwamiDipankar_को_सुरक्षा_दो # OhGodItsFriday # OGIF https : //t.co/uM3JuWMRBy",
Sat Mar 07 20:06:58 +0000 2020, @ TomGard3 @ MaxvanderWerff @ nrc Finding balance US imperialism role Israel ( & amp ; Zionists ) difficult . I read # Bollyn 's books & amp ; reacted quickly tweet 'Saudis ' . The drawing deserves written book https : //t.co/d8cdwcfU7m,
Sat Mar 07 20:07:12 +0000 2020," They protesting language ( Bengali ) leader nation , helped preserve language culture onslaught radicalism ... Oh irony",
Sat Mar 07 20:07:15 +0000 2020, @ raodeipak @ rockyandmayur Correct . SO least sane voices join agenda gang jihadists distort… https : //t.co/fpnBSnU3gr,"New Delhi, India"
Sat Mar 07 20:07:17 +0000 2020," Home Minister says one belonging minorities affected CAA . If correct , tell country affected CAA . If nobody affected CAA , stands present , government pass law ?","Kolkata, India"
Sat Mar 07 20:07:20 +0000 2020," Wife DCP Amit Sharma , critically injured anti-CAA Islamist mob attack says women invited DCP talks , surrounded initiated attack soon joined men armed hockey sticks , iron rods , knives pistols . https : //t.co/fNCSupkrOh",New Delhi 
Sat Mar 07 20:07:29 +0000 2020," Kerala TV channels , newspapers giving one sided & amp ; absolutely prejudiced news Delhi violence protests CAA . Now Asianet & amp ; media 1 gets doze laws land irresponsible & amp ; malignant reporting goes checked","Bengaluru, India"
Sat Mar 07 20:07:57 +0000 2020," RT @ rebelawyer : Jai Jai Shiv Shankar , secular country discriminates particular religion/s ? https : //t.co/GwMjNddKMd","Pune, Maharashtra, India"
Sat Mar 07 20:08:01 +0000 2020, @ RatanSharda55 @ Vijaysubbu1 Ratan Sharda ji ... .Poisonous snakes came Shaheen ..but 60 days action ? Left 47 dead inaction..so n't go CAA CAA ..india CAA ( 32000 refugees ) alone . As TTT I least bothered ... RSS might b cos Muslim wing,Delhi
Sat Mar 07 20:08:27 +0000 2020," ... Muslim , fate already decided . No amount bribe enough , officials Sanghi agents . ... Hindus , officials wo n't limit monetary bribe . NRC sheer exploitation families , esp , female members . https : //t.co/8cKnnydqvD",
Sat Mar 07 20:08:32 +0000 2020, Intelligence agencies uncover Pakistan funding Delhi riots anti-CAA protests . More revelations keep coming anti-CAA protests Delhi riots investigations proceed . # DelhiRiots # Pakistan # AntiCAAProtests https : //t.co/kmvi9yrZub,
Sat Mar 07 20:08:36 +0000 2020, @ castlvillageman @ vivamjm The old CAA reduced staff handed everything EASA . They would steep curve ramp everything . Good luck,Bulgaria
Sat Mar 07 20:08:44 +0000 2020, Pro-CAA folks often bring persecuted Christians justification law . But many Indian Christians skeptical . The Jesuit Major Superiors South Asia released statement condemns CAA & amp ; NRC also government 's `` divisive politics '' : 1/3,Mumbai
Sat Mar 07 20:08:57 +0000 2020," # CAA_NRC_NPR wil mk evry1 suffer . Evn Hindu 's wil b affectd , no1 spared . @ INCIndia alienated JK NE & amp ; minorities… https : //t.co/PT9TueQuHo",
Sat Mar 07 20:08:59 +0000 2020," RT @ ZaynReport : According Billboard , Zayn signed Creative Artists Agency ( CAA ) . https : //t.co/WZlqpesVnI",Katowice
Sat Mar 07 20:09:07 +0000 2020, The whole world see CAA/NPR/NRC discriminatory & amp ; unjust lead huge complications.They ill intentioned.These critics enemies India . Listen & amp ; ’ create unnecessary upheaval society . India must move ahead unitedly towards progress,
Sat Mar 07 20:09:17 +0000 2020, SC stays bail granted Karnataka high court 21 members PFI accused rioting Mangaluru anti-CAA protests . # Mangaluru # CAAProtest # NRC https : //t.co/dseKBu614u,
Sat Mar 07 20:09:23 +0000 2020," Absolutely disgusting ! An incapable Govt handle criticism . The people sue Govt . UP Erects Hoardings With Names , Photos Anti-CAA Protesters https : //t.co/DyJsr1Hxmd",India
Sat Mar 07 20:09:25 +0000 2020, In move publicly name shame participants anti CAA protests Lucknow – jeopardise lives hands miscreants – BJP govt UP put hoardings photos home addresses protestors strategic points . https : //t.co/dhTTM9jiKR,"दिल्ली, भारत"
Sat Mar 07 20:09:29 +0000 2020," Long live Constitution , long live love ' : Full speech Harsh Mander , govt says 'incited ' violence anti-CAA protests . @ harsh_mander https : //t.co/wZFsINV4wj",
Sat Mar 07 20:09:41 +0000 2020, @ incredibleindia Muslims groups Delhi blocked roads protest months CAA . CAA allows Indian citize… https : //t.co/M8nlIn6IEW,Deutschland
Sat Mar 07 20:09:41 +0000 2020, The entire Italian region Lombardy cut outside world . Citizens called upon ente… https : //t.co/t72UkZiXZ3,Nederland
Sat Mar 07 20:09:43 +0000 2020, # 76th day continuous # awereness movement # bhopal 1-Jan sampark abhiyan near station . 2- continuing bhopalsa… https : //t.co/i5QV4hcfJW,bhopal 
Sat Mar 07 20:09:49 +0000 2020," I hearty conversation Muslim colleague mine back . I listened perspective # CAA # NRC ... Much clarity thoughts I wish Muslims , protesting , creating nuisance country .","Aamchi Mumbai, Bharat."
Sat Mar 07 20:09:53 +0000 2020, @ TarekFatah They opposing know well doors India closed . Jealousy dishonesty end . We nothing Bangladeshi Muslims . It ’ India ’ decision & amp ; enter https : //t.co/tC5XNB5XjS,
Sat Mar 07 20:10:04 +0000 2020, RT @ yadavjr : @ TarekFatah @ narendramodi What business Bangladeshis protesting CAA ? Illegals must thrown India,delhi
Sat Mar 07 20:10:04 +0000 2020, Download NRC # Research Associateship Programs brochure learn # Research opportunities offer… https : //t.co/j6ZMpBzr0z,"Washington, DC"
Sat Mar 07 20:10:06 +0000 2020, Culture good governance missing # goodgovernance # Politics # DelhiViolance # delhivoilence # DelhiRiotTruth # DelhiRiot2020 # AmitShah # LokSabha # AdhirRanjanChaudhury # ShaheenBagh # Communalviolence # UNHRC # CAA_NRC_Protests # CAA . https : //t.co/jxOIF0Ewkr,
Sat Mar 07 20:10:07 +0000 2020, No country world says everybody welcome : Jaishankar CAA - https : //t.co/UcPEW2zgAR https : //t.co/Bx7y8buYce,Jammu | Kashmir | Delhi
Sat Mar 07 20:10:09 +0000 2020," RT @ PTI_News : Hundreds women different organisations Maharashtra participated march central Mumbai CAA , NRC & amp ; NPR","Mumbai, India."
Sat Mar 07 20:10:18 +0000 2020," Wife mother pakistani husband son refused use term `` illegal illegitimate islamofascist Muslim invaders '' Afghanistan , Pakistan Bengladesh .",भारत
Sat Mar 07 20:10:20 +0000 2020, Slay like Jaishankar,
Sat Mar 07 20:10:30 +0000 2020, @ HMOIndia @ DelhiPolice Shaheen Bagh mei free lunger khilane wale d.s . bindra @ aimim_national ke leader Sahab kya… https : //t.co/zp6zRmOfhS,
Sat Mar 07 20:10:31 +0000 2020," # Oslo , Norway🇳🇴 : Protest Demonstration Human Rights Violations IOJK Speakers strongly condemned fascist 🇮🇳Indian regime , CAA , killings # Muslims India atrocities IOJ & amp ; K # KashmirWantsFreedom @ UNHumanRights https : //t.co/alVF4lbxqS",
Sat Mar 07 20:10:55 +0000 2020," @ DavidHeadViews If CAA n't qualify internationally recognised air safety agency 31st December , doe… https : //t.co/OwkBSRB90R","Airstrip One, Oceania"
Sat Mar 07 20:11:00 +0000 2020," Coming 4️⃣PM , @ DrexelMBB faces UNCW opening round CAA Championships ⬇️⬇️⬇️",Philadelphia
Sat Mar 07 20:11:00 +0000 2020," This report factually wrong . The hearing BURMA India , gentleman noted selected Burma , given previous work . The India panelists Aman Wadud Assam . He “ India witness ” . https : //t.co/iyHPLC0rD2",
Sat Mar 07 20:11:10 +0000 2020," @ TarekFatah @ narendramodi That 's grouse ! The ascendency BJP pole position governing party upset grand Islamist plan Demographic invasion ! They feel current crop laws , especially CAA puts halt invasion ! Border states like WB need protected !",delhi
Sat Mar 07 20:11:24 +0000 2020, The district sessions court Bidar Thursday ruled play staged children Shaheen Urdu Medium School Citizenship ( Amendment ) Act ( CAA ) amount sedition . https : //t.co/IFedp6Rvb7,
Sat Mar 07 20:11:25 +0000 2020, CAA Protests – Sadhguru Citizenship Amendment Act & amp ; NRC - YouTube/ Truth CAA & amp ; NRC IN INDIA ! https : //t.co/OXQrrGBlNV,All over the world.
Sat Mar 07 20:11:29 +0000 2020, Follow guy . Many people talking CAA tournament .,North Carolina
Sat Mar 07 20:11:39 +0000 2020, @ goose777X @ mossels6 @ bobreeduk @ AlienPsyTing @ gpz01 @ DavidHenigUK What paragraph say ? Now direct u… https : //t.co/p91enSi3sP,England
Sat Mar 07 20:11:49 +0000 2020, What wrong naming shaming rioters ? This one greatest move @ CMOfficeUP Do n't want rioters shamed ? Stop non sense Jihadi agenda . https : //t.co/YPWjsFy1L4,"Patna, India"
Sat Mar 07 20:12:01 +0000 2020," `` By putting names , photos addresses , government putting life safety danger . '' A call public lynching humiliation made . Who needs 'Detention ' second class citizenship ? https : //t.co/8EgXIa8F0t",
Sat Mar 07 20:12:06 +0000 2020," Photos , full video footage , Commissioner remarks , witness testimonies USCIRF Hearing Citizenship Laws Religious Freedom available online - https : //t.co/kQanRx6f2Z # CAA # DelhiRiots2020 # Rohingyas https : //t.co/C806F4h8kF",
Sat Mar 07 20:12:17 +0000 2020, @ ResearchBharat Amit Shahs Biggest Failure ... Handling Anti CAA riots protests.. Yogis Biggest Success ... Handling Anti CAA riots protest,
Sat Mar 07 20:12:32 +0000 2020, @ vakeel_saheba I know many people ’ even know NRC,
Sat Mar 07 20:12:34 +0000 2020," . @ ProfVarshney : Using # CAA , # NRC render stateless large number Muslims , even born India & amp ; lived country decades , ancestors . That important reason protests ceased . # delhiriots2020 https : //t.co/kQanRx6f2Z",
Sat Mar 07 20:12:38 +0000 2020, RT @ aishshukla : Each day prove CAA rational ...,mumbai
Sat Mar 07 20:13:13 +0000 2020," Anti- # CAA Islamic terrorists lynched Ankit Sharma stabbing 400 times . Hoardings 'dissenters ' 'desh-drohies ' , destroyed public properties .","Mumbai, India."
Sat Mar 07 20:13:25 +0000 2020," Can give Bangladesh back Pakisthan , sit back n watch fun . Please WILL understand .",INDIA
Sat Mar 07 20:13:32 +0000 2020, Tips All-Weather Running : Robyn Lalonde I NRC Tips Stride I Nike https : //t.co/syrrlp7WuL,
Sat Mar 07 20:13:37 +0000 2020," We 🇵🇰 want peace world , warmonger Nazi ideology based modi 's regime 🇮🇳 severe threat peace wo… https : //t.co/gBtyvZIExT", PAKISTAN
Sat Mar 07 20:13:47 +0000 2020, RT @ SureshNakhua : Privacy concerns rioters ? ? ? So sweeet ! ! !,
Sat Mar 07 20:13:55 +0000 2020," Police n't file FIR Kapil Mishra says Goli Maro , wants charge Harsh Mander , campaigning hate ! Watch entire speech says fight divisive NRC must win love & amp ; brotherhood https : //t.co/rn54bLhLs8",india
Sat Mar 07 20:13:59 +0000 2020, RT @ BhavikaKapoor5 : International pressure BJP govt . https : //t.co/L6mt6F5pqT,London
Sat Mar 07 20:14:03 +0000 2020, RT @ enakshihaq : So # CAA_NRC_Protestestors hoardings . If creating dar ka mahaoul ? https : //t.co/ySpNkW…,"New Delhi, India"
Sat Mar 07 20:14:25 +0000 2020," @ StillReaping We .This CAA set 1972 , full 30 years EASA . It ’ uk expertise EASA use .",england
Sat Mar 07 20:14:30 +0000 2020, @ indSupremeCourt # CJIBobde Sir please pay heed get protestors # ShaheenBagh . It 's calamity waiting escalate . Indian agencies point Pak link anti-CAA protests - india news - Hindustan Times https : //t.co/hNChVukF44,
Sat Mar 07 20:14:34 +0000 2020, A Jihadi bit*h Bi*ch.. What expect ? ?,Pune
Sat Mar 07 20:14:41 +0000 2020," RT @ SouleFacts : This Holi , Let Us Welcome Our New Fellow Citizens-The Persecuted Refugees CAA Is Meant For https : //t.co/hucRcZtCdD","Mumbai, India."
Sat Mar 07 20:14:45 +0000 2020, @ AntonyGladstone @ BBCNews Go EU airport & amp ; look numbers airlines across world landing who… https : //t.co/NCF8QTcvGp,North Bucks.
Sat Mar 07 20:14:47 +0000 2020, @ DavidHenigUK Yet self-destruction name # Brexit . The CAA release number UK pilots left CAA European aviation authorities - leaving droves - UK licence worthless . The CAA 's influence international aviation never recover .,Hants
Sat Mar 07 20:14:58 +0000 2020, @ desimojito And non sense shaheen bag delhi riOts made Hindus back CAA-NRC conviction .,Place which is heaven - INDIA
Sat Mar 07 20:14:59 +0000 2020, @ MichaelKugelman Or pals describing citizenship AMENDMENT law ( CAA ) new citizenship law India t… https : //t.co/pqRdUvr7Rf,
Sat Mar 07 20:14:59 +0000 2020, Govt Unleashed Rioters End Anti-CAA Protests : Delhi Minorities Commis . @ khanumarfa @ thewirehindi https : //t.co/xsMgc0kLdV via @ YouTube,India
Sat Mar 07 20:15:00 +0000 2020, No country world says everybody welcome : Jaishankar CAA - https : //t.co/UNcRb2BFNo https : //t.co/4b8jsXOG3v,Jammu | Kashmir | Delhi
Sat Mar 07 20:15:14 +0000 2020," Just : Office UN Human Rights Commissioner ( OHCHR ) files intervention plea Supreme Court India CAA . Govt says hopes SC vindicate stand.. CAA internal matter , constitutionally valid : MEA","New Delhi, India"
Sat Mar 07 20:15:18 +0000 2020," 11 days back , I reported hooter system installed anti-CAA protest sites . Today @ indiatvnews team encountered system first hand .",
Sat Mar 07 20:15:19 +0000 2020, @ narendramodi ( 2/2 ) onerous shoulders relevance inflaming # DelhiViolence weighs u ; scheming Opposition & amp ; lumpen within anti CAA lobby r desperate 2 widen fires spark . Let 's allow petty men 2 hijack ur focus & amp ; aim . Crack rule law friend & amp ; foe alike .,"DELHI, KASHMIR"
Sat Mar 07 20:15:33 +0000 2020, @ nathansldennis @ mossels6 @ bobreeduk @ AlienPsyTing @ gpz01 @ DavidHenigUK Sigh It literally says The standards t… https : //t.co/04SoUWAfSo,
Sat Mar 07 20:16:05 +0000 2020," Take serious cognisance @ myogiadityanath , accused serious criminal cases & amp ; leads UP govt , makes distinction b/w accused & amp ; convicts . Here , alleged anti CAA protestors . Last 3 yrs , alleged 100 criminals killed police encounters https : //t.co/aDJF5IwTeD",the north east
Sat Mar 07 20:16:11 +0000 2020, Ohhh.. name judge Karnataka HC passed orders police anti-CAA protests case ! ! !,
Sat Mar 07 20:16:12 +0000 2020," RT @ jyotipunwani : So , courts","Mumbai, India"
Sat Mar 07 20:16:19 +0000 2020," @ Niranjan_etv @ Basantrajsonu # BREAKING_NEWS Amit Shah pull back CAA , NRC & amp ; NPR . Massive Victory Shaheen Bagh… https : //t.co/TgmRaCDuPy","new delhi, india"
Sat Mar 07 20:16:22 +0000 2020," What idiotic argument ! @ tavleen_singh saying legislation brought , case illegal act co… https : //t.co/H5eP40V0DM",United Kingdom
Sat Mar 07 20:16:23 +0000 2020," WOW - # Muslims # Bangladeshi @ Bangladesh @ USAID_BD KYA DARA RAHE HO HUMEIN MERE BHAI ? PROTEST PROVE 2 THNGS 1.THERE EXIST LOT OF # Bangladeshi `` ILLEGAL MIGRANTS '' IN NATION 2 . BRAVE ONLY MEN , NOT LIKE @ warispathan # ShaheenBagh WHERE COWARDS BRING SO-CALLED SHERNI/DADIS TO FRONT https : //t.co/LikyhQkP3i",
Sat Mar 07 20:16:27 +0000 2020," @ Basantrajsonu @ sighyush # BREAKING_NEWS Amit Shah pull back CAA , NRC & amp ; NPR . Massive Victory Shaheen Bagh ! 💪🏻… https : //t.co/W0ssEGWYss","new delhi, india"
Sat Mar 07 20:16:29 +0000 2020, Great judiciary system 🤫🙏,New Delhi India 🇮🇳
Sat Mar 07 20:16:38 +0000 2020," UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY","Chandigarh, India"
Sat Mar 07 20:16:41 +0000 2020, @ IoiTherealnacho @ Suewilson91 @ BremainInSpain @ BAESystemsAir @ RollsRoyce @ AirbusintheUK @ UK_CAA @ EASA Is fuck ... … https : //t.co/G0G8bOhcz9,France
Sat Mar 07 20:16:49 +0000 2020, Are n't responsible ? Who encouraged terrorism Jamia Milia & amp ; ShaheenBagh name Anti-CAA ? You reap sow . But many Hindus lost lives & amp ; properties Delhi Riot MusIims ignored .,
Sat Mar 07 20:16:50 +0000 2020," RT @ MohdRashedFaraz : CAA , NPR , NRC issues Muslims , says @ imAkbarOwaisi https : //t.co/Ko4IQR4M15 @ asadowaisi",Jubilee Hills Constituency 
Sat Mar 07 20:16:54 +0000 2020, Putting names addresses anti CAA protestors like inviting far right thugs attack . Remember Gauri Lankesh ? https : //t.co/D1zrvsogDy,Varanasi
Sat Mar 07 20:17:10 +0000 2020," @ youpvanthek @ nrc Ge-wel-dig , Youp ! ! ! ! ! ! 😂","Málaga, Andalucía"
Sat Mar 07 20:17:13 +0000 2020, Anti-CAA protests hammer foot . They ‘ aroused unity Hindus . They ’ expressing openly . They ’ cemented Yogi ’ second term . They ’ strengthened Modi-Shah ’ resolve continue taking steps like population control UCC .,New Delhi 
Sat Mar 07 20:17:13 +0000 2020," AIMIM Floor Leader Akbaruddin Owaisi today TS Assembly- Muslims CAA , We Muslims Wish give Citizenship Hindus State Hindus Country Objections . We Objection blacklaw Constitution . https : //t.co/F03PkHIiqJ","Mumbai, India"
Sat Mar 07 20:17:40 +0000 2020, The UKs CAA ( Civil Aviation Authority ) body expected takeover UKs aviation regulator doubts p… https : //t.co/Llur4QOeil,Senior Club in the City #Everton
Sat Mar 07 20:17:44 +0000 2020, We Support CAA,"Thamizh Naadu (State), India"
Sat Mar 07 20:17:53 +0000 2020, Indian legal theory : Make SC powerful emergency happens use power stop emergency . Emperical reality : SC made powerful every time emergency happens use powers -- help emergency . https : //t.co/0KtZ0kN5pg,"Bareilly, India"
Sat Mar 07 20:18:01 +0000 2020, RT @ PTI_News : Ca n't anyone 's case govt Parl n't right set citizenship terms ; every govt : External affairs…,"Mumbai, India."
Sat Mar 07 20:18:01 +0000 2020, Horrible !,"Pleasanton, CA"
Sat Mar 07 20:18:03 +0000 2020, That # CAA necessary . # Pakistan society anti-NonMuslims would n't allow poor # Hindu cremate 13 year old daughter would allow bury lands . Sickening # PakistanIsTerrorState,"Hyderabad, India"
Sat Mar 07 20:18:03 +0000 2020, This happening Greece turkey borders https : //t.co/DdEvvd53vx,
Sat Mar 07 20:18:04 +0000 2020, The # CAA tournament begins today ! Seeds 7-10 action beginning 4 ET Entertainment Sports Arena… https : //t.co/obIxub6TpR,
Sat Mar 07 20:18:05 +0000 2020," @ nlhindi # BREAKING_NEWS Amit Shah pull back CAA , NRC & amp ; NPR . Massive Victory Shaheen Bagh ! 💪🏻✌🏻 Read ... https : //t.co/1oQ1SYoOHn","new delhi, india"
Sat Mar 07 20:18:11 +0000 2020," https : //t.co/47dZBpAnc7 Girls , please one # AuratMarch2020 women & amp ; girls # raped # Kashmir . One women harassed # Palestine & amp ; one women physically beaten # India # Muslim ! # StandUp4HumanRights",#University of Management 
Sat Mar 07 20:18:14 +0000 2020, @ nathansldennis @ mossels6 @ bobreeduk @ AlienPsyTing @ gpz01 @ DavidHenigUK Wong wrong wrong I UK issued UK lic… https : //t.co/kd3TtJd5Vz,
Sat Mar 07 20:18:35 +0000 2020," Words wisdom Madhav Godbole , former Union home secretary , @ narendramodi @ amitshah care sane advice https : //t.co/IWKCb1eGd9 via @ thewire_in","Gulbarga, India"
Sat Mar 07 20:18:35 +0000 2020," @ nlhindi @ tahirjournalis3 # BREAKING_NEWS Amit Shah pull back CAA , NRC & amp ; NPR . Massive Victory Shaheen Bagh ! … https : //t.co/nciHKGgFr0","new delhi, india"
Sat Mar 07 20:19:09 +0000 2020," The Sanghis never b woman 's friend.Women gone thru maximum torment BJP , b rapes , murder witnesses , molestation , acid attacks , riots , unemployment , CAA woes & amp ; . They talking Women 's empowerment cruel joke # WomanKiBaat","Bengaluru, India"
Sat Mar 07 20:19:20 +0000 2020, Judges tilt toward ...,"Guwahati, India"
Sat Mar 07 20:19:23 +0000 2020, This classic example fear mongering @ DelhiPolice done last 3 months created much fear among muslims forced hit streets . You also responsible death ankit sharma tavleen ji ! How u feel see blood ur hands ?,भारत
Sat Mar 07 20:19:26 +0000 2020, Shoutout Hunter Woods ( @ hunterwoods1905 ) earning CAA All-Rookie Team Honors season ! ! 🔥 📝 | https : //t.co/srf0uAlyaf # Team107 # HeatRises🔥 https : //t.co/23Q5KwGoKP,"Long Beach, CA"
