Created At,Text,Location
Sun Mar 08 23:43:12 +0000 2020," @ pbhushan1 Comity nations like USA , RuSSia , France , Italy , Germany , Korea , Japan , Myanmar , Bangladesh , Nepal an… https : //t.co/FuzGC81J3B",
Sun Mar 08 23:43:32 +0000 2020, RT @ StayHumanIndia : CAA ’ affect Indian Muslims : BJP MP Dr @ Swamy39 ji Coimbatore International Airport https : //t.co/OwisSysXlN,
Sun Mar 08 23:43:51 +0000 2020, @ JaneyGodley @ ScotTories @ TwitterSupport @ LouiseRawAuthor got CAA harassing woman .,Your Face
Sun Mar 08 23:44:50 +0000 2020," @ surrey_falcons Awesomeness , congratulations ! In celebration CAA extend special pricing custom full embroid… https : //t.co/ZCGyakQLtm","Seattle, WA Area"
Sun Mar 08 23:44:54 +0000 2020, No country says everybody welcome : EAM Jaishankar CAA https : //t.co/jBZYmWDQHA,"Hyderabad, India"
Sun Mar 08 23:45:06 +0000 2020, . @ Towson_MBB ( 19-12 ) plays Northeastern CAA quarters 8:30 p.m. Tigers HC Pat Skerry : `` I 'm really proud of… https : //t.co/OnToCooGmi,"Baltimore, MD"
Sun Mar 08 23:45:50 +0000 2020, Hilarious IS groups links make anti CAA international issue ! Delhi : Couple alleged IS group links held… https : //t.co/Nl5OM1i5aK,
Sun Mar 08 23:45:52 +0000 2020, Hilarious IS groups links make anti CAA international issue ! Delhi : Couple alleged IS group links held… https : //t.co/Krymq10sYD,
Sun Mar 08 23:46:17 +0000 2020," If ’ already , follow @ maxgongaware Elon ’ basketball team works finish big upset CAA Tou… https : //t.co/VVCPIk4CFA","From the 215 - Bucks Co., PA"
Sun Mar 08 23:46:25 +0000 2020, RT @ RightistSingh : @ ANI Media : Dadis Organised Shaheen Bagh movement Reality : ISIS Organised Shaheen Bagh Module https : //t.co/OY8YJwhbnR,melbourne
Sun Mar 08 23:47:13 +0000 2020, RT @ shubh19822 : He 's attacked 's Bihari . No CAA No NRC - Pure hate .,
Sun Mar 08 23:47:21 +0000 2020, RT @ RightistSingh : @ ANI # Media : Dadis Organised Shaheen Bagh movement # Reality : ISIS Organised Shaheen Bagh Module 😬 https : //t.co/Z0Ohzf01…,melbourne
Sun Mar 08 23:47:46 +0000 2020," Jethi , Krishan Kolhi ’ daughter picked gun point house Kareem Baksh village Hyderabad , Sindh Ijaz Brohi , Sawali Brohi , Qurban Chato , raped 3 days & amp ; thrown unconscious state infront house # CAA protesters , celebrate cost innocent lives ! https : //t.co/TIPEqXrYYE https : //t.co/lxUcgvBPDF","New Delhi, India"
Sun Mar 08 23:47:51 +0000 2020, Under-4 District . Elon 60-54 . William & amp ; Mary gone cold scored last 4:27 closing w… https : //t.co/KhJd4Xbpai,D1scourse HQ (Baltimore/D.C.)
Sun Mar 08 23:47:53 +0000 2020, @ ReallySwara Selfie people likely shunned non-existent detention centre deported via non-existent NRC !,
Sun Mar 08 23:48:04 +0000 2020, @ vishuk69 @ MansoorAzad @ RupaniGarcon @ sushant_says @ AbdurRahman_IPS @ mishu_54 @ deepsealioness @ IndiasMuslims… https : //t.co/KF1I1eNF5s,
Sun Mar 08 23:48:21 +0000 2020," @ ExSecular @ HMOIndia I live Melbourne , I pretty sure ones gon na turn mullah chap protest ... .… https : //t.co/7LpKbpBax8",Australia
Sun Mar 08 23:48:53 +0000 2020, RT @ SwarajyaMag : Jaishankar drew attention UNHRC handled Kashmir issue past . https : //t.co/UB8uegWxuL,"Mumbai, India"
Sun Mar 08 23:49:03 +0000 2020," Let ’ Encrypt revoking 3 million TLS certificates , following discovery bug affects way rechecks CAA records . https : //t.co/fjPadqipAY",São Paulo
Sun Mar 08 23:49:35 +0000 2020, @ hawppinessey u caa,.
Sun Mar 08 23:50:08 +0000 2020, Under-4 District . Elon 60-54 . William & amp ; Mary gone cold scored last 4:27 closing within two . Elon 3:21 away becoming first CAA No . 7 seed reach semifinals since 2004 ( UNC Wilmington ) .,Seattle / Phoenix
Sun Mar 08 23:50:13 +0000 2020, # Women'sDay Special | In Solidarity Against CAA-NPR-NRC | Karwan e Mohabbat https : //t.co/1jLJPFaGL5 via @ YouTube,
Sun Mar 08 23:50:37 +0000 2020, This would Bill Mary thing . *heavy sigh* : - ( https : //t.co/pawv64DQdf,Seattle / Phoenix
Sun Mar 08 23:50:53 +0000 2020, @ mishu_54 CAA violates basic Principles democracy # UN Rejects CAA,
Sun Mar 08 23:51:01 +0000 2020," As Bihar becomes first NDA state pass resolution NRC-NPR , interview @ PavanK_Varma important understand politics behind . Pavan Varma ask Nitish Kumar opposed NRC-NPR support CAA ? @ thewire_in https : //t.co/EDkpfeJ12v",
Sun Mar 08 23:51:08 +0000 2020, @ hasyakyla Astaga caa,
Sun Mar 08 23:51:10 +0000 2020, RT @ MattZemek : This would Bill Mary thing . *heavy sigh* : - ( https : //t.co/pawv64DQdf,Somewhere on planet Earth
Sun Mar 08 23:51:19 +0000 2020," https : //t.co/9JQlImGL6z If # PrayagrajHC interferes executive decisions & amp ; orders remove hoardings , @ myogiadityanath govt shd file PiL change court 's name & amp ; ask court deposit losses . Later court recover criminals taking sweet time .",
Sun Mar 08 23:51:43 +0000 2020, Delhi Police nabs Islamic State-linked terrorist couple Jamia Nagar motivating Muslims unite CAA carry terror strikes https : //t.co/uTarMDFsDD,
Sun Mar 08 23:51:44 +0000 2020, RT @ horowitz39 : Religion peace,
Sun Mar 08 23:51:47 +0000 2020," RT @ bhootnath : We staring ISIS style civil war , 's fully manifested visible spectrum .",आर्यावर्त
Sun Mar 08 23:51:49 +0000 2020," # DelhiRiots # antihindudelhiriots2020 # StandWithModi And say protesting peacefully.. true face peaceful community terrorist religion . It clear need CAA , NRC NPR . https : //t.co/oiyZaCK7D5","Portsmouth, London "
Sun Mar 08 23:51:51 +0000 2020, Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp Shaheen Bagh Teππor Camp https : //t.co/Z0Ohzf01zN,"Nagpur, India"
Sun Mar 08 23:51:51 +0000 2020," @ AskAnshul Were surprised Syria Module Delhi ? Here connection : Jahanjeb Sami & amp ; Hina Bashir linked Khorasan Module ISIS apprehended Jamia Nagar , Okhla . These Terrorists motivating anti-CAA protests & amp ; # DelhiRiots ! ! # DelhiAntiHinduRiots2020 https : //t.co/x3qKEgoJTb",
Sun Mar 08 23:52:15 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack of… https : //t.co/HkxKD97Z9z",
Sun Mar 08 23:52:21 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack of… https : //t.co/TcetHeBwn9",
Sun Mar 08 23:52:21 +0000 2020," So celebrity historian @ DalrympleWill tweeting fake video explanation . Only wonder wrote history , refer… https : //t.co/7M2oF1baw6",France
Sun Mar 08 23:52:29 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack of… https : //t.co/HRBrdQY25J",
Sun Mar 08 23:52:39 +0000 2020, This blind faith caused fiasco demonetization . We trust person chronic liar .,"Bangalore, India"
Sun Mar 08 23:52:41 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack evidence https : //t.co/8Aqfoik0O9",
Sun Mar 08 23:52:55 +0000 2020," 41st day Janajagaran Padayatra CAA led Assam PCC president , MP Ripun Bora Howly , Chenga Sorukshetri today . Ex CM Tarun Gogoi , ACLP deputy Leader Rakibul Hussain , MP Abdul Khaleque , MLAs many senior leaders joined today 's Padayatra . https : //t.co/PJf9sadk8d","Nagpur, India"
Sun Mar 08 23:52:57 +0000 2020, Show rule law & amp ; strongly works .,"Haridwar, India"
Sun Mar 08 23:53:00 +0000 2020, Assam NRC authorities hand rejection slips https : //t.co/nzgmN1wJid,
Sun Mar 08 23:53:02 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack evidence https : //t.co/ADaRvkQQ64",London / Mumbai
Sun Mar 08 23:53:27 +0000 2020, @ svaradarajan @ kavithamurali @ thewire_in Are playing divide rule Hindus ? Dalits integral Hi… https : //t.co/8j8ZYa9yFF,"Marine Lines, Mumbai"
Sun Mar 08 23:53:29 +0000 2020, @ PMOIndia @ narendramodi There one question Prime Minister ask opponents CAA : - If Pakist… https : //t.co/2KmWqS1E8M,
Sun Mar 08 23:53:59 +0000 2020, @ rsprasad There one question Prime Minister ask opponents CAA : - If Pakistani Banglad… https : //t.co/mr3ilc1FjV,
Sun Mar 08 23:54:02 +0000 2020, # CAA # JIHAD @ Tinder Anti # CAA # Rioters # Recruited # SocialMedia # Platforms including # Dating # App… https : //t.co/YxU2ZfCn1z,"New Jersey, USA"
Sun Mar 08 23:54:03 +0000 2020," Commies gangsters , criminals anti-nationals",Pale blue dot
Sun Mar 08 23:54:12 +0000 2020," Violation Privacy ? Privacy disrupt law & amp ; order , destroy public property disturb public life ? Privacy blackmail establishments violence try spread anarchy ? Privacy Goons , Jihadis Terrorists ? https : //t.co/JyYOdutqV7",
Sun Mar 08 23:54:28 +0000 2020, @ PiyushGoyal There one question Prime Minister ask opponents CAA : - If Pakistani Bang… https : //t.co/HAJI9AIsDA,
Sun Mar 08 23:54:35 +0000 2020," Slowly surely getting know , anti- # CAA 'protests ' intentional inflammatory disinformation campaign certain # media # MSM persons opedists . Hate , bigotry big money makes toxic cocktail . https : //t.co/yIodU7M3lb",
Sun Mar 08 23:54:39 +0000 2020, CAA ’ Bryan Lourd subject negative campaign posters distributed # malibu,"Malibu, CA"
Sun Mar 08 23:54:53 +0000 2020, CAA ’ Bryan Lourd subject negative campaign posters distributed # malibu https : //t.co/Tpf7HeTcRy,"Malibu, CA"
Sun Mar 08 23:54:53 +0000 2020, @ myogiadityanath There one question Prime Minister ask opponents CAA : - If Pakistani or… https : //t.co/khIgPgqoyU,
Sun Mar 08 23:54:57 +0000 2020," RT @ ExSecular : Commies gangsters , criminals anti-nationals","Mumbai, India"
Sun Mar 08 23:54:58 +0000 2020," # BREAKING Allahabad HC summons Yogi govt hoardings anti-CAA protesters . Chief Justice called district magistrate police Commissioner Lucknow hearing 10am , Sunday .","London, England"
Sun Mar 08 23:55:00 +0000 2020," Congrats New Heights alumni Tyson Walker selected Colonial Athletic Association All-Rookie Team . Tyson led freshman CAA assists ( 97 ) , steals ( 50 ) averaged 10pts game . # NewHeightsNYC 🔴🔵 https : //t.co/7sptDJDvrg",New York
Sun Mar 08 23:55:01 +0000 2020, CAA ’ Bryan Lourd subject negative campaign posters distributed # malibu https : //t.co/0QFAa2AIaP,"Malibu, CA"
Sun Mar 08 23:55:12 +0000 2020, @ Swamy39 There one question Prime Minister ask opponents CAA : - If Pakistani Banglade… https : //t.co/zwK9SfjV2Y,
Sun Mar 08 23:55:52 +0000 2020, @ MamataOfficial There one question Prime Minister ask opponents CAA : - If Pakistani B… https : //t.co/BtYlN9fNlk,
Sun Mar 08 23:55:55 +0000 2020, `` The political Machiavellis behind CAA NRC might hoped deepen divides Muslims Hindus ha… https : //t.co/zwEPFWnvoE,
Sun Mar 08 23:56:00 +0000 2020, This rogue PIL joker attacking SC shamelessly sentence talking faithful const… https : //t.co/GPpygrXaLZ,"Singapore / Hyderabad, India"
Sun Mar 08 23:56:04 +0000 2020, `` The political Machiavellis behind CAA NRC might hoped deepen divides Muslims Hindus ha… https : //t.co/csvQrfOjO7,
Sun Mar 08 23:56:11 +0000 2020, @ republic There one question Prime Minister ask opponents CAA : - If Pakistani Banglad… https : //t.co/twzDUgy9pU,
Sun Mar 08 23:56:13 +0000 2020, `` The political Machiavellis behind CAA NRC might hoped deepen divides Muslims Hindus ha… https : //t.co/W4ui6lnuqv,
Sun Mar 08 23:56:43 +0000 2020," Pence speelt Raspoetin , Trump holt de instituties uit via @ nrc https : //t.co/TV4oJZjWuV",Sassenheim
Sun Mar 08 23:56:48 +0000 2020, @ ArnabGoswamiRtv There one question Prime Minister ask opponents CAA : - If Pakistani or… https : //t.co/acwQBbtGrS,
Sun Mar 08 23:57:08 +0000 2020, Begum MAMATA IS TRYING HARD TO CONVERT WEST BENGAL A MINI PAKISTAN HINDUS ARE BEING BUTCHERED BY SUPPORT OF STATE POLICE IT HAS JUNGLE RAJ EVEN PM IS NOT ALLOWED TO GIVE SPEECH AT TIMES OF ELECTION PPL THERE SHOULD THROW TMC SO IT COULD BE SEEN AS SONAR BANGLA AGAIN,"New Delhi, Delhi"
Sun Mar 08 23:57:11 +0000 2020," Perhaps , reminder needed dismissing anti-CAA protests gimmicks . India ’ vulnerable taken streets protect ’ holiest book . The Constitution India . What rest protecting ? @ meherness @ goswami_mayukh https : //t.co/o7JEdYFxU3",
Sun Mar 08 23:57:34 +0000 2020, @ nsitharaman @ nsitharamanoffc There one question Prime Minister ask opponents CAA : - If… https : //t.co/i7jvsDkmo6,
Sun Mar 08 23:57:39 +0000 2020," This threatens UK Aviation industry , CAA prove meets EASA standards one assumes UK operator would allowed fly EU airspace . # Brexitshambles UK withdraw EU aviation safety regulator , Shapps says https : //t.co/nhi4ZGVt3b","England, United Kingdom"
Sun Mar 08 23:57:39 +0000 2020, We expect see similar things PH HC JUSTICE MURALIDHAR 👍👍👍👍👍 @ narendramodi @ PMOIndia FASCIbaadi humlo… https : //t.co/PuJNlfAUlh,
Sun Mar 08 23:57:42 +0000 2020," Anti-CAA protests : In Bihar ’ Aurangabad , police file chargesheet ‘ rioters ’ , drop five names due lack evidence https : //t.co/Pz626a4nJ1",
Sun Mar 08 23:57:50 +0000 2020, @ nitin_gadkari There one question Prime Minister ask opponents CAA : - If Pakistani Ba… https : //t.co/x4cEDlLHbA,
Sun Mar 08 23:58:00 +0000 2020, @ ReallySwara @ devduttmyth Bollywood trying show knowledge Puranas ? I ’ know taught JN… https : //t.co/xkfRXNfgQp,
Sun Mar 08 23:58:01 +0000 2020, A CAA functionality bug caused Let 's Encrypt revoke 3 million certificates . Learn blog : https : //t.co/fyJ8qgj2fz # encryption # TLS # cybersecurity https : //t.co/MesqIKN5sW,Internet
Sun Mar 08 23:58:05 +0000 2020, RT @ kanimozhi : Is Judiciary system protecting criminals ? # SuoMoto .,SHENCOTTAI
Sun Mar 08 23:58:06 +0000 2020, @ NitishKumar There one question Prime Minister ask opponents CAA : - If Pakistani Bang… https : //t.co/jyO0XvoYeB,
Sun Mar 08 23:58:19 +0000 2020," The definition madness ! UK withdraw EU aviation safety regulator , Shapps says https : //t.co/9r1qlDhYJw # madness # madness # madness # UK # BREXIT # EASA # CAA","England, United Kingdom"
Sun Mar 08 23:58:23 +0000 2020, RT @ ExSecular : Shaheen bagh ISIS link .. nothing surprising https : //t.co/aowMnIzEQP,
Sun Mar 08 23:58:31 +0000 2020, @ Shehzad_Ind There one question Prime Minister ask opponents CAA : - If Pakistani Bang… https : //t.co/kWrG5zp4tU,
Sun Mar 08 23:58:34 +0000 2020," India formally acknowledged two things CAA : 1 ) Islamic hegemony causes persecution religions , and… https : //t.co/vGwQvXjgYR",
Sun Mar 08 23:58:40 +0000 2020, Here 's really effective exercise getting worked Islamist rulers Iran 'criticizing ' # CAA passed democratically elected Parliament India : Step 1 : Take deeeeeeeeep breath Step 2 : Hold 17 minutes 23 seconds 🙂🤗,Nangloi Yamunapar Colony
Sun Mar 08 23:58:48 +0000 2020, @ gauravbh There one question Prime Minister ask opponents CAA : - If Pakistani Banglad… https : //t.co/7jrMvaxaMk,
Sun Mar 08 23:58:55 +0000 2020, Right & amp ; Wrong : How anti-CAA stir became Muslim upsurge Modi govt https : //t.co/cCuKwgo0wP,"Washington, DC - Chennai"
Sun Mar 08 23:59:15 +0000 2020, S/o girl @ allie_barefoot2,
Sun Mar 08 23:59:38 +0000 2020, @ HalkutHateli @ MichaelKugelman What logic ! '' I n't know 's wrong # CAA . Ca n't says whats wrong it.… https : //t.co/cMUQaoyoOk,
Sun Mar 08 23:59:50 +0000 2020," This clear Fasist Govt Karnama . We Know Hindu_Terr @ orist burn Delhi . But nationalist @ rror mobs free despite faces visible camera . The new Constitution fascist govt criminalise , demonise & amp ; punish muslim Only . # muslimgenocide https : //t.co/cDfkl6B2kl",
Mon Mar 09 00:00:01 +0000 2020, How violation ? When protesters protest protest toilets ? Or open streets ? If open protests violate anyone ’ privacy posters violate anything ? What privacy u talking ? https : //t.co/hFfREuq0cg,
Mon Mar 09 00:00:04 +0000 2020, @ bharatk8 @ suhasinih There r many tax payers India revolt CAA implemented,"Bengaluru, India"
Mon Mar 09 00:00:09 +0000 2020, RT @ seriousfunnyguy : Shaheen Bagh ne Kitne bagh ujad diye ! ! ! The count still ! 😢 https : //t.co/tksTzbLttF,
Mon Mar 09 00:00:10 +0000 2020, . @ zaynmalik signed CAA . Check song grad Henrique Andrade worked ! https : //t.co/rg2qPDxWqi,"Hollywood, CA"
Mon Mar 09 00:00:29 +0000 2020, @ NatashaFatah @ TarekFatah @ CraigDamian @ munkschool They stay remainder Turkey Europe stop l… https : //t.co/6Qvbxr7xA2,
Mon Mar 09 00:00:35 +0000 2020," RT @ DrexelMBB : Dragons UNCW , face Hofstra Sunday . RECAP➡️https : //t.co/dQiRcmCOIL",
Mon Mar 09 00:00:36 +0000 2020, Horrific & amp ; Heartbreaking & amp ; Enraging😡,"Connecticut, USA"
Mon Mar 09 00:00:39 +0000 2020, RT @ DrexelMBB : CAA Quarterfinals 20 minutes away . Here Drexel starters . https : //t.co/7fhMG4T9ez,
Mon Mar 09 00:00:46 +0000 2020," Most expensive personalised number plates Western Cape . ( 1–CAA ) upto R150k ( 3 digit-CAA ) =R8,000 . ( 1 – WP ) =R10k . In GP 3 characters= R5,950 4 7=R3,450 . Others charge flat rate : EC=R4,850 . Mpum=R4,700 KZN=R3,500 Limp=R3,200 . FS=R3,000 NW=R2,800 NC=R2,530",South Africa
Mon Mar 09 00:00:49 +0000 2020," I really ’ understand Indian Muslim brothers worried CAA , NRC n NPR ? Do really need more… https : //t.co/U2Q5A6xgHK",
Mon Mar 09 00:00:58 +0000 2020, India stand cAa https : //t.co/OoKIHxOrph,Barh ChittorgarhofBiharPatna
Mon Mar 09 00:00:59 +0000 2020, RT @ DrexelMBB : Drexel season ends hands Hofstra CAA Quarterfinals . https : //t.co/2uuG3A1lU1,
Mon Mar 09 00:01:06 +0000 2020," Wiliiam & amp ; Mary needs miracle , trailing Elon 68-63 13.4 seconds left # CAA quarterfinal .",
Mon Mar 09 00:01:07 +0000 2020," Given current crisis three dimensions:1 ) The contrived violent anti-CAA agitation communal lines 2 ) The tail spin Indian economy due MoF novices & amp ; 3 ) The C Virus pandemic , Namo govt needs focus forgetting adventures like selling Air India",
Mon Mar 09 00:01:27 +0000 2020, Hilarious IS groups links make anti CAA international issue ! Delhi : Couple alleged IS group links held Jamia Nagar ‘ inciting ’ anti-CAA protestors https : //t.co/w4JaRn3YQ0,
Mon Mar 09 00:01:44 +0000 2020, Instead getting yer saggy auld chebs oot London Bridges ... . Get yer fkkn act together go get wee la… https : //t.co/PPFEc0wVuC,Hamilton
Mon Mar 09 00:01:49 +0000 2020, @ uday306 Idiot ? Who asked CAA prove citizenship ?,
Mon Mar 09 00:02:06 +0000 2020," India continues sink cesspool . First , well planned conspiracy , goons ModiShah links unleash ter… https : //t.co/Xl3m5sjDV7",Canada
Mon Mar 09 00:02:09 +0000 2020, RT @ TamilGuardian : UN Secretary General raises concerns CAA India https : //t.co/SWodxSkgAT # India,EELAM
Mon Mar 09 00:02:13 +0000 2020, Oh God ... .but also know punishment given days .,"Bengaluru, India"
Mon Mar 09 00:03:02 +0000 2020," # GoTribe # CofC go # CAA tourney , 1 done . The two best players league go without… https : //t.co/VCO7LpRI5w",
Mon Mar 09 00:03:02 +0000 2020, `` Badla '' goonda ... '' Badlao '' people India come soon ... We independence British goons We surrender independence anti-national goons @ _SwarajIndia,Goregao(W) Mumbai- 400062
Mon Mar 09 00:03:07 +0000 2020," `` The political Machiavellis behind CAA NRC might hoped deepen divides Muslims Hindus ended also deepening divides tribals non-tribals , Bengalis Assamese , . '' @ MrSamratX writes . https : //t.co/19opoS5IU3",
Mon Mar 09 00:03:12 +0000 2020," FINAL Elon 68 , W & amp ; M 63 . The Tribe 's greatest regular-season 70 years followed quarterfinal exit C… https : //t.co/91KTGKi3Xx",Earth
Mon Mar 09 00:03:25 +0000 2020, It 's going happen . Elon wins Tribe 's NCAA drought continues . # CAA,
Mon Mar 09 00:03:29 +0000 2020, Show country says everybody welcome : External Affairs Minister @ DrSJaishankar ji There 's none ! Nations related rules . But everyone coming India setup citizenship criteria ? `` We n't run Dharmashalas '' https : //t.co/HOR4y3Wxzd,
Mon Mar 09 00:03:37 +0000 2020, William & amp ; Mary truly cursed .,
Mon Mar 09 00:03:42 +0000 2020, @ NalinSKohli There one question Prime Minister ask opponents CAA : - If Pakistani Bang… https : //t.co/MKmAAUDlWP,
Mon Mar 09 00:03:47 +0000 2020," In CAA protest , Indian Muslims Pyaaj v khaye aur Joootay v. Abb samajh gaye Yogi , Modi aur samjhayey ? CAA & amp ; NRC r Ma… https : //t.co/u0If9MTmvE",
Mon Mar 09 00:03:50 +0000 2020, Anti-CAA protests : AMU students coordination committee constitutes legal help desk varsity ’ Bab-e-Syed help… https : //t.co/ZN573rU79h,Emerald Triangle
Mon Mar 09 00:03:52 +0000 2020," wow . This sucks , really",Virginia
Mon Mar 09 00:03:58 +0000 2020," FINAL : No . 7 Elon 68 , No . 2 William & amp ; Mary 63 . Elon ( 13-20 ) moves onto semifinals first time six se… https : //t.co/hJk8lz6vN1",D1scourse HQ (Baltimore/D.C.)
Mon Mar 09 00:04:01 +0000 2020," After watching video , still oppose CAA , barbaric ! This Hindu Pakistan narrates left acres land & amp ; fled India ! https : //t.co/xVHlN3iKhh",Bharat 
Mon Mar 09 00:04:05 +0000 2020," External Affairs Minister Jaishankar Slams UNHRC For Criticism Over CAA , Abrogation Of Article 370 In J & amp ; K https : //t.co/gAfpUMuvJN",
Mon Mar 09 00:04:07 +0000 2020," RT @ morrisoncrying : wow . This sucks , really",Chicago
Mon Mar 09 00:04:09 +0000 2020," @ mid_madness colonial bracket busted , first CAA game ?",somewhere in the glove state
Mon Mar 09 00:04:12 +0000 2020, On-brand .,"Virginia, USA"
Mon Mar 09 00:04:23 +0000 2020, Wow . William Mary lost first CAA tourney game . No NCAA tourney Tribe . Heartbreaker .,"Richmond, VA"
Mon Mar 09 00:04:27 +0000 2020, A stunner nation 's capital Elon knocks William & amp ; Mary CAA Tournament quarterfinals .,Hoopville
Mon Mar 09 00:04:27 +0000 2020, Mike Schrage making postseason charge .,C-Bus
Mon Mar 09 00:04:29 +0000 2020," FINAL : No . 7 Elon 68 , No . 2 William & amp ; Mary 63 . Elon ( 13-20 ) moves onto semifinals first time six seasons CAA CAA tournament games two days previous five years combined . Hunter Woods 20 points 15 rebounds .","Raleigh, NC"
Mon Mar 09 00:04:41 +0000 2020, Thought year W & amp ; M ...,"Fairfax, VA"
Mon Mar 09 00:04:41 +0000 2020," FINAL l ELON 68 , WILLIAM AND MARY 63 We major upset folks . My favorite # 2 seed CAA Tournamen… https : //t.co/kyk2NkHI1u",
Mon Mar 09 00:04:46 +0000 2020, UP government literally painted giant target backs anyone dares dissent . This open call violence “ vigilantes ” State . https : //t.co/fWoHum1ebJ,"Sector 27, Noida"
Mon Mar 09 00:04:48 +0000 2020, Whoa .,
Mon Mar 09 00:04:55 +0000 2020, CAA quarterfinals : Elon upsets No . 2 seed W & amp ; M 68-63 . Elon CAA semis first time ever . Hunter Woods ( … https : //t.co/hvL0wAXf9p,"Burlington, NC"
Mon Mar 09 00:04:56 +0000 2020," I talking @ BGMull Friday night high @ CoachSchrage Elon club . Now , t… https : //t.co/bdgvxcsoQJ",SOUTH CAROLINA --
Mon Mar 09 00:04:56 +0000 2020, The streak lives William & amp ; Mary goes 7 seed CAA Still tournament appearances program history,City of Champions
Mon Mar 09 00:04:58 +0000 2020," RT @ SalmanSoz : When comes raising hopes , high courts seem supreme .",
Mon Mar 09 00:05:00 +0000 2020, William & amp ; Mary becomes first No . 2 seed get bounced CAA quarterfinals since Drexel 2004 . Nathan K… https : //t.co/jewjCjlOtC,D1scourse HQ (Baltimore/D.C.)
Mon Mar 09 00:05:11 +0000 2020, phenomenal career Nathan Knight comes end : ( William & amp ; Mary bounced CAA Tourney 2 seed goes,"Las Vegas, NV"
Mon Mar 09 00:05:22 +0000 2020, I would ’ never thought would 5 seed 7 seed CAA Semifinals . This conference wild,Just Happy to be Here
Mon Mar 09 00:05:33 +0000 2020," William & amp ; Mary becomes first No . 2 seed get bounced CAA quarterfinals since Drexel 2004 . Nathan Knight 24 points 10 rebounds Tribe ( 21-11 ) , remain 0-for-Forever comes making NCAA tournament .","Baltimore, MD"
Mon Mar 09 00:05:33 +0000 2020," If W & amp ; M ’ make NCAA Tournament year like much talent , I ’ see th… https : //t.co/AYyfeZHiZe",Virginia
Mon Mar 09 00:05:35 +0000 2020," FINAL Elon 68 , W & amp ; M 63 . The Tribe 's greatest regular-season 70 years followed quarterfinal exit CAA tournament . Nathan Knight : 24 points , 10 rebounds final game .",
Mon Mar 09 00:05:47 +0000 2020, Congrats @ CoachSchrage another win CAA tournament .,"Charlotte, NC"
Mon Mar 09 00:05:55 +0000 2020, 🟣 CLOSE CHAMP WEEK GAME FINAL SCORE ALERT 🟣 CAA Quarters Elon 68 W & amp ; M 63,Texas
Mon Mar 09 00:06:04 +0000 2020, Nathan Knight stellar game 24 points 10 rebounds . Hunter Woods Marcus Sheffield days rem… https : //t.co/RttLfTYP5H,
Mon Mar 09 00:06:11 +0000 2020," FINAL l ELON 68 , WILLIAM AND MARY 63 We major upset folks . My favorite # 2 seed CAA Tournament , William Mary plays behind whole game loses 7th seeded Elon Phoenix . The Phoenix mug Head Coach Mike Schrage way .",
Mon Mar 09 00:06:17 +0000 2020," @ INCIndia In CAA protest , Indian Muslims Pyaaj v khaye aur Joootay v. Abb samajh gaye Yogi , Modi aur samjhayey ? CA… https : //t.co/RDC4z2cI4k",
Mon Mar 09 00:06:20 +0000 2020, Anti CAA protests due Muslim first doctrine . India comes last . Holding National Flags conc… https : //t.co/ghn2Fv3nud,Worldwide
Mon Mar 09 00:06:26 +0000 2020," CAA quarterfinals : Elon upsets No . 2 seed W & amp ; M 68-63 . Elon CAA semis first time ever . Hunter Woods ( 20 points , 15 rebounds ) Marcus Sheffield ( 19 points ) lead way . Phoenix never trailed . Elon takes Nathan Knight ( 24 points ) , CAA Player Year .","Raleigh, NC"
Mon Mar 09 00:06:34 +0000 2020, @ nrc endorsing Joe https : //t.co/hOnPlCFYDq,
Mon Mar 09 00:06:39 +0000 2020," Amazing . William & amp ; Mary NEVER NCAA tournament . This year , best player conferenc… https : //t.co/NlvJDP42Ly",#VCU #RVA
Mon Mar 09 00:06:39 +0000 2020," Despite occurring every year , I never ready gut-punch I feel W & amp ; M loses CAA Tournament.… https : //t.co/1N19aOuBNA","Bay Area, CA"
Mon Mar 09 00:06:43 +0000 2020, They ’ predictable . I going say I surprised see connection ISIS anti-CAA… https : //t.co/iXg9BDn0hn,
Mon Mar 09 00:06:44 +0000 2020, HUGE win HC @ CoachSchrage @ ElonMBasketball ... Phoenix knock 2nd seed William & amp ; Mary advance the… https : //t.co/gLPrjkEEW3,"Greensboro, NC"
Mon Mar 09 00:06:54 +0000 2020," Take predictions & amp ; place directly trashcan , folks . The insanity continues .",Off the Beaten Path
