Created At,Text,Location
Fri Mar 06 23:44:11 +0000 2020," • OIC • UK Parliament • UN HR High Commissioner • Malaysia , Iran , Indonesia , Pakistan • Bangladeshis protesting Modi 's visit • Bernie , Cortez , Democrats Except Modi 's fascist pal Trump , whole world condemned CAA # UNRejectsCAA https : //t.co/Q8ASqRhc3c","Riyadh, Kingdom of Saudi Arabi"
Fri Mar 06 23:44:28 +0000 2020," # BlueHens junior @ natedarling14 earns first team All-CAA honors , fellow guard @ KevA1_ named third team 👏👏 https : //t.co/MJ907xCRj6 https : //t.co/kIKG4WPzRA",
Fri Mar 06 23:44:28 +0000 2020, @ mvmeet @ nehaapriyaa CAA actually good Indian Muslims . https : //t.co/SH4EqpiqpW The problem agenda driven,
Fri Mar 06 23:44:37 +0000 2020," With logic stupidity showed utter bias , ignorance & amp ; hatred towards India . CAA gives opportunity to… https : //t.co/n08q6j6ZYI",
Fri Mar 06 23:44:50 +0000 2020, @ faisalislam Shapps n't care commercial aviation . Look letter DfT wrote CAA directing prioritise general aviation commercial . Specifically GNSS approaches .,
Fri Mar 06 23:44:51 +0000 2020, Once one tell need explain CAA agitators I puke -- Anti -- CAA agitation foreign funded Islamic insurrection India aided useful Hindu idiots secessionist parties like DMK -- Nothing explain since want Govt fall : ) ) RT,
Fri Mar 06 23:45:13 +0000 2020," @ zneha114 Kya # IndiaRejectsUN laga rakha hai ? Kuch sharam karo . Bas karo CAA NRC ka bhoot , Thousands people r… https : //t.co/pMujJwy5ZS",
Fri Mar 06 23:45:17 +0000 2020, Just viewing @ harsh_mander ‘ pompous pose photo sick-making ! This scoundrel operates back do… https : //t.co/xvfHILL2o6,United Kingdom
Fri Mar 06 23:45:20 +0000 2020," Elect uncouth murderous goons high office , get full effects butchery brought far ... .why surprised ?","Tamil Nadu, India"
Fri Mar 06 23:45:42 +0000 2020," Judiciary behaving justly , knowing justice delayed justice denied .","Achalpur, India"
Fri Mar 06 23:45:47 +0000 2020, People oppose CAA enabling monstrous atrocities Hindus Pakistan everyday .,Land of Gauls
Fri Mar 06 23:46:06 +0000 2020," Our list All-CAA honorees today looks like CVS receipt . It 's never ending . Lol . Proud squad . We 5 players honored All-CAA hoops recognition , CAA school . 19 wins season & amp ; No . 3 seed tournament . https : //t.co/SrMzxV2xkt https : //t.co/boazChyVwa","S.A., TX"
Fri Mar 06 23:46:22 +0000 2020, Keep em coming🏆 CAA All-Rookie Honors @ ShykeimPhillips . # EarnednotGiven https : //t.co/hp0b1tbHAm,Trask Coliseum
Fri Mar 06 23:46:32 +0000 2020, @ suryamk79 @ SophiMech @ iamcorrect100 @ immivoice Indians needs practice equality b4 lecturing others ... deport urs… https : //t.co/JgvElwc2kA,
Fri Mar 06 23:46:36 +0000 2020, Govt agreed Debate # CAA # NPR # NRC # TSAssembly Budget Session Resolution passed Assembly . Chief Minister # KCR promises demand @ aimim_national floor leader @ imAkbarOwaisi @ EtemaadDailyNew @ asadowaisi https : //t.co/dpRXwhJF4R,
Fri Mar 06 23:46:44 +0000 2020, Back '93 I almost signed CAA intentionally sent wrong address I ended Barstow CAAA office ( California Aeronautics & amp ; Airplane Association ) Jokes ! I booked voiceover TWA safety vid titled `` Using Your Seat Cushion To Lift Dry Ice '',"Los Angeles, CA"
Fri Mar 06 23:46:44 +0000 2020," From today 's TOI , video released police yesterday : A mob 2000 anti-CAA protesters attacked badly outnumbered policemen , throwing stones even firing . This incident Constable Ratan Lal shot dead DCP Amit Sharma critically injured . https : //t.co/reZxxsGcpe",New Delhi
Fri Mar 06 23:47:10 +0000 2020," # NSTleader : The Indian Citizenship ( Amendment ) Act 2019 ( # CAA ) — makes easier people faiths except Islam acquire Indian citizenship — , arguably , resulted violence law passed around world . https : //t.co/Rax7FMyQpJ # CAAProtest # India",
Fri Mar 06 23:47:20 +0000 2020," Theater Personality # DeepakKabir one face , name address @ UPGovt notice notices across Lucknow . He went night take look - reaction https : //t.co/EZVORKrTPP",India
Fri Mar 06 23:47:20 +0000 2020, @ TonySahajlain @ dhtal1 @ narendramodi @ UN @ hrw @ UNHumanRights @ RepEliotEngel @ FareedZakaria This reason t… https : //t.co/cwJbMWU8lA,United States
Fri Mar 06 23:47:29 +0000 2020, @ FrankBullit67 somehow India 's CAA bad .,chennai
Fri Mar 06 23:47:32 +0000 2020, @ Dennis82426495 @ SophiMech @ suryamk79 @ iamcorrect100 @ immivoice shouldnt u deport urself harassing US senator ? … https : //t.co/zBxlP1Au80,
Fri Mar 06 23:47:46 +0000 2020," https : //t.co/g4wCqMll5u one response piece senior counsel , QC Mr. Salve . 1. one apply citizenship india `` illegal migrants '' ( sec . 3 , 4 , 5 , 6 Citizenship Act , 1955 ) . ? entering india without valid passport , visa crime .",
Fri Mar 06 23:47:49 +0000 2020," @ SeanLMelia @ DavidHenigUK It seems art 66 EU neg mandate points towards bi-lateral aviation safety agreement ( BASA ) per EU-USA & amp ; EU Canada , line w/ Political Declaration stating close co-operation *between* CAA EASA . https : //t.co/vEEWx5ac4a",
Fri Mar 06 23:47:53 +0000 2020, @ SalmanNizami_ jaakay uska bu @ ! # % @ chaat ... ... dont care . CAA stay .,
Fri Mar 06 23:47:56 +0000 2020," @ impkjakhar Kya # IndiaRejectsUN laga rakha hai ? Kuch sharam karo . Bas karo CAA NRC ka bhoot , Thousands people… https : //t.co/B1yVUQq0Qs",
Fri Mar 06 23:48:10 +0000 2020, RT @ GetTheDubTV : Keep em coming🏆 CAA All-Rookie Honors @ ShykeimPhillips . # EarnednotGiven https : //t.co/hp0b1tbHAm,United States
Fri Mar 06 23:48:22 +0000 2020," @ pariirappari Kya # IndiaRejectsUN laga rakha hai ? Kuch sharam karo . Bas karo CAA NRC ka bhoot , Thousands peop… https : //t.co/nIm45yY0XD",
Fri Mar 06 23:48:25 +0000 2020, @ Payal_Rohatgi @ sardesairajdeep @ Swamy39 @ BJP4India @ INCIndia Someone wants go Pakistan many people ... … https : //t.co/b3JqWtHPW6,"Sydney, New South Wales"
Fri Mar 06 23:48:37 +0000 2020, New home CAA tournament looks nice .,
Fri Mar 06 23:48:50 +0000 2020, @ mvmeet Our secular 🐈 arise voice roughes nation . CAA projected one side creatures… https : //t.co/gKnqszkH1E,
Fri Mar 06 23:49:03 +0000 2020, @ TonySahajlain @ dhtal1 @ narendramodi @ UN @ hrw @ UNHumanRights @ USCIRF This India CAA . In drive ig… https : //t.co/cCnTVf4618,United States
Fri Mar 06 23:49:06 +0000 2020, Folding machine ? We want . . . # meme # CAA https : //t.co/SgRFmsJFWB,
Fri Mar 06 23:49:07 +0000 2020," There end madness . Now hoarding govt violated processes law targets working human rights - lawyer Mohammed Shoaib , theatre personality Deepak Kabir , ex-IPS officer SR Darapuri , Sadaf Jafar https : //t.co/LPut1iBPiz",Beautiful Planet Earth
Fri Mar 06 23:49:17 +0000 2020, @ afruitdude @ FatTony53570706 @ _swapnil_k @ ckuck @ SenatorDurbin @ supallofus @ thehildingur u racist ... dep… https : //t.co/BdpThdDzLt,
Fri Mar 06 23:49:35 +0000 2020," # IndiaRejectsUN We support CAA , We support NRC , We support Uniform Civil Code , We support Population Control Bill . Who hell allowed UN petition Supreme Court ? UN made disputes 2 countries , within country . UN , stay away internal matters",
Fri Mar 06 23:49:51 +0000 2020," RT @ scroll_in : # MumbaiBagh : Women protesting CAA , NRC allege beaten police https : //t.co/nBaDCZiWBi","New Delhi, India"
Fri Mar 06 23:49:55 +0000 2020," Just Summit left tomorrow 's starts , late tonight/early tomorrow . Made couple bets CA… https : //t.co/QAjXED6q1K","Minnesota, USA"
Fri Mar 06 23:50:14 +0000 2020, This dank meme ! I would r8 8/8 m8 ! RT @ cvilleappliance : Folding machine ? We want . . . # meme # CAA https : //t.co/BdIiqpepTI,"Hell, MI"
Fri Mar 06 23:50:44 +0000 2020, People - V r disturbed # yesbankcrisis Please anything Modi- pics Insta ready ? Shah - NRC shud implement world FM sitaji - My family uses SBI BJP leader - Put cow dung cure problems 😂😂 # YesToShutdownabscbn # NoBank,United Arab Emirates
Fri Mar 06 23:50:57 +0000 2020, @ RiaRevealed @ SaketGokhale So manage find full form # CAA # NRC # NPR still saying `` tell… https : //t.co/wid3H90l9i,"Queenstown, New Zealand"
Fri Mar 06 23:51:05 +0000 2020, Indian agencies point Pak link anti-CAA protests via @ htTweets https : //t.co/Ys9IZv9Iyg,
Fri Mar 06 23:51:21 +0000 2020, Mander claimed time come people hit streets Supreme Court parliament faile… https : //t.co/DC8klxXWNJ,
Fri Mar 06 23:51:23 +0000 2020, The Rookies & amp ; The Vet 😁 ... Congrats @ callmehunt_ @ hunterwoods1905 & amp ; @ schoolyy_ All-CAA Awards 🏆🏆🏆 @ ElonMBasketball https : //t.co/5E3jM5rWlw,Landon school
Fri Mar 06 23:51:40 +0000 2020," $ NRC enters Downtrend Momentum Indicator dropped 0 level February 20 , 2020 . View odds an… https : //t.co/04oMZi1imW","Sunnyvale, CA"
Sat Mar 07 03:39:13 +0000 2020," India-Bangladesh relations matured great deal make identity conflicts completely irrelevant . But CAA , islamists Sheikh Hasina kept good control got shot arm . Development , economy , trade take backseat 🙃 https : //t.co/HWuqe2CYH4",India
Sat Mar 07 03:39:13 +0000 2020," Everyday minor Hindu girls abducted , raped forcibly converted Izlam Pakistan , desi fiberal feminists cheer rapists opposing # CAA ! https : //t.co/Az07vXuZnF",
Sat Mar 07 03:39:14 +0000 2020, Video emerges showing muslim women detailing sirens installed anti-CAA protest sites quickly mobilise mob Police . https : //t.co/fB025k5NIV,"Bangalore,India"
Sat Mar 07 03:39:14 +0000 2020," From today 's TOI , video released police yesterday : A mob 2000 anti-CAA protesters attacked badly outnumbered policemen , throwing stones even firing . This incident Constable Ratan Lal shot dead DCP Amit Sharma critically injured . https : //t.co/reZxxsGcpe","Washington, DC"
Sat Mar 07 03:39:14 +0000 2020, This open provocation 'Targeted Violence ' nothing else ... UP makes public names anti-CAA protesters - india news - Hindustan Times https : //t.co/Ich2hpCRST,"GK-1,Delhi, India"
Sat Mar 07 03:39:15 +0000 2020, People involved anti-CAA protests Noor e Ilahi harassed . Muslim boys threatened framed fake charges . Yesterday 5 Muslim boys picked afternoon four released P.S . Bhajanpura extorted money releasing .,Everywhere
Sat Mar 07 03:39:15 +0000 2020," 11 days back , I reported hooter system installed anti-CAA protest sites . Today @ indiatvnews team encountered system first hand .","अवंतिका , India "
Sat Mar 07 03:39:16 +0000 2020, @ ukilnarayan Sir Hindus welcome India CAA help achieve citizenship India .,
Sat Mar 07 03:39:17 +0000 2020, RT @ NarasimhaRao10 : We right massacre unleash genocide minority Hindus dare modi protects CAA,"Punjab, India"
Sat Mar 07 03:39:18 +0000 2020, Why criminals anti-India forces remain anonymous ? Anti-India destroying state property waged war state .,"Begusarai, India"
Sat Mar 07 03:39:18 +0000 2020," `` By putting names , photos addresses , government putting life safety danger . '' A call public lynching humiliation made . Who needs 'Detention ' second class citizenship ? https : //t.co/8EgXIa8F0t","Gwalior, Madhya Pradesh, India"
Sat Mar 07 03:39:19 +0000 2020," It fast tracks citizenship persecuted minorities Islamic states created India partitioning India , , Muslims . The minority Christians , Sikhs Hindus areas want Pakistan . They suffering . Why difficult understand ?",
Sat Mar 07 03:39:21 +0000 2020," Three Hindu/Sikh girls picked every single day . But @ suhasinih , ’ reason enough # CAA . The real heartburn happening CAA exposed Jehad subcontinent . https : //t.co/ExwVfLzVuA",
Sat Mar 07 03:39:21 +0000 2020," This violation privacy citizens , privacy fundamental right according Supreme Court . UP Erects Hoardings With Names , Photos Anti-CAA Protesters https : //t.co/pbREEtfs78",
Sat Mar 07 03:39:22 +0000 2020," Foreign Hand Delhi riots . Jan24th , George Soros slams Modi Govt , pledges $ 1 billion 2 fight Nationalism . Feb 24th , Anti CAA riots erupt East Delhi . Harsh Mander , issued call hit streets board member Soros owned 'Open Society Foundations ' . Still doubt ?",Daman
Sat Mar 07 03:39:23 +0000 2020, # CAA Wstern Countries See attitudes violation Human Rights . Read article facts . https : //t.co/M8A0TcvnHp,NEW DELHI INDIA
Sat Mar 07 03:39:26 +0000 2020, @ MarginalScribb1 People casually calling person Bangladeshi.Just sometime pakistan i… https : //t.co/dHuIHAqiiL,Hindu apartheid state
Sat Mar 07 03:39:26 +0000 2020," Nationalists well & amp ; dominated Social Media especially Twitter . 1 reasons leftist CAA agenda spread , dominate Instagram , youth believes . 2024 battle Insta , Have started posting there- Follow Instagram- Link : https : //t.co/APUVdz3TUz…","Uttar Pradesh, India"
Sat Mar 07 03:39:27 +0000 2020, Who take responsibility # hugetrafficjams delhi due # CAA # JNU protests . The lefts obstructing normal life common people . Commuting delhi becoming nightmare . GOVT ’ allow Urban Naxals disrupt lives common people .,"Jaipur, India"
Sat Mar 07 03:39:28 +0000 2020," RT @ HarrisD63432503 : Same Govt Which Said CAA 'Internal Matter ' , Now Withholds Info Citing Foreign Ties https : //t.co/7ZU6oeHm2b vi…","Pinang, Malaysia"
Sat Mar 07 03:39:28 +0000 2020, Why criminals anti-India forces remain anonymous ? Anti-India destroying state property waged war state . https : //t.co/dHW3QNBCJr,India
Sat Mar 07 03:39:29 +0000 2020," RT @ PoliticalKida : Modi Ji explaining reality people opposing Triple Talaq , CAA , NRC . Must watch & amp ; Share ! https : //t.co/IcKQ9GN08O","orissa,rourkela,india"
Sat Mar 07 03:39:29 +0000 2020, RT @ rgcay : Request atleast @ BJP4TamilNadu leaders spokespersons read this.. 😀,"Delaware, USA"
Sat Mar 07 03:39:31 +0000 2020," Given current crisis three dimensions:1 ) The contrived violent anti-CAA agitation communal lines 2 ) The tail spin Indian economy due MoF novices & amp ; 3 ) The C Virus pandemic , Namo govt needs focus forgetting adventures like selling Air India","Bengaluru, India"
Sat Mar 07 03:39:31 +0000 2020," This brave British Lady UK Parliament voices persecution minorities Pakistan , Bangladesh & amp ; Supports CAA Is UN trying meddle India 's internal matters keeping silent Pakistan 's rising atrocities ? # UNRejectsCAA # WomensDay # InternationalWomensDay https : //t.co/lFPsQXYLdJ",
Sat Mar 07 03:39:32 +0000 2020," Reason British Parliament worried , Narendra Modi , Hindu Nationalism , Islamophobia , Delhi Violence , RSS , CAA etc For us nothing worry sit back enjoy show 's going Londonistan 👍👍😂 https : //t.co/rBhKnTB2s9",India
Sat Mar 07 03:39:32 +0000 2020, Hate update . After CAA passed Parliament Dec 11 ... . Assam- 6 killed Uttar Pradesh- 19 ( per police ) Karnataka- 2 Meghalaya- 3 Delhi-53 Total-83 https : //t.co/nsShw2bYEm,Kota Rajasthan
Sat Mar 07 03:39:32 +0000 2020," While Economy dying Bank crashing , Here two good news Day 1 . Court rejects Sedition charges Bidar School anti CAA play 2 . Two person got convicted Pehlu khan lyncing case Godi Media wont Show , busy defaming Shaheen Bagh",rock bottom
Sat Mar 07 03:39:33 +0000 2020, Payal Rohtagi thinking Economy . Chetan Bhagat thinking CAA . Sadhguru thinking Secularism . Arnab thinking Peace & amp ; Harmony . Aur kitne achhe din chahiye mitron ? 😊,
Sat Mar 07 03:39:35 +0000 2020, RT @ archersaggi : Max RT . Such content made Government explain CAA well .,India
Sat Mar 07 03:39:37 +0000 2020," ‘ Fail To Understand Why CAA Is Discriminatory ’ : Renowned Lawyer Harish Salve And intellectual liberal would able answer , forget musllms ’ even know CAA https : //t.co/BiYgtuwQhu",
Sat Mar 07 03:39:37 +0000 2020," RT @ Rudraksha7 : Friends , Brothers , Sisters , please retweet 👇👇","Texas, USA"
Sat Mar 07 03:39:39 +0000 2020, RT @ mishu_54 : Thank UN . 🙏 CAA communal . CAA anti- Constitution . CAA anti- democracy . CAA anti- India . # UNRejectsCAA,India
Sat Mar 07 03:39:39 +0000 2020," If supporting CAA , giving citizenship persecuted people , sense humanity . And YOU whitewashing fascists prey minorities Bangladesh , Pakistan Afghanistan . Only Islamist republics bludgeon 21 % Hindu pop 8 %",
Sat Mar 07 03:39:39 +0000 2020, All aatankwaadi zihadi never give reason road block NPR NRC matter 🇮🇳,201301
Sat Mar 07 03:39:41 +0000 2020," # लव_जेहाद_इस्लामिक_एजेंडा Modi Ji explaining reality people opposing Triple Talaq , CAA , NRC . # UNRejectsCAA https : //t.co/kOHIOoBtrE # लव_जेहाद_इस्लामिक_एजेंडा",
Sat Mar 07 03:39:42 +0000 2020," Does n't matter # UNRejectsCAA , overwhelming support CAA grows around globe These Indians Melbourne CAA support roads , something biased media like NDTV would n't show # IndiaRejectsUN # SaturdayMotivation # SaturdayThoughts # ResistMediaBan https : //t.co/bF2RVcQ83c","Hyderabad, India"
Sat Mar 07 03:39:44 +0000 2020, Before elections Modi ranted “ khan market ” gang running & amp ; policies post second term claims “ Rights gang ” . The truth Modi ’ policy like CAA/NRC wrong,"Mumbai, India"
Sat Mar 07 03:39:44 +0000 2020, RT @ shub_nudi : @ DanishKaneria61 @ desimojito We brought CAA persecuted ill treated people like . How much love ? ! …,"Union Territory of J&K, India"
Sat Mar 07 03:39:46 +0000 2020, Harish Salve writes CAA : Classification basis religion per se unconstitutional – worth reminding Constitution confers special rights upon members minority religious communities India . Read ... https : //t.co/iKAYejvlMi,India
Sat Mar 07 03:39:47 +0000 2020, RT @ iMac_too : Pakistan ca n't anything India without help local `` hand '' . Where local arrests linked Pakistan ?,"New Delhi, India"
Sat Mar 07 03:39:48 +0000 2020," Modi govt banned Malayalam channels Asianet & amp ; Media One 48 hrs ’ highlighting attack places worship , siding towards particular community , focusing vandalism CAA supporters , questioning RSS Delhi Police inaction. ’ + https : //t.co/y2cpsCXBcD","Mumbai, India"
Sat Mar 07 03:39:50 +0000 2020, @ md_ghufrankhan @ BaralDebdutta @ WanderingInd1an @ sardesairajdeep Tell u know anything CAA ... . If yes elightbe us ...,"Kolkata, India"
Sat Mar 07 03:39:51 +0000 2020," Thanks @ myogiadityanath ji @ Uppolice , know looks harass people riots , blocking roads burning whole city . These people n't understand language love , even many warnings . https : //t.co/L4umhk44SK",221B Baker Street
Sat Mar 07 03:39:51 +0000 2020, So easy targets mob ? This n't violation rights.. Its putting lives da… https : //t.co/dPWXkxl8gp,
Sat Mar 07 03:39:53 +0000 2020, RT @ SwarajyaMag : ‘ Fail To Understand Why CAA Is Discriminatory ’ : Renowned Lawyer Harish Salve https : //t.co/Kqb5AUVx5K,"Hyderabad, India"
Sat Mar 07 03:39:55 +0000 2020, @ RatanSharda55 Foresight Jinnah must appreciated look thrugh rear view mirror history Seeing Shah… https : //t.co/MHyiszrHrE,
Sat Mar 07 03:39:55 +0000 2020, https : //t.co/LUEUpT3Wex # All Muslim intruders intruded Pakistan Bangladesh terms of… https : //t.co/ulc2ld4nZi,"Tamil Nadu, India"
Sat Mar 07 03:39:55 +0000 2020, Who hell UNHRC ! @ AskLipun @ sanjaykhilar @ Dr_Paramomycin @ bibhu4443 @ itzbsp @ pkrulerr @ AskGopiKishan @ satyaparida01 @ knothing4 @ watermanorissa @ Soumendra_007 @ Odiapuo @ itssitu @ justlalit @ PM_Bharat_ @ Chinmaypanda15 @ lalatendubulu @ MohantyLenin @ Kalpana525 @ Sai_Twiinkle,"Nayagarh,Odisha,India."
Sat Mar 07 03:39:56 +0000 2020," Exclusive : India TV reporters visit Shaheen Bagh , Lucknow , Mumbai , Bhopal , find dwindling number anti-CAA women protesters places , watch @ RajatSharmaLive # AajKiBaat Tonight 9 @ indiatvnews https : //t.co/Laoyyl3aZV",
Sat Mar 07 03:39:58 +0000 2020," Under international human rights law , States must respect & amp ; ensure migrants territory jurisdiction receive equal & amp ; non-discriminatory treatment , regardless legal status & amp ; documents possess . # CAA violates law . # UNRejectsCAA https : //t.co/dsA1kseVxs",mumbai
Sat Mar 07 03:40:00 +0000 2020," RT @ iMac_too : Razakar @ asadowaisi , wily KCR playing games ?",
Sat Mar 07 03:40:00 +0000 2020, Sir ji ek baar press conference kar toh le - inviting reporters media outlets questions CAA & amp ; relati… https : //t.co/uukSg5WR4z,
Sat Mar 07 03:40:02 +0000 2020, Watch | No one invests `` buses burn '' : Sadhguru Jaggi Vasudev 's warning # CAAProtests . https : //t.co/hqpsodPEPZ # NDTVAtDavos # Davos2020 # WEF2020 https : //t.co/8TLoaBHurO,
Sat Mar 07 03:40:03 +0000 2020," RT @ ranjeet87035789 : # लव_जेहाद_इस्लामिक_एजेंडा Modi Ji explaining reality people opposing Triple Talaq , CAA , NRC . # UNRejectsCAA htt…",Delhi
Sat Mar 07 03:40:05 +0000 2020," 'We The People Of India ' Workshop CAA NPR NRC transgender persons others Kolar Town , Karnataka , 5th March 2020 organised Ashwini Rajan # SayNoToNPR # BoycottNPR https : //t.co/HxRZW9BBOv",New Delhi Kalka Ji
Sat Mar 07 03:40:06 +0000 2020," @ DanishKaneria61 India loves , Kaneriaji . Be safe Pakistan come India . We CAA & amp ; welcome persecuted minorities Pakistan . Friends , support please RT @ DanishKaneria61 's tweet show support.. https : //t.co/fUlWcXBsw4","Union Territory of J&K, India"
Sat Mar 07 03:40:08 +0000 2020," They putting blame hindus Kapil Mishra , demanding opening roads blocked Anti-CAA protesters .",
Sat Mar 07 03:40:08 +0000 2020," # UNRejectsCAA India 's desire efforts vanished shameless CAA act . India contributed 25 percent world GDP Mogul Era 200 years . BJP constructive plan economists , demolishing economy social harmony . https : //t.co/cGlNv5AjIO",mumbai
Sat Mar 07 03:40:11 +0000 2020," Mumbai Bagh ’ : Women protesting CAA , NRC allege beaten police . At least 36 women injured & amp ; 7 taken Nair Hospital X-rays & amp ; treatment . Why cops behaving like 😠 # MumbaiBagh # CAA_NRC_Protests https : //t.co/RMOUfQf9E6","Aaj me upar, aasman neeche"
Sat Mar 07 03:40:12 +0000 2020," Women protesting CAA , NRC 'Mumbai Bagh ' Nagpada area south Mumbai accuse police manhandling . Police deny allegation .",NEW DELHI INDIA 
Sat Mar 07 03:40:15 +0000 2020, RSS muslim fanatic groups Pakistan Bangladesh minorities .,
Sat Mar 07 03:40:16 +0000 2020, Dr @ Swamy39 Indian agencies point Pak link anti-CAA protests - india news - Hindustan Times https : //t.co/IigPgyatFC,INDIA/ BHARAT.
Sat Mar 07 03:40:16 +0000 2020," How one write many words Hindu supremacism , RSS , BJP , CAA , Savarkar etc without even mentioning Partition arguably key part context CAA . You agree disagree ( ) Savarkar concede Partition proved point .",Noida/Delhi
Sat Mar 07 03:40:18 +0000 2020," Kerala TV channels , newspapers giving one sided & amp ; absolutely prejudiced news Delhi violence protests CAA . Now Asianet & amp ; media 1 gets doze laws land irresponsible & amp ; malignant reporting goes checked",New Delhi
Sat Mar 07 03:40:19 +0000 2020," `` By putting names , photos addresses , government putting life safety danger , '' Congress member activist Sadaf Jafar told The Wire . https : //t.co/ITJQcS4uTh",
Sat Mar 07 03:40:19 +0000 2020, @ pokershash @ priyankagandhi @ Lala_The_Don Those whose say 'Anti CAA Anti india ' might bur Anti Humanity,
Sat Mar 07 03:40:21 +0000 2020, Breaking : Bidar court rejects sedition charge school accused anti CAA play . All granted bail.. good sense last compensate days spent parent/teacher jail ?,Jamshedpur(jharkhand)
Sat Mar 07 03:40:31 +0000 2020," 11 days back , I reported hooter system installed anti-CAA protest sites . Today @ indiatvnews team encountered system first hand . https : //t.co/FZK7uYUkJs",INDIA
Sat Mar 07 03:40:34 +0000 2020, So easy targets mob ? This n't violation rights.. Its putting lives danger deliberately .,
Sat Mar 07 03:40:35 +0000 2020, And Now # UNRejectsCAA UNHRC moved intervention application Supreme Court CAA This mo… https : //t.co/N7kwpgaG9Y,mumbai
Sat Mar 07 03:40:36 +0000 2020, RT @ GaneshJaiHind : Kejriwal Jihadis burnt Delhi . They Killed Hindus . They Bangladesh . Bring NRC Save India . https : //t.c…,"Hyderabad, India"
Sat Mar 07 03:40:37 +0000 2020," “ UP Erects Hoardings With Names , Photos Anti-CAA Protesters ” . Only Muslims Liberal Hindus listed provoke hatred Hindu Fanatics rioted/killed named . Is court enforce discipline BJP Thug/Criminal-turned-CM ? https : //t.co/GQMOaC1xbc", new delhi
Sat Mar 07 03:40:38 +0000 2020," @ suhasinih Proves point , # islamofascist regimes put Buddhists , Sikhs , Christians Hindus target… https : //t.co/EmQBxVb6fH",
Sat Mar 07 03:40:38 +0000 2020, RT @ BhagwaanUvacha : Those opposing CAA want Jehni Kohli continued raped .,
Sat Mar 07 03:40:39 +0000 2020," What # UNHCR know # CAA # UNRejectsCAA ? # UNHCR allowed operate India since 1981 , even though India signed 1951 Refugee Status Convention 1967 Refugee Status Protocol . GOI ask wind activity intrusion","Bengaluru South, India"
Sat Mar 07 03:40:39 +0000 2020, Many Bhakts argue India wonderful law order thanks Modi .,"Kahin toh, hogi woh."
Sat Mar 07 03:40:40 +0000 2020," These Desert & amp ; MSM thugs succeed better-educated Hindus outsmart facts , videos , & amp ; images . As 4 @ INCIndia @ SitaramYechury & amp ; foment violence–the # CAA CAA 2 stay , wait 4 # UCC come . https : //t.co/RYGgMxP8qI @ RMCpost",
Sat Mar 07 03:40:40 +0000 2020, Understanding bias western media covering Delhi violence https : //t.co/uxsb54bp77 via @ dailyo_,College Station TX
Sat Mar 07 03:40:43 +0000 2020, @ Iamkavitak Cancel CAA,
Sat Mar 07 03:40:45 +0000 2020, RT @ DivyaSoti : # Yogiroxx : Anti CAA protestors occupying public park asked undertake ₹500000 bonds guaranteeing peace . https : //t.co/mvI…,"Mumbai, Maharashtra"
Sat Mar 07 03:40:47 +0000 2020, United Nations apprised facts people like # britain stand truth # UNRejectCAA,Ambernath Maharashtra
Sat Mar 07 03:40:56 +0000 2020, This happening Maharashtra ruled Maha Aghadi Congress partner . There police cracking illegal anti CAA dharna Delhi Congress supporting Shaheen bag . @ NAN_DINI_ @ Si_lv_er @ RituRathaur @ ARanganathan72 @ ShashiTharoor @ RanaAyyub @ khanumarfa @ BDUTT https : //t.co/i2fz7upAs6,India
Sat Mar 07 03:40:59 +0000 2020, @ pokershash @ priyankagandhi @ Lala_The_Don Those whose say 'Anti CAA Anti india ' might Anti Humanity,
Sat Mar 07 03:41:01 +0000 2020, RT @ sonaliranade : “ Accuse side guilty. ” — Joseph Goebbels https : //t.co/Kou2RWnO2i,"Washington, DC"
Sat Mar 07 03:41:02 +0000 2020," The right privacy protected intrinsic part right life personal liberty Article 21 @ myogiadityanath To publicly name shame protested CAA , UP govt put hoardings photos addresses . https : //t.co/DpdPvN7wBS","Karnataka, India"
Sat Mar 07 03:41:03 +0000 2020," Citizenship ( Amendment ) Act little compassion , coming late : Sadhguru Jaggi Vasudev Read @ ANI story | https : //t.co/iZTq4JXaPa https : //t.co/CZ84eMLb1s",
Sat Mar 07 03:41:05 +0000 2020, Another nonsensical judgement opens road paid riots like anti-CAA # ShaheenBagh dramas . Courts allowed rule Country @ HMOIndia @ PMOIndia,karnataka India
Sat Mar 07 03:41:05 +0000 2020," Does n't matter # UNRejectsCAA , overwhelming support CAA grows around globe These Indians in… https : //t.co/7dSMyvfNXO",India
Sat Mar 07 03:41:06 +0000 2020, Anti-CAA protests hammer foot . They ‘ aroused unity Hindus . They ’ expressing themselves… https : //t.co/FAQOnQg1va,India
Sat Mar 07 03:41:07 +0000 2020, RT @ umesh_lko : INDIA SUPPORTS CAA # IndiaRejectsUN,आर्यावर्त
Sat Mar 07 03:41:09 +0000 2020, # Bangladesh one stable neighbour past years Hasina govt Teesta water sharing among irritants bilateral ties . Gains could reversed protests spill & amp ; also provide fresh steam Hasina ’ opponents . # CAA internal & amp ; external costs India,Chennai
Sat Mar 07 03:41:10 +0000 2020, When even apex court n't apply mind !,"Ranchi , Jharkhand , India"
Sat Mar 07 03:41:10 +0000 2020, RT @ iMac_too : Pakistan ca n't anything India without help local `` hand '' . Where local arrests linked Pakistan ? https : //t.co/dM…,Mumbai
