Sentence,Polarity,Subjectivity
" @ AskAnshul `` Aadhaar Card helped convert black money white '' ! ! Clearly misguided anti-CAA women idea talking , people like Harsh Mandar behind brainwashing minds using political tools . # HarshMandar # WomenofShaheenBagh https : //t.co/MhLoTE39qT",-0.11111111111111112,0.3861111111111111
" How promoting Anarchism ? Why constant demonisation every Institution India ? Police , court , Constitution everything demonized Left-Islam*st nexus . This constant fear-mongering & amp ; demonising cause vi0lence future stopped .",0.0,0.2638888888888889
" When Delhi burning , Nitish Kumar indulging minority apppeasement politics back home Patna . The anti NRC resolution indicates latest belligerence . Nitish must stop taking @ BJP4India granted . I argue @ ThePrintIndia https : //t.co/rWQ9fni084",0.25,0.45
 @ DelhiPolice @ AmitShah please pick tips @ Uppolice dnt hesitate protect ppl dnt hestitate treat goons like need treated . And plz heaven sake dnt worry World think talk . It ’ country ’ ppl . We voted world,0.0,0.0
" Someone forwarded picture . Speaks volumes . CAA turned civilisational boon , pictures like common man expressing freely proves . https : //t.co/rEPkwGlOqQ",0.0,0.25
 @ StrikeDisplayUK The CAA get bit sad land car park .,-0.5,1.0
 @ Gujaratriotscom @ PrakashJavdekar What Shame ! Lutyens anti-national given red carpet ? @ AmitShah @ JPNadda Th… https : //t.co/a4ZWymi5y4,0.0,0.0
 @ cmkshama Kshama : You disgrace . You inciting religious hatred calling CAA 'Islamophobe ' . Pure shame . U r also maligning India USA distorting facts .,0.10714285714285714,0.375
 # Watch : News Nation 's special show ' # KhojKhabar ' brings fierce debate hate speeches made politicians anti-CAA protesters . @ DChaurasia2312 # kkwithdchaurasia https : //t.co/rt6uuFxkon,-0.22142857142857145,0.7357142857142858
 RT @ JerryS007 : @ trouw Hier ... . moslims India https : //t.co/rpgWWxoclw,0.0,0.0
 @ Shudraism The major question going called illegal immigrants ? India assu… https : //t.co/IdmH0JcG2n,-0.21875,0.5
" # WomenofShaheenBagh , # SheInspiresUs Lucknow # CAA It 's raining time nd women protesting # CAA since 40Dys Lko . Govt adopted many negative tactics remve pceful Protest & amp ; defame Protestors . https : //t.co/bcSoky5UXJ",0.1,0.45
 PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So weapons manufacturers @ Boeing & amp ; @ Raytheon reportedly vying sell # India $ 15 billion weapons ? Do n't approve weapons sales India ! https : //t.co/kCOoDnjdMc,0.0,0.0
 The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/UYpBVzinIO,0.5,1.0
" Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",0.0,0.08333333333333333
" In Bangladesh , pro-bjp Hasina govt said CAA violence domestic issues . She invited Modi participate celebrations connected birth centenary Bangladesh ’ founder , Sheikh Mujibur Rahman March 17 . Shame Bangladesh 1/2",0.0,0.1
 @ Alleen_24_juli @ Robinbouw8 @ slaghoedje @ OprechtsNu @ Hvbt36Henny @ Jodelieho @ theHeeenry @ FeyeNody @ Minimuisje67… https : //t.co/HFkKcWWm1O,0.0,0.0
 After seeing peoples protests .. ashame seen brothers sisters even nei… https : //t.co/xdEOjfAqYQ,0.0,0.0
" Majority traders Muslims , stopped buying knitted garments producers , mostly Hindus , claim manufacturers . https : //t.co/rIBCkuJxFr",0.5,0.5
Text,0.0,0.0
 Swara Bhaskar instigating public mocking `` humanetarian CAA bill '' . Watch till end Swara shared stage Sharjeel Imam wanted cut Aasam & amp ; arranged rallies free JNU backdoor She provoked public police @ TarekFatah https : //t.co/lKVvH36D6k,0.13333333333333333,0.3111111111111111
" Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali clear ; '' We 're Muslims first , Indians later - If law clashes w/ ideology Islam , I Islam - We loyal country , leaders '' https : //t.co/Oerl7e1ZTh",0.17083333333333334,0.38749999999999996
 RT @ vickynanjappa : CAA protests : The Ghazwa-e-Hind motive masked ‘ protection Indian Muslim ’ stories https : //t.co/q2wQlb8qTX,0.0,0.0
 @ EconomicTimes Y @ ukhomeoffice UK Brexit wishes Scotland n Northern Ireland ? Is indian par… https : //t.co/AXBfWGIywH,0.0,0.0
" Harsh Mander , formerly NAC run Sonia Gandhi , instigating rebellion elected Parliament India SC . He telling people revolt two pillars democracy . SC , right said today , must FIRST sort . https : //t.co/Wx75sMxPx2",0.08392857142857142,0.39226190476190476
 RT @ mainbhiengineer : How coronavirus enter India CAA already implemented ?,0.0,0.0
 Almost enticing civil war Amit Shah/BJP 's CAA triggered violence . 'With love ( Islamophilia ) West ' saw next cha… https : //t.co/py6i26cFI3,0.25,0.3
 RSS pro CAA Sanghi goons attacking Muslim homes anti CAA protestors NE Delhi . Various videos show Delhi Police General Dyer Amit Shah helping mobs ! Appealing Courts take Suo Motu cognizance grave situation injustice,0.1875,0.5
" CAA Act passed Indian Parliament . Muslims , help Modi haters , Commies & amp ; foreign funded NGOs opposing . By implication , want veto power Indian Parliament . @ davidfrawleyved @ abhijitmajumder @ mariawirth1 @ sgurumurthy @ Si_lv_er @ ashokepandit",-0.125,0.125
" @ NadiaWhittomeMP Thanks saying , Ma'am BJP mentor RSS Nazi-inspired , militant outfit masquerading `` cultural '' organization . It bigotry misogyny DNA . It funds / penetrated many institutions lobbies abroad And CAA NRC discriminatory https : //t.co/Ux0qzY6avM",0.26666666666666666,0.26666666666666666
 The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/GSZsEKwvvY,0.5,1.0
" The ugly reality CAA protests - Mushtaq , Momin & amp ; Pappu entered homes Rehana & amp ; Meena , beat & amp ; forced participate anti-CAA protests . I understand awkward situation left liberals - Confused whether support 'Secularism ' 'Feminism ' ? 🤔 https : //t.co/Sn9pbySx0H",-0.4,0.5800000000000001
 Urgent : anyone concerned India & amp ; Kashmir tag @ RepEliotEngel . @ HouseForeign marking legislation TODAY ’ refusing consider HR 745 condemns atrocities Kashmir & amp ; potential amendment would denounced CAA & amp ; NRC . Spread word .,0.0,1.0
" Bernie 's Congressional proxies incredibly unpopular among IA 's : 1 ) @ PramilaJayapal sponsored anti-India # HRes745-slamming India Kashmir ignoring # KashmiriPandits 2 ) @ IlhanMN targeted @ AartiTikoo @ HouseForeign panel . Her sneering tweets # CAA , Modi , etc .",0.9,0.9
" MEDIA BLACKOUT : Jihadis declared WAR non-Muslims India Mullah boasts Muslim pop . double 30yrs , threatens Hindus Islamic rule India , vows PM Modi dead soon & amp ; CAA supporters burned alive Crowd Terrorists celebrate & amp ; chant `` Allahu Akbar '' https : //t.co/xBP200SiDP",-0.03333333333333333,0.26666666666666666
 RT @ hmlakdawala : And country wants NRC people provide documents prove citizenship . https : //t.co/uaiW…,0.2,0.1
" From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",-0.15000000000000002,0.9
 RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,0.13636363636363635,0.45454545454545453
 Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,-0.8,0.9
" For 72 years , neither indian political class liberals gave rat'sass Ahmediyas Pakistan supposedly persecuted . Post-CAA , persecuted community must happy Indian politicians/liberals rioting kiss ass .",0.4,0.55
" RT @ madeforbrettLEE : SAY NO TO CAA , NRC , NPR . FCUK BJP FCUK RSS",0.0,0.0
" `` 'Aadhar card helped convert black money white '' Clearly misguided anti CAA women idea talking , people like # HarshMander behind brainwashing minds using political tools # WomenofShaheenBagh # CongressUnitesIndia # SayNoToCAA https : //t.co/88leE2zKFs",-0.09333333333333334,0.32333333333333336
 There must absolute economic social boycott every CAA protestor . Our money support routed arrange planned riots like North east Delhi saw . This pic circulating SM explains . https : //t.co/lBx8W9QPaO,0.14444444444444446,0.3888888888888889
 # DAY_57 NON-STOP 24/7 RESISTANCES AGAINST CAA-NRC-NPR REVOLUTIONARY POETRY BY DAUGHTERS OF SHAHEEN BAGH AURANGABAD # ShaheenBaghAurangabad # Aurangabad @ nazmaaman @ QutqutG @ India_Resists @ IndiasMuslims @ yehlog @ Ssaniya25 @ imMAK02 @ Iqra_K_ @ hazratbilli https : //t.co/LKHB4flhBe,0.0,0.0
 @ ANI Why CAA required ? ? Why maligning india world wide ?,-0.1,0.4
" Hate Speech Harsh Mander-says Supreme Court uphold secularism cases NRC , Ayodhya , Kashmir . These issues decided Supreme Court Parliament . We come roads & amp ; decide issues roads . Citizens request SC reject petition today @ CPDelhi",-0.5,0.8
" UNHRC reached SC CAA . Now see irony- CAA fast-track provide citizenship refugees came due religious persecution . So @ UNHumanRights instead asking Pak , Afg n Ban stop religious persecution. , r asking India give citizenship😂",-0.041666666666666664,0.2916666666666667
 India signatory United Nations `` Convention Relating Status Refugees '' : right decide fast-track . # UNHCR angry mullah targets conversion & amp ; kanizes escape mullah infested lands UN/UNHCR never nosed protect non-Muslims . https : //t.co/mXVrN6RRS5,-0.10714285714285715,0.7678571428571428
" Hate Speech Harsh Mander-says Supreme Court uphold secularism cases NRC , Ayodhya , Kashmir . These issues decided Supreme Court Parliament . We come roads & amp ; decide issues roads . Citizens request SC reject petition today @ CPDelhi https : //t.co/RzwwpzDyHI",-0.5,0.8
 “ Modi set visit Egypt next week - Economic Times ” Looks like Brussels visit . Desis abroad use opportunity amplify message No CAA No NPR No NRC protests let world know Hindutva Modi Indians . https : //t.co/Xple85HBKy,0.1,0.1
" Modi 's CAA fast tracks citizenship persecuted christians like Faraz Pervaiz tortured In ISLAMIC Pakistan - No wonder anti-christian , pro-jihad media smears Islamic Cleric also calling Muslims wage Jihad Modi Gov't Full Vid https : //t.co/DooD03NIMz https : //t.co/yFxkVuPPgQ",0.275,0.575
 Has @ unhcr contested Muslim become President Pakistan ? It ’ shame Indism media criticizing religious discrimination UN & amp ; interference India ’ internal affairs ! Support @ MEAIndia,0.0,0.125
 Thank speaking ! 🙏❤️,0.0,0.0
 These women creating history # WomenofShaheenBagh,0.0,0.0
" Alright Jimmy , I 'll spell . His privilege # 1 Autoreviewer , # 2 Patroller . So pages created n't need reviewed . Abusing , made BIASED pages JNU attack , Delhi Riots , CAA protests UP within past 2-3 weeks . Even ( 1/n )",-0.25,0.25
 RT @ UDUMBU2 : யோசிக்க வைக்கும் thread ... I imagine going inside black tent..yuck..vomit sensation,-0.16666666666666666,0.43333333333333335
" @ Asadhyderabad @ sagarikaghose NRC bill details available nahi hai ! ! As per I read us produce documents ( Hindus ) fail produce might land trouble . NRC bad idea . Even poorest poor doc . Pak , Bangladesh , & amp ; Afggan NRC",-0.23499999999999996,0.4333333333333333
 United Nations Buisness approach Indian Supreme Court challenge Law made Indian Parliment . This shows motivated foreign Lobby CAA . Govt register strong objection & amp ; hopefully SC dismiss heavy costs,0.036111111111111094,0.4527777777777778
 @ LadyAliceWhite @ ddaa49 @ OprechtsNu @ Jodelieho @ Alleen_24_juli @ Robinbouw8 @ slaghoedje @ Hvbt36Henny @ theHeeenry… https : //t.co/5cQojzyxqV,0.0,0.0
" In Meerut , anti-CAA protestors tried close market forcibly..once forgot 's Mahantji charge Kya dhulai ki @ Uppolice ne ... maza aa gaya 🤣🤣🤣🤣https : //t.co/dDJPAvLs8z",0.0,0.0
" @ bainjal UN goes Supreme Court , British Parliament discusses CAA Delhi violence , OIC calls Indian law discriminatory , weather friend Iran shows mirror , Bangladesh Foreign Home ministers cancel India visit . List long outcome Rs 446.52 investment .",-0.05833333333333333,0.17500000000000002
