Sentence,Polarity,Subjectivity
 Clearly # AntiCAA protests part larger game plan . # DarUlIslam # Jihadi outfit Al-Haq threatens kidnap 234 TN MLAs CAA implemented state : https : //t.co/2oStt64vQL via @ eOrganiser,-0.09999999999999999,0.42777777777777776
" Jihadi outfit Al-Haq threatened kidnap 234 Tamil Nadu MLAs CAA , NPR & amp ; NRC gets implemented ! Till date saw Congress & amp ; gang opposed CAA , Now even terrorist organizations opposing ! Dear Hindu , understand Congress always favoured terrorists ?",0.0,0.0
 @ ashu_nauty @ Mishti_in @ YeshaJethva1 @ pokershash # bluetick4बालम name # NRC,0.0,0.0
" *BREAKING NEWS : * CAA , NRC PROPOSAL TO BE WITHDRAWN FROM March 5 , 2020 . Read special message protesters Amit Shah : https : //t.co/A45kE4Y147",0.35714285714285715,0.5714285714285714
 Addressing August gathering Lawyers & amp ; intellectuals Hyderabad event organised @ BJP4Telangana # CAA Thanks President BJP Telangana Sh @ drlaxmanbjp Ji & amp ; MLC Sh @ RaoMlc Ji https : //t.co/GJIJns1oXY,0.2,0.2
 Yet another clipped video social activist Harsh Mander viral falsely portray instigated violence anti-CAA protests . Read # AltNewsFactCheck . | @ Pooja_Chaudhuri https : //t.co/ThKGFQhWFp,-0.1888888888888889,0.45555555555555555
" 1 . National Pulse : 8,21,473 users . We included users logged least 3 times month Feb establish seriousness engagement app . Do support CAA ? Yes : 29 % No : 68 % Do n't Know : 3 %",0.1,0.7
 Sunil Karmakar Farakka Murshidabad district West Bengal got new voter ID card dog 's image instead picture . He gotten new card made NRC . Ab aise koi kaise kagaz dikhayega bhai ? https : //t.co/zmxs7OgULq,0.13636363636363635,0.45454545454545453
 @ ndtv Cz Citizen default . He born 1954 . These RTI morons realize NRC happen . Suc… https : //t.co/TaLnmRHEvI,-0.8,1.0
" Sets dangerous precedent . Apart unwarranted intrusion Executive 's domain . Visa NOT right , issue 'Fundamental Right ' . Visa issued subject rules . If FRO determined Polish student violated , Judiciary review . https : //t.co/y7CeE0ZA0h",-0.15595238095238095,0.5761904761904763
" Intellectual idiots ( SJW morons South B'lore/South Chennai ) , SC lawyer - '' If law broader… https : //t.co/FGZaA0ObCI",-0.43333333333333335,0.7333333333333334
 RT @ OpIndia_com : Meet Harsh Mander : The ‘ PIL Activist ’ always manages land wrong side Indian interests https : //t.…,-0.35,0.8
" Islak A'nagar dist , Maharashtra became 1st village pass resolution agnst CAA/NRC . 45 % adivasi , Dalit , NT Muslim . Villagers say r unable take benefit schemes hav old papers . How wil dey prove citizenship ? Wish others follow path .",-0.2,0.35
 Encephalitis fallen 90 % since BJP came power UP . Crime massively . Infra huge focus . And way YA stomped anti-CAA protest solidified position . One aspect needs looked cattle destroying crops . @ myogiadityanath,0.0666666666666667,0.6333333333333333
 @ bapu_caa @ MusketeerGooner @ dikgaj CAA saves persecuted Dalits Pakistan,0.0,0.0
" CAA necessary : Why many arguments unconstitutional ’ hold water For ⁦ @ BDUTT⁩ ⁦ @ ShekharGupta⁩ ⁦ @ sardesairajdeep⁩ ⁦ @ ndtv⁩ pushing fake narratives , lies CAA , Harish Salve shows Truth ! https : //t.co/mvPfaFUgdI",-0.041666666666666664,0.8333333333333334
 @ Rick__War @ BunchRegal @ knickanator @ Byrons360 @ 0oty_Mac @ Woodshed_1914 @ eski225 @ Knickthehardway @ RobertSParis1… https : //t.co/3xthSZ6EBr,0.0,0.0
 Whatever # BJP # NarendraModi wrong oppose . One read act # CAA n't matter.… https : //t.co/GgjNvcl8ld,-0.5,0.9
" While Ravish Kumar tried Creating panic stoking fire name CAA NRC , 's PM Modi exposed hypocrisy Rubbish Kumar Urban Naxals Detention Centres These journalists paid pipers ! # RubbishKumar # RavishKumar https : //t.co/W718na4fsO",0.0,0.0
" Why many arguments CAA unconstitutional ’ hold water , writes Harish Salve , Senior Advocate , Supreme Court . https : //t.co/hUiksAqd8x https : //t.co/rjmFd2TV2x",0.5,0.5
" As protests new citizenship law sweep country , signs authorities condoning even inst… https : //t.co/T8LTQsY7fN",0.13636363636363635,0.45454545454545453
" Why every Tom , Dick Harry worry CAA laws passed soverign nation ? Paid pressure lobby groups , well done rebuff . What happen India pulls UN ? Will repurcussion adverse country ?",0.0,0.0
 Request government please give power police kickass bastard ..,0.0,0.0
 Muslims r pelting stones nd indulging violence streets opposing CAA illogicaly make India Hindu Rastra ... ? ? Woww ! ! ! https : //t.co/wumYcpxOGr,0.0,0.0
 Where Harish Salve argues CAA constitutional ’ tell us ) govt sought hyphenate NRC ( ’ forget ‘ chronology ’ ) b ) necessary govt could easily grant citizenship persecuted minorities existing laws . https : //t.co/oJJuwHXj0X,0.21666666666666667,0.9166666666666667
" `` They finally restored internet , destroying many businesses ruining many careers . `` … https : //t.co/gtZbz9tRj4",0.2,0.5
 Tamil media plz note ... ’ ask actor CAA & amp ; jump conclusions . Take people understand subject .,-0.16666666666666666,0.3333333333333333
" No @ davidfrawleyved silent , silently tacitly working accentuate persecution minorities Pak , BD Afghanistan . Latest example approaching SC # CAA enacted shelter persecuted minorities . https : //t.co/yUCOpD5yMq",0.125,0.275
 Police side rioters kill Muslims A Kafeel goes jail NSA While Kapil Misha gets Y+ security Parliament passes anti-muslim CAA Kashmir lockdown SC looks way . People practising segregation since 1000s yrs n't preach inclusiveness,-0.1,0.0
 @ ribal_raza We going NRC across India .,0.0,0.0
 @ ImranKhanPTI Balochistan wants independence # Iran # Pakistan . We strongly condemn Iranian leaderships irresponsible statements regarding India 's internal law # CAA . Iran Pakistan subjugating killing Baloch civilians basis ethnicity occupy land . https : //t.co/wHZkDmvrVF,0.2111111111111111,0.27777777777777773
 @ bapu_caa @ MusketeerGooner @ dikgaj Any Indian Hindu left NRC prove persecution Pakistan etc impossible,-0.3333333333333333,0.5
" Can BJP GOI ( right two effectively ) better global PR ? Absolutely . And . Arrogance come way . But let us clear 370 , RJB , CAA soon UCC , form NRC eventually : way avoid criticism completely .",0.19761904761904767,0.4531746031746031
" Harish Salve writes article entitled `` CAA necessary '' counter criticism law , n't actually answer `` Why CAA necessary ? `` , i.e . Why government need change law , already mandated give citizenship ? https : //t.co/PKHlB2aWVW",0.0,0.7000000000000001
 RT @ Scott_Helme : Let 's Encrypt identified bug CAA checking disabled issuance 2h 12m whilst patched : https : //t.co/o2…,-0.2,0.3
" Read , understand make informed decision . Do fall prey propaganda citizenship taken away . Democracy allows protest peacefully , destroy public property . No Indian affected CAA . Please read article Mr Harish Salve . https : //t.co/dzVTgSc6aI",-0.10000000000000002,0.05555555555555556
" Question folks ... . Have countless videos Islamists rioting Delhi interviews victims reached ordinary citizens like CAA , awareness limited Twitter ?",-0.10714285714285714,0.38095238095238093
" Finally , expert Agriculture , Soil Characterization , GIS @ AirSoilWater ! She Noura Bakr ( https : //t.co/JGDV8VIxxa ) National Research Center , Egypt , Cairo ( NRC ) . @ andresrguez @ SAGEManagement @ SAGE_News @ PanosPanagos33",-0.05,0.55
 Muslims London demand British people obey Sharia laws `` Law Creator '' This need NRC UCC earliest https : //t.co/Df3H3l3kuA,0.0,0.0
" CAA . Internal matter . NPR . Internal matter . NRC . Internal matter . Pogroms . Internal matter . Demolition mosques . Internal matter . Kashmir . Internal matter . Falling GDP . Internal matter . And internal matters discussed EU , UN , US . Inviting diplomats Kashmir ?",0.0,0.0
" This essay Harish Salve best analysis # CAA I 've read — goes legal details , constitutionality , offers deep context . https : //t.co/okOcfeVqdS Read share .",0.325,0.225
" Hi @ narendramodi @ AmitShah , please give Z+ security Harish Salve . He London & amp ; London den Thames Jamuni Tehzeeb . He critical CAA heard SC . Please .",0.0,0.8
" Liar liar , pants fire..",0.0,0.0
 RT @ Shaiba48271237 : # WomenofShaheenBagh # NO_CAA_NO_NPR_NO_NRC # caa_nrc_npr_नहीं_चलेगा # CAA_Not_Internal_Matter SAY NO TO CAA,0.0,0.0
 CAA necessary : Why many arguments unconstitutional ’ hold water https : //t.co/nlogik77qo via NaMo App https : //t.co/ioynEHTzah,0.25,0.75
" Tribals protesting NRC CAA Jantar Mantar..In guise act “ anti-Muslims ” , Adivasis poor Hindus targeted . Adivasis hit anyone else ” https : //t.co/xSMiG2cggZ",-0.4,0.6
 @ NadiaWhittomeMP Pass CAA UK call feel persecuted . India territory foc… https : //t.co/XEC5H64zJ0,0.0,0.0
 Big salute sisters soon sister overcome fear talk truth . No matte… https : //t.co/NCKfPlIyyE,0.0,0.1
 DK Dubey ji explains CAA NRC explains foreigners act passport act already place . CAA simplify . https : //t.co/m1JUCk3UXV,0.0,0.0
" # LUCKNOW_CAA_NPR_NRC_PROTEST # NRC_CAA_Protest # CAA within week Lucknow police beat women Lucknow Ghantaghar , arrested women houses , arrested illegally men . please support . want alive India https : //t.co/2Vp4WWzsGj",-0.2,0.45
 https : //t.co/R28TnWkdov '' White House National Security Advisor John Bolton called Hague-based rights body `` una… https : //t.co/dL6QRS8x6x,0.0,0.0
" An interesting meeting A non political senior doctor running well known low cost hospital , disturbed anti CAA protests , abusive violent videos & amp ; Delhi violence Hindus . Now wants dedicate time & amp ; money Hindu cause . Thank Hinduphobes",-0.020000000000000007,0.4
 No NRC NO NPR No CAA☪️🕉️✝️ https : //t.co/Qpg2IASSzz,0.0,0.0
" RT @ Spoof_Junkey : Ravish blamed Police , incited Anti CAA Mob . Mob attacked Police , KiIIed Constable Ratan Lal . https : //t.co/K…",0.0,0.0
" Watch : ‘ Artistes religion , ’ says actor Yashpal Sharma said CAA , NRC , unemployment https : //t.co/adoAc9rR2A via @ scroll_in",0.0,0.0
" Looong learned Harish Salve said , I said . First , Indian Constitution applies ONLY Indian citizens . India constitutionally bound treat foreign illegal immigrants 'EQUAL ' Indian citizens Constitution . @ sardesairajdeep",-0.075,0.4416666666666666
 I hope treat baby right prospers way ’ supposed to❤️,0.2857142857142857,0.5357142857142857
 RT @ ForYourEyes0n1y : One step time ... ... . Feeling happy proud😭😭❤ # WeStandWithZayn # FREEZAYN # ZaynIsComing,0.8,1.0
 Reminder Supreme Court India *34* judges . The number increased last year felt n't enough . 9 ( reference ) + 3 5 ( CAA ) still 12 14/34 .,0.0,0.2833333333333333
 Do need CAA grant citizenship anyone persecuted ? The answer . Between 1969 1989 India granted citizenship 2 lakh Sri Lankan Tamil Bangladeshi Hindus . So CAA ? Can Salve give rational answer .,0.0,0.0
 RT @ airnewsalerts : Madras HC directs Tamil Nadu police book protesting Citizenship Amendment Act Tiruppur witho…,0.0,0.0
 # Delhiriots # CAA # CAB # NRC # indianmuslims # hindus # internationalmedia # reality What truth Indian Muslims… https : //t.co/65Ev7rWZkk,0.0,0.0
 CAA MEETING AT KOTHAPET DIVISION https : //t.co/MDvOMVPGd3,0.0,0.0
 This I break alcohol . The walk run today hurt ego . NRC n't calculate ... Lol . I 'm sore everywhere . Fuck alcohol .,0.2,0.6499999999999999
 @ thewire_in @ svaradarajan @ ndtv @ scroll_in Looks like @ aroonpurie part gang.. Which PR agency acted convenor ? ? https : //t.co/fG3aOmFqb7,0.0,0.0
 @ NepaliTimes @ USEmbassyNepal @ USAmbNepal @ nepaltourismb .. please identify,0.0,0.0
" Decades patriarchal traditions , eg child marriage , sending girls school , & amp ; exclusion inheriting property come together place crushing burden women dont docs prove # citizenship . This Modi 's true gift women # India . # Assam",0.375,0.775
" RT @ ZaynReport : According Billboard , Zayn signed Creative Artists Agency ( CAA ) . https : //t.co/WZlqpesVnI",0.5,1.0
" Harish Salve demolishes every possible legal , constitutional , moral lie liberals argued # CAA past months . Leave everything read article . https : //t.co/LdnHNvPjt0",-0.012499999999999997,0.425
" Dear SC , `` No faith SC '' mean : - U NOTHING J & amp ; K. 3 ex-CMs & amp ; 100s jail NO reason . - U n't stay CAA . Country burning . - From Rafale Alok Verma , Dir-CBI removal , u relied sealed envelopes . - Ur priorities temples , Ayodhya Sabrimala .",-0.20625,0.34375
" Supreme Court sought explanation @ harsh_mander noted activist , emerged one trenc… https : //t.co/PE99X4mNgo",0.0,0.0
" In rural # Assam , many understd # NRC red tape/ Kafkesque implementation . But even remotest villages , ppl know govt ca n't keep jailed 3 yrs . That 's @ harsh_mander 's PIL . He 's saved 100s lives Assam .",0.16666666666666666,0.16666666666666666
" So , Hindus streets counter ? This goverment schemes Minorities India . Who giving gyan Art 14 , 21 & amp ; 25 , answer . No mention Hindus ... # CAA https : //t.co/ebz4XjJF7j",0.0,0.0
 @ sakamath @ SarojK304 @ fearnocreation @ thinkoutofbox @ DilliDurAst @ Ibne_sena But CAA opens gate Non Muslims… https : //t.co/X7f3CUlJxm,0.0,0.0
" @ Nadiassay @ AltRapier @ SaniaAhmad1111 @ subiism r peaceful Muslim men & amp ; women lynching Policeman , Any co… https : //t.co/NVsw6Wt732",0.25,0.5
 @ MalabarBiryani ALL # Indians face reality coming ... .. ITS NOT PRETTY . All is… https : //t.co/kitJRhQTNd,-0.125,1.0
" In Rajya Sabha CAA debate , Amit Shah claimed : `` In past five years , 566 Muslims granted Indian citizenship. ” Now government tells Rajya Sabha religion-wise data citizenship . @ DeeptimanTY reports https : //t.co/bciZyXpsWU",-0.25,0.25
" DMK MP says `` CAA , NRC & amp ; NPR implemented Modi cancel Voting rights BJP '' , speech filled Brahmin hatred also adds DMK win elections Hindu votes . Can MP spread kind misinformation hatred ? ? https : //t.co/fcT8e0L8kb",0.6000000000000001,0.7333333333333334
 Farooq Saab reside Dehradun.Owner HIMALAYA DRUG COMPANY ... .NOW charged funding Anti CAA riots ... Boycott products HIMALAYA ... https : //t.co/NaDx9tcNTt,0.0,0.0
 RT @ sud1973 : @ vijaita Mam..stupidy main reason..CAA Indians..,0.16666666666666666,0.3333333333333333
" media highlight citizen centric like @ republic , Lacs daily commuter like us effected , thoda current S… https : //t.co/bSUj99bPXz",0.0,0.16666666666666666
 Ran 3.12 kilometres Nike⁠ Run Club Day1771 # runningstreak # h_art # run # running # nrc # nrcindia… https : //t.co/w7wENGjXFu,0.0,0.0
 @ harshmadhusudan Bjp GOI trying sell unsellabale product ... What prevented govt framing CAA law… https : //t.co/aj0Pf2NGME,0.0,0.0
" `` CAA necessary : Why many arguments unconstitutional ’ hold water '' Brilliant article Shri Harish Salve Ji , A Senior advocate Supreme Court & amp ; Queen ’ Counsel courts England Wales https : //t.co/f408QbPOck https : //t.co/iuilP1rzBZ",0.4666666666666666,0.8333333333333334
" @ AmitShah implementing # CAA # NPR # NRC # Bengal help # MamataBanerjee ** Condition Ovaries & amp ; Uterus , … https : //t.co/FVx4CZ48zf",0.0,0.0
" . @ ProfVarshney : Using # CAA , # NRC render stateless large number Muslims , even born India & amp ; lived country decades , ancestors . That important reason protests ceased . # delhiriots2020 https : //t.co/kQanRx6f2Z",0.30714285714285716,0.7142857142857143
 Urgent : anyone concerned India & amp ; Kashmir tag @ RepEliotEngel . @ HouseForeign marking legislation TODAY ’ refusing consider HR 745 condemns atrocities Kashmir & amp ; potential amendment would denounced CAA & amp ; NRC . Spread word .,0.0,1.0
 Anti CAA protesters criminals,0.0,0.0
" No problem , ready loose , question withdrawing # CAA We lost many , 'll loose , we're… https : //t.co/7AGDlrFPTB",0.13653846153846155,0.3846153846153846
 CAA internal matter . No foreign party locus standi — MEA CAA files related policy grant citizenship foreigner nationals . Disclosure information may prejudicially affect relation foreign states — MHA https : //t.co/JDeGrmcUDP,-0.015625,0.1625
" No @ davidfrawleyved silent , silently tacitly working accentuate persecution minorities Pak , BD Afghanistan . Latest example approaching SC # CAA enacted shelter persecuted minorities .",0.125,0.275
 # BREAKING : CPI ( M ) lay siege State Secretariat Chennai Monday press Tamil Nadu government pass resolution opposing Citizen Amendment Act declare NRC # NPR taken state # CAA # NRC # CPIM Ya sudhrenge nahi,0.0,0.0
" UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY",0.08,0.31999999999999995
 There road blockade Uttar Pradesh 's Aligarh : Quarsi Bypass Anoop Shahar Road Jeevangarh area . Anti CAA protesters including women blocked road past one week . This blockade fully cleared . Tents & amp ; barricades also removed .,-0.25,0.25
" Mr. Shah- pls stay 30 days month ! Each time come yr hate agenda “ throwing termites ” , “ implementing NRC WB ” helps us b united BJP ’ venom How “ snatching ” back yr conscience fm whoever stole ? https : //t.co/Rv5kIilnWj via @ ThePrintIndia",-0.4,0.45
" We welcomes announcement NPR , implement . We demand implement state resolution NRC . https : //t.co/TZRozPGriM",0.0,0.0
" Why mock community 's dialect @ Dayanidhi_Maran ? You make point without ridiculing . And tarring everyone community brush wrong . If think Brahmin baiting still way get votes , good luck . Sad .",-0.10000000000000002,0.8333333333333334
 It 's crystal clear counterintelligence operation ISI The message identify hit operatives heart Delhi It 's shame nation anti-CAA protestors way connected grave National security issue !,0.12500000000000003,0.3833333333333333
 RT @ mitalisaran : Kudos Omkar Goswami using right words say like . https : //t.co/g5RE8hY5wc,0.2857142857142857,0.5357142857142857
 Amulya Leona also spent Rs 2 lakh activists participate & amp ; organise protests across state since December 2019 Anti CAA organisers assured refund amount .,-0.1,0.1
" Amulya Leona , chanted Pakistan Zindabad Owaisi 's anti-CAA event , revealed : 1 . She 's paid protestor . 2 . Organisers carried expenses since Anti CAA agitations began December 2019 . 3 . Organisers booked air tickets & amp ; sponsored tour Anti CAA protests",0.0,0.0
" It would close 50:50 Twitter polls , interesting 's 68 % CAA @ governeye user survey . Also quite predictable fence sitters shifting towards pro-CAA base Delhi violence . Mission accomplished .",-0.075,0.625
" Delhi Riots : “ You extremist , terrorist ” , doctors victims treatment In another bizarre incident , De… https : //t.co/QmLrHxPpPA",0.4,0.6
 Lil education CAA anti protesters - https : //t.co/pQ7oM3BiK2,0.0,0.0
" Here # HarshMander mother 's unfailing advisor , always stood , came number `` ingenious '' suggestions , calling settling # CAA streets ! Does continue advise , actively helping also `` give hatred '' @ RahulGandhi ? https : //t.co/Ma8P6Ccvtp",0.24583333333333335,0.8
 The human cost CAA/NPR/NRC -- - 69 killed 79 days since Parliament passed Citizenship Amendment Act ( CAA ) Dec 11 . Senior MHA officials say give deadline CAA rules notified . I report . https : //t.co/oDGOzF9EuK,-0.1,0.05
 RT @ iPankajShukla : CAA necessary : Why many arguments unconstitutional ’ hold water https : //t.co/5vfZm8gxCM,0.25,0.75
 OH my. ! ! What great day us.. Zayn signed CAA & amp ; Pillowtalk breaches 800M streams Spotify.. ANnnd Billboard reporting IF garnered 5 Billion streams matter 11 months..,0.8,0.75
 How many lose lives livelihood outsiders made citizens ?,0.5,0.5
 @ realitycheckind @ TheJaggi @ ThePrintIndia @ the_hindu And PM coward implement NRC even though br… https : //t.co/4tqafRJqo6,0.0,0.0
 @ arunbothra And even light years undrafted NRC .,0.4,0.7
 Who accountable road blockade SB ? ? ? This first time affected CAA blockade… https : //t.co/RJBCU9gx4r,0.25,0.3333333333333333
 RT @ billboard : CAA announced signing British pop star @ zaynmalik https : //t.co/Rg09eDrAxP,0.0,0.0
 CAA necessary : Why many arguments unconstitutional ’ hold water . An incisive write Sh . Harish Salve @ timesofindia https : //t.co/cnShJ4tQCH,0.25,0.75
 This Supreme Court responded NRC . Harsh Mander people . What judiciary ? I stand Harsh Mander # IStandWithHarshMander https : //t.co/3IoLfjetdr,-0.2,0.7
" GovernEye periodically conducts sentiment analysis user activity app related social political issues/events using AI tools . The objective dipstick indicator trends . Here sentiment analysis report CAA . Period : Feb 1 , 2020 Feb 29 , 2020 .",0.008333333333333333,0.16666666666666666
 The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/GSZsEKwvvY,0.5,1.0
 @ PSPradio1 @ LilithX Sorry ignorance ... What CAA ? 😅,-0.5,1.0
 RT @ madanmitraoff : False propagandas @ BJP4India never ending .,-0.4000000000000001,0.6
 The complications NPR NRC Fatima impregnated father age 12 . So father hurriedly g… https : //t.co/LHV7oSvjgg,0.0,0.0
 @ mdimransiddiqui Any comment ? https : //t.co/J6ZJqzkA1y,0.0,0.0
" The Mob Frenzy anti CAA protesters Chand Bagh , pelting stones Delhi police claiming life HC Ratan Lal Where labeled Saffron terrorists chanting Jai Shree Ram Delhi rioters ? # LobbyRiotPlot # ShaheenSadakShocker # WomenofShaheenBagh # ThursdayThoughts https : //t.co/Ugjylyg0sJ",0.0,0.0
" So know Fatima , Abdul , Maulavi , Fakhruddin CAA , NPR , NRC . They really problem.🤔 R… https : //t.co/9vEuHviAVR",0.2,0.2
" Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",0.0,0.08333333333333333
 # FabricatedDissent # PaidProtest Money & amp ; food join protest . Huge money paid speechwriters write inflammatory misguiding speeches . # CAAProtests # DelhiRiotTruth https : //t.co/UPS0qv09Yy,0.4000000000000001,0.9
" Supreme Court sought explanation @ harsh_mander noted activist , emerged one trenchant critics # CAA . # HarshMander accused saying citizenship issue taken streets . I defend @ CNNnews18 https : //t.co/nIctMZJlbK",0.0,0.0
 @ INCIndia In way congress work 🙌🙌🙌 Congress ( 2003 ) - BJP illegal refugees ko citizenships kab degi ? Congress ( 2018 ) - BJP NRC implement kab kare gi ? Congress ( 2020 ) - BJP CAA & amp ; NRC implement kyu kar rahi hi ? https : //t.co/4nsmFRrIiz,-0.5,0.5
" # HarishSalve scores self-goal second para ; yes , absolutely right illegal migrants deported Foreigners Act , 1946 , Citizenship Act , 1955 . Therefore , need # NRC # NPA # CAA trifecta ? Why fear-mongering ?",-0.07142857142857144,0.3452380952380952
 RT @ HimjaParekh : Till puris fried hot oil laundry continue ... @ NavroopSingh_,0.25,0.8500000000000001
 @ abufawaz24 @ DubaiPoliceHQ @ JWMarriott @ FareedZakaria @ gulf_news @ AJEnglish @ AlJazeera @ DXBMediaOffice… https : //t.co/JgHHxbU2C0,0.0,0.0
 @ SirPareshRawal The fact opposition parties r shamelessly inciting protests arson CAA proves… https : //t.co/L35Rv5xDnX,0.0,0.0
" Haa hurry ... ... Good ! # CAA cases taken arguments Faith Vs Right Pray gets , # CJI tells Sr adv Kapil Sibal latter sought fixed date hearing . # Sabrimala & amp ; cases begin Mar 16 . Govt says file reply next week",0.2521428571428571,0.2671428571428571
 U.S Comm Intl Religious Freedom holds hearings # citizenship laws # India & amp ; # Myanmar . These connections increasingly made . Glad see @ AmanWadud testifying - speaking months ago Assam # NRC eye opening absolutely horrifying . # CAA https : //t.co/wKIG8fEriV,-0.13333333333333333,0.75
" The principle equality mean every law must universal application . If law deals equally members defined class , open charge denial equal protection ground application persons https : //t.co/Uv3eNSv5ZU",-0.0625,0.3375
 # Watch : News Nation 's special show ' # KhojKhabar ' brings fierce debate # Delhiriots . @ DChaurasia2312… https : //t.co/uktQ3bIR1G,0.35714285714285715,0.5714285714285714
 RT @ Simmi1997227twi : Now shows # RubbishKumar NRC https : //t.co/8MUqKhlqYD,0.0,0.0
 Another video old address social activist Harsh Mander shared social media falsely project instigated violence anti-CAA protests . Read # AltNewsFactCheck . | @ Pooja_Chaudhuri https : //t.co/1bDGPytV75,-0.08666666666666668,0.32666666666666666
" Overheard @ UNHumanRights HQ : Employee # 1 : # CAA targets Indian Muslims . Isn ’ violation human rights ? Employee # 2 : # CAA applies persecuted minorities Pakistan , Bangladesh & amp ; Afghanistan . Doesn ’ affect Muslims anyone India . Employee # 1 : Oh .",0.0,0.1
 @ sankrant @ anti_antiindia India NATURAL HOMELAND # Hindus able live without… https : //t.co/XdgiHAg36A,0.24545454545454545,0.5083333333333333
" @ USCIRF @ ProfVarshney The silliest argument . If inefficient NRC results Indian Hindu & amp ; Indian Muslim going 'doubtful citizen ' net , Indian Hindu ca n't post-facto use # CAA . For 'd claim citizen three countries CAA benefits . Try using logic .",-0.4,0.45
