Sentence,Polarity,Subjectivity
Text,0.0,0.0
 Tahir Hussain used send 50-60 persons daily Shaheen Bagh protest site several vehicles : Taxi drivers reveal Hussain ’ link anti-CAA protests https : //t.co/PZHU9rVyyR,0.0,0.0
" Bangladesh Mullahs spill venom PM @ NarendraModi streets Dhaka . They r protesting India 's new # CAA law . As I said earlier , entire # AntiCAAProtests anger able turn West Bengal Muslim majority state like J & amp ; K. https : //t.co/NFBC7P1A1Q",-0.01272727272727272,0.48090909090909084
" Everyday minor Hindu girls abducted , raped forcibly converted Izlam Pakistan , desi fiberal feminists cheer rapists opposing # CAA ! https : //t.co/Az07vXuZnF",0.125,0.6
 @ SakibulHoque8 Some dogs r barking global leader ... .😂😂😂 quiet funny ... indians stop every help to… https : //t.co/djOCZfK2XA,0.08333333333333333,0.4444444444444444
" 'Long live Constitution , long live love ' : Full speech Harsh Mander , govt says 'incited ' violence anti-CAA protests https : //t.co/odqr7aesD6",0.11753246753246753,0.5214285714285715
" UN Human rights commissioner Michelle @ mbachelet `` wronged '' , EAM @ DrSJaishankar 's reply criticism body # CAA ; Highlights `` carefully skirt around cross border terrorism problem '' https : //t.co/v6z5b81fAu",-0.03333333333333333,0.3666666666666667
 Tum salaamat raho Wazir-e-Aala . @ TelanganaCMO right . NPR-NRC designed leave us mercy babu ’ discretion People Telangana must face indignity . It ’ affect poorest NPR must stayed state https : //t.co/UYYxEH7ZY6,0.2857142857142857,0.5357142857142857
 The justice loving people Andhra Pradesh want CM @ ysjagan take categorical position NPR . NPR first step NRC & amp ; stopped unleash human suffering mammoth scale . Addressed impressive gathering Kadapa D.Raja & amp ; @ SitaramYechury https : //t.co/DNBt1s8b21,0.4625,0.5958333333333333
" This violation privacy citizens , privacy fundamental right according Supreme Court . UP Erects Hoardings With Names , Photos Anti-CAA Protesters https : //t.co/pbREEtfs78",0.2857142857142857,0.5357142857142857
 Why @ nytimes @ washingtonpost @ BBCWorld @ BBC writing ! Have fallen victim guiles Jihadi Khan ?,-0.07500000000000001,0.05
